term,definition,source_anchor,notes
Defacement,"Digitale bekladding. Een actor verandert de<br>inhoud op de webpagina's of voegt nieuwe<br>webpagina's toe. Soms laat de actor bij de<br>uitvoering van een defacement malware<br>achter, waardoor bezoekers van de website<br>besmet kunnen raken. Een defacement tast<br>dus de integriteit van webpagina's aan door<br>foutieve informatie te verstrekken of kan,<br>in het geval van de plaatsing van malware,<br>leiden tot een vervolgaanval bij bezoekers.<br>Defacements worden veelal uitgevoerd<br>door hacktivisten, waarbij zij de inhoud van<br>websites veranderen in overeenstemming met<br>de boodschap van de betreffende groep.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#defacement,
Defense-in-Depth,"Meerlaagse/gelaagde beveiliging:<br>achter elkaar schakelen van<br>beveiligingsmaatregelen, zodat als er<br>één faalt, de anderen een aanval alsnog<br>tegenhouden. Digitale handtekening",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#defense-in-depth,see also: Een elektronische variant van de<br>handgeschreven handtekening. De digitale<br>handtekening bestaat uit elektronische<br>gegevens en hoort bij een digitaal document.<br>Zo kan men met cryptografische technieken
Defensive capabilities,Cyber defense,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#defensive-capabilities,"see also: vaststellen of het document niet aangepast is,<br>en waar het vandaan komt."
Denial of Service aanval,De benaming voor een type aanval die een Distributed Denial Digitale ruimte,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#denial-of-service-aanval,
Denylisting,Blacklisting,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#denylisting,see also: te hebben en te houden.
Desinformatie,Misleidende of afleidende informatie die men<br>met opzet verspreidt. Nepnieuws Digitale spionage,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#desinformatie,
DevSecOps,"Een benadering van softwareontwikkeling die<br>rekening houdt met de veiligheid vanaf het<br>begin van het ontwikkelingsproces en tot het<br>einde van de levenscyclus van een product.<br>Het is een combinatie van de woorden<br>ontwikkeling, beveiliging en operaties. Shift-left Digitale veiligheid",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#devsecops,"see also: Het ongestoord functioneren van informatie<br>en procesbesturingssystemen, daardoor<br>verwerkte en opgeslagen informatie en<br>daarvan afhankelijke diensten en processen.<br>De focus in het CSBN ligt op digitale<br>veiligheid van de digitale ruimte, vitale<br>processen en andere voor het functioneren"
Digitaal proces,"Een proces dat geheel of gedeeltelijk wordt<br>uitgevoerd door de complexe en onderling<br>samenhangende interactie tussen mensen<br>en vele componenten van hardware, software<br>en/of netwerken. Volledig geautomatiseerde<br>processen, zoals procesbesturingssystemen,<br>vallen ook onder het begrip.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#digitaal-proces,"see also: van de (Nederlandse) maatschappij cruciale<br>sectoren, digitale diensten en processen."
Digitaal risico,"De kans dat een cyberincident zich voordoet<br>en de impact daarvan, beide in relatie tot het<br>actuele niveau van weerbaarheid.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#digitaal-risico,
Digital Trust Center,Onderdeel van het ministerie van<br>Economische Zaken dat als doel heeft om<br>ondernemers te helpen om veilig digitaal te<br>ondernemen. De wettelijke basis is de Wet<br>bevordering digitale weerbaarheid bedrijven<br>(Wbdwb).,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#digital-trust-center,"see also: DTC, Wet<br>bevordering<br>digitale<br>weerbaarheid<br>bedrijven"
Digitalisering,"Een breed begrip dat duidt op een veelheid<br>van (nieuwe) digitale technologieën en<br>de impact daarvan op onze wereld. Een<br>voorbeeld van een digitale technologie<br>is kunstmatige intelligentie, dat duidt op<br>machines of systemen die zichzelf steeds<br>intelligenter maken door voortdurend<br>hun omgeving te analyseren en actie te<br>ondernemen om specifieke doelen te<br>bereiken. Digitalisering gaat over de impact<br>die deze en andere technologieën hebben<br>op bestaande processen, ons gedrag,<br>organisaties en instituties. Digitalisering<br>drijft op drie kurken: steeds meer data, een<br>steeds grotere rekenkracht en steeds sterkere<br>onderlinge verbondenheid van apparaten.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#digitalisering,
Disaster recovery plan<br>(DRP),Plan waarin staat hoe een digitaal systeem<br>moet herstellen na een grote storing.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#disaster-recovery-plan-br-drp,see also: Business<br>continuity plan
Distributed Denial of<br>Service aanval,Een aanval op de capaciteit van<br>onlinediensten of de ondersteunende servers<br>en netwerkapparatuur. Het resultaat van<br>deze aanval is dat digitale diensten slecht<br>of helemaal niet meer bereikbaar zijn voor<br>medewerkers of klanten.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#distributed-denial-of-br-service-aanval,
DIVD,Dutch Institute for Vulnerability Disclosure.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#divd,see also: Dutch Institute<br>for Vulnerability<br>Disclosure
DKIM,Domain Keys Identified Mail. DKIM is<br>een techniek waarmee e-mailberichten<br>kunnen worden gewaarmerkt. Het gebruik<br>van DKIM verkleint de kans op misbruik<br>van e-mailadressen doordat ontvangers<br>betrouwbaar echte e-mails van phishingmails<br>of spam kunnen onderscheiden. Ook kunnen<br>ontvangers controleren of de inhoud van de<br>e-mail door derden is gemanipuleerd.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dkim,
DLP,Data Loss Prevention.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dlp,see also: Data loss<br>prevention
DMARC,"Domain-based Message Authentication,<br>Reporting and Conformance. Techniek<br>om valse e-mails of SPAM tegen te gaan.<br>DMARC geeft de verzendende partij de<br>mogelijkheid om beleid te formuleren over<br>wat er met e-mails moet gebeuren wanneer de<br>echtheidswaarmerken niet kloppen. Het geeft<br>ook rapportagemogelijkheden voor legitieme<br>en niet-legitieme uitgaande e-mailstromen.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dmarc,
DMZ,"Demilitarized Zone. Een apart gebied in een<br>computernetwerk dat het interne netwerk<br>scheidt van het Internet. Alle onderdelen van<br>het netwerk die contact hebben met externe<br>netwerken, zitten bij elkaar in dit gebied.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dmz,see also: Zero trust
DNS,Het Domain Name System is het systeem<br>dat Internetdomeinnamen koppelt aan IP<br>adressen en omgekeerd. Verder vermeldt een<br>DNS-record onder meer hoe e-mails aan dat<br>domein afgehandeld moeten worden.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dns,"see also: Domeinnaam,<br>IP-adres"
DNSSEC,Domain Name System Security Extensions. Double Extortion,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dnssec,
Doelwit,De digitale dienst of organisatie of het,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#doelwit,see also: opsporing.
Domeinnaam,Een unieke naam op Internet. Meestal geldt IP-adres,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#domeinnaam,
Domotica,"Technologie en diensten die processen in en Internet of Things,",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#domotica,
DORA,Operations Resilience Act. Sinds januari 2023<br>is de DORA van kracht. Dit is een Europese Europese wet- en,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dora,
DoS,Denial of Service. Denial of Service,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dos,
Double Extortion,"Bestanden of systemen van het slachtoffer<br>zijn versleuteld: de sleutel wordt tegen<br>betaling aangeboden. Naast versleuteling<br>worden gevoelige gegevens van het<br>slachtoffer buitgemaakt, betaling moet<br>voorkomen dat ze gelekt worden.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#double-extortion,"see also: Single Extortion,<br>Triple Extortion,<br>Quadruppel<br>Extortion"
Doxing/Doxxing,"Het proces waarbij vertrouwelijke informatie<br>over een persoon of organisatie publiek<br>wordt gemaakt. Dit gebeurt doorgaans via<br>het Internet. Deze informatie wordt verkregen<br>via open bronnen, social engineering of<br>via (vaak ongeautoriseerde) toegang tot<br>gesloten systemen. De doeleinden waarvoor<br>doxing kan worden toegepast zijn: shaming,<br>afpersing of als ongevraagde hulp aan de<br>opsporing.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#doxing-doxxing,
DPA,"Afkorting voor Data Protection Authority.<br>1.De toezichthouder in een land die toeziet<br>op naleving en handhaving van wet- en<br>regelgeving op het terrein van privacy en<br>gegevensbescherming. In Nederland is dit de<br>Autoriteit Persoonsgegevens.<br>Afkorting voor Data Processing Agreement, de<br>Engelse term voor Verwerkersovereenkomst",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dpa,"see also: Autoriteit<br>Persoons<br>gegevens,<br>Verwerkers<br>overeenkomst"
DPI,Deep Packet Inspection.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dpi,see also: Deep packet<br>inspection
DPIA,"Afkorting van Data Protection Impact<br>Assessment, de Engelse benaming voor de<br>gegevensbeschermingseffectbeoordeling.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dpia,see also: Privacy impact<br>assessment
DPO,"Afkorting voor Data Protection Officer,<br>de Engelse term voor Functionaris<br>Gegevensbescherming.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dpo,"see also: Functionaris<br>Gegevens<br>beschermer, AVG"
Dreiging,Mogelijke schade die intentioneel veroorzaakt<br>is. Een dreiging betreft een bedoeling om<br>schade aan te richten.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dreiging,"see also: Risico, Gevaar"
Dreigingsinformatie,Technische informatie over kwaadwillende<br>actoren inclusief mogelijke<br>persoonsgegevens (bijvoorbeeld IP-adressen)<br>ten behoeve van monitoring en detectie. E-discovery Grote aantallen elektronische data<br>doorzoeken voor een bepaald doel. Meestal<br>voor een juridisch onderzoek of een<br>rechtszaak.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dreigingsinformatie,
Dreigingslandschap,"Een overzicht van alle mogelijke dreigingen<br>voor digitale systemen, organisaties of E-mailspoofing",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dreigingslandschap,see also: Spoofing
Drive-by download,"Wanneer een website kwaadaardige<br>bestanden op je computer plaatst,<br>automatisch en zonder dat je het doorhebt. EDR zijn hiervan voorbeelden.<br>Endpoint Detection and Response.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#drive-by-download,see also: Endpoint detection
DSP,"Digitale Service Provider. Een aanbieder die<br>clouddiensten, onlinezoekmachinies en/of<br>onlinemarktplaatsen aanbiedt. Encryptie",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dsp,"see also: and response<br>Versleutelen,<br>Cryptografie"
DSPM,Data Security Posture Management. Data Security<br>Posture<br>Management End-of-life Het moment dat een leverancier de software<br>of hardware niet meer ondersteunt. Meestal<br>voert hij dan geen updates of andere,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dspm,"see also: Patch, Update"
DTC,Digital Trust Center. Digital Trust Center aanpassingen meer uit.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dtc,
Dual control,"Uitgangspunt waarbij meerdere personen<br>nodig zijn om 1 specifieke activiteit uit te<br>voeren. Bijvoorbeeld: als iemand een kamer<br>in wil, zijn er vingerafdrukken van 2 personen<br>nodig. Endpoint detection<br>and response Software die computers, laptops en<br>vergelijkbare digitale apparaten beschermt<br>tegen kwaadaardige software. Deze<br>beschermende software zoekt naar deze<br>software op basis van kenmerken van al<br>bekende kwaadaardige software of van",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dual-control,
Dual use,Het feit dat dezelfde digitale (genetwerkte)<br>technologie gebruikt kan worden voor zowel<br>militaire als civiele doelen. opvallend gedrag van nieuwe software<br>in een digitaal systeem. Bij een incident<br>gebruikt men deze software om specifieke<br>zoekopdrachten uit te voeren op digitale<br>systemen. Zo kan men dit incident helpen,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dual-use,
Dumpster-diver,Iemand die vertrouwelijke informatie probeert<br>te vinden door het afval van iemand te<br>doorzoeken. Endpoint protection oplossen.<br>Software die op een digitaal systeem,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dumpster-diver,
Dutch Institute for,Vrijwilligersorganisatie die scans uitvoert op (endpoint) draait en de bescherming van dat<br>systeem voor z'n rekening neemt.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#dutch-institute-for,
EPP,Endpoint Protection Platform. Een<br>verzameling van endpoint protection<br>oplossingen die gezamenlijk de bescherming<br>van een systeem voor hun rekening nemen.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#epp,see also: Endpoint<br>protection
Escrow,"Een juridisch concept dat een overeenkomst<br>beschrijft tussen een softwareleverancier en<br>een onafhankelijk bedrijf om ervoor te zorgen<br>dat de broncode van een computerprogramma<br>vertrouwelijk wordt bewaard, bijvoorbeeld<br>voor het geval dat de leverancier failliet gaat<br>of bij een juridisch conflict.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#escrow,
Europese wet- en<br>regelgeving,"wet- en regelgeving in het digitale domein<br>is afkomstig uit Europa. Veel van deze<br>wetten en richtlijnen hebben een relatie met<br>cybersecurity. Voorbeelden zijn de AVG, AI<br>ACT, DORA, NIS2, DMA en DSA. Zie ENISA.EU<br>voor meer informatie.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#europese-wet-en-br-regelgeving,"see also: AVG, GDPR, NIS2,<br>Cyberbeveiligings<br>wet, DORA"
Exfiltratie,Het naar buiten sluizen van vertrouwelijke<br>informatie van een gehackte organisatie naar<br>de systemen van de hacker of een ander<br>gehackt systeem.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#exfiltratie,
Exploit,"Software, gegevens of een opeenvolging<br>van commando's die gebruikmaken van<br>een kwetsbaarheid in software of hardware<br>om ongewenste functies of gedrag te<br>veroorzaken.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#exploit,
Exploitkit,"Hulpmiddel om een aanval op te zetten<br>door te kiezen uit kant-en-klare exploits,<br>in combinatie met gewenste gevolgen en<br>besmettingsmethode.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#exploitkit,see also: Exploit
Failsafe,Inrichting van een beveiligingssysteem die<br>ervoor zorgt dat bij een storing of defect het<br>beveiligde object in een veilige status blijft.<br>Bijvoorbeeld: bij stroomuitval blijven alle<br>buitendeuren gesloten.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#failsafe,
False negative,De situatie dat een beveiligingssysteem iets<br>hoort te zien en het niet opmerkt terwijl het<br>wel gebeurt.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#false-negative,
False positive,"De situatie dat een beveiligingssysteem iets<br>opmerkt, bijvoorbeeld een aanval, terwijl er<br>niets aan de hand is.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#false-positive,
FG,Functionaris Gegevensbescherming.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#fg,see also: Functionaris Gege<br>vensbescherming
Firewall,Hardware of software om computers en<br>netwerken te beschermen tegen aanvallen.<br>Een firewall bekijkt alles wat een netwerk in<br>en uit gaat en blokkeert bepaald verkeer op<br>het netwerk.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#firewall,
Firmware,Software in een apparaat of onderdeel van<br>hardware in een apparaat dat ervoor zorgt dat<br>de hardware zijn werk doet. Vaak kan men<br>firmware updaten.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#firmware,
Forensic image,"Een exacte kopie van bijvoorbeeld een harde<br>schijf, een USB-stick of het geheugen van<br>een digitaal systeem. In de kopie staat alle<br>informatie die nodig is om te achterhalen wat<br>er op het origineel staat en heeft gestaan.<br>Denk aan bestanden en mappen, soms ook<br>als ze al verwijderd zijn. Beveiligingsbedrijven<br>gebruiken deze kopie vaak voor onderzoek,<br>en politie en openbaar ministerie gebruiken<br>deze kopie vaak voor onderzoek in relatie tot<br>een strafzaak.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#forensic-image,
Forensisch onderzoek,"Technisch sporenonderzoek op (forensische<br>kopieën van) digitale systemen tijdens of<br>na een aanval. De onderzoekers verzamelen<br>en analyseren bewijsmateriaal en proberen<br>zo vragen te beantwoorden over de aanval.<br>Bijvoorbeeld wanneer en hoe de aanval<br>heeft plaatsgevonden, welke informatie er is<br>gestolen en wie er achter de aanval zat.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#forensisch-onderzoek,see also: Incident response
Functiescheiding,"Uitgangspunt dat er verschillende personen<br>nodig zijn om een serie van kwetsbare<br>activiteiten uit te voeren. Dit zijn activiteiten<br>die men eenvoudig kan misbruiken of<br>een hoge mate van beveiliging vereisen.<br>Bijvoorbeeld, een persoon geeft toestemming<br>voor een nieuw account. Een ander maakt<br>het account aan en weer een ander bepaalt<br>de rechten die iemand krijgt. Zo kan niet één<br>persoon alles zelf uitvoeren waardoor het<br>risico op misbruik afneemt.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#functiescheiding,
Functionaris<br>Gegevensbescherming,"Een medewerker of externe persoon, die is<br>aangewezen om de organisatie te adviseren<br>over en toe te zien op de naleving van<br>de AVG en dient als contactpunt voor de<br>toezichthouder.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#functionaris-br-gegevensbescherming,see also: AVG
Fysieke beveiliging,Maatregelen om te voorkomen of ontdekken<br>dat iemand zich toegang kan verschaffen tot<br>fysieke locaties en/of zich in de nabijheid<br>van specifieke personen begeven waarbij<br>deze toegang of nabijheid niet gewenst of<br>toegestaan is.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#fysieke-beveiliging,see also: Cyberbeveiligings<br>wet
Gap analyse,Analyse om te bepalen in hoeverre een<br>systeem of organisatie voldoet aan de<br>veiligheidseisen. En wat de organisatie<br>eventueel nog moet regelen om aan alle eisen<br>te voldoen.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#gap-analyse,
GDPR,General Data Protection Regulation.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#gdpr,see also: General Data Pro<br>tection Regulation
Gebruikersnaam,Naam waarmee een gebruiker op een digitaal<br>systeem kan inloggen.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#gebruikersnaam,see also: Inlogcode
Gegevensbescherming<br>seffectbeoordeling,Een analyse van de impact van een<br>(voorgenomen) verwerkingsactiviteit op<br>de privacy en persoonlijke levenssfeer van<br>personen. Voor specifieke gevallen is deze<br>verplicht.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#gegevensbescherming-br-seffectbeoordeling,see also: DPIA
Geheimhoudings<br>verklaring,Overeenkomst waarbij twee of meer partijen<br>met elkaar afspreken om informatie geheim te<br>houden. Ze delen die dus niet met anderen.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#geheimhoudings-br-verklaring,
General Data Protection<br>Regulation,General Data Protection Regulation. Algemene<br>Verordening Gegevensbescherming (AVG)<br>is de Nederlandse uitwerking van deze<br>Europese regelgevingie die in Europa zorgt<br>voor een geharmoniseerde bescherming van<br>persoonsgegevens.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#general-data-protection-br-regulation,see also: AVG
Gevaar,Mogelijke schade die veroorzaakt is zonder<br>bedoeling.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#gevaar,"see also: Risico, Dreiging"
Gold team,"Combinatie van een Red Team oefening,<br>waarbij een aanval door een geselecterde<br>threat actor realistisch wordt geëmuleerd, met<br>een crisisoefening die voortbouwt op de crisis<br>die door de Red Team oefening geënsceneerd<br>is. Red team Hacker Iemand die systemen wil proberen te<br>doorgronden puur en alleen om zijn of haar<br>nieuwsgierigheid te bevredigen. Hackers<br>willen graag weten hoe bepaalde zaken<br>werken. Soms is het twijfelachtig hoe legaal<br>bepaalde zaken zijn die een hacker uitvoert,<br>zoals het inbreken in een digitaal systeem.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#gold-team,"see also: Hacken, Whitehat<br>hacker, Blackhat<br>hacker, Greyhat<br>hacker"
GRC,"Governance, Risk and Compliance. Hacker is van oorsprong een neutrale term",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#grc,
Greybox test,"Een penetratietest waarbij de tester<br>al beperkte toegang heeft tot een<br>computersysteem om de test mee te starten,<br>bijvoorbeeld de inloggegevens van een Blackbox test maar veel mensen gebruiken het woord<br>hacker tegenwoordig om iemand mee aan te<br>duiden die kwade bedoelingen heeft, zoals<br>een crimineel.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#greybox-test,
Greyhat hacker,"Iemand die met zijn handelen weliswaar soms<br>ethische of juridische grenzen over gaat, maar<br>geen kwade of criminele bedoelingen heeft,<br>zoals een blackhat hacker. Hacker, Blackhat<br>hacker, Whitehat<br>hacker beveiligen. Bijvoorbeeld door zwakke plekken<br>in de beveiliging te vinden en die te melden<br>bij de leverancier via coordinated vulnerability<br>disclosure.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#greyhat-hacker,
Grooming,"Het proces waarbij een dader het vertrouwen<br>wint van een ander (het slachtoffer) met het<br>doel deze persoon seksueel te misbruiken<br>door aanranding, verkrachting, seksuele<br>uitbuiting, het produceren van kinderporno,<br>ontvoering of mensenhandel. Hardening Niet gebruikte functies in hardware en<br>software uitzetten of weghalen en de rechten<br>van andere functies waar mogelijk beperken.<br>Zo verkleint men het aanvalsoppervlak en<br>daarmee het risico van aanvallen.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#grooming,
Hack,Hacken Hash/Hashwaarde,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#hack,see also: Hashing
Hacken,"1. Actie om in of bij een computer, netwerk,<br>hardware of software te komen. Als men dat<br>ongevraagd of zonder geldige reden doet, is<br>zo'n actie illegaal.<br>2. Het vinden van nieuwe toepassingen.<br>Bijvoorbeeld tijdens hackathons, workshops<br>waarin men met kleine groepjes creatieve<br>oplossingen probeert te vinden voor diverse<br>problemen. Hashing Een methode om met een speciaal<br>algoritme een unieke code te berekenen<br>voor een bestand of een stuk tekst of<br>andere informatie. Deze unieke code<br>heet hash of hashwaarde en is een soort<br>digitale vingerafdruk. SHA-2 en Bcrypt zijn<br>veelgebruikte algoritmes. Men gebruikt<br>bijvoorbeeld SHA-2 om te controleren of een<br>bestand, tekst of informatie niet is aangepast.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#hacken,
Hertest,"Vervolgtest om na te gaan of de zwakke<br>plekken die men eerder bij een penetratietest<br>heeft gevonden, inderdaad weg zijn.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#hertest,
Honey token,"Gegevens die een speciaal kenmerk hebben,<br>zodat men kan nagaan wat ermee gebeurt als<br>ze worden gestolen. Zo kan men bijvoorbeeld<br>bij een datalek zien waar de gegevens naar<br>toe zijn gegaan en wie daarbij betrokken<br>waren.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#honey-token,
Honeypot,Een digitaal systeem dat met opzet niet goed<br>beveiligd is. Het doel van dit systeem is om<br>het te laten besmetten met software die een<br>digitaal systeem wil aanvallen. Daarna kan<br>men deze software analyseren.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#honeypot,see also: Deception<br>technology
Host,Een apparaat dat via Internet kan<br>communiceren met een ander apparaat. Een<br>host heeft een eigen hostnaam en IP-adres.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#host,"see also: Hostnaam,<br>IP-adres"
Hostnaam,"Een hostnaam is de naam van een digitaal<br>systeem. Samen met het domein waar het<br>systeem bij hoort vormt de hostnaam de<br>unieke Fully Qualified Domain Name (FQDN).<br>Beheerders kiezen voor veelgebruikte<br>servers zoals websites of servers die mail<br>versturen vaak hostnamen die gemakkelijk te<br>onthouden zijn, zoals www of smtp. De FQDN<br>is dan bijvoorbeeld www.google.nl of smtp.<br>google.nl.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#hostnaam,
IaC,Infrastructure as Code. Infrastructure<br>as Code Identity theft Het stelen van persoonlijke data zodat men<br>zich kan voordoen als de persoon waarop,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#iac,see also: Identiteitsfraude
IACS,"Industrial and Automation Control Systems.<br>Verzameling netwerken, control systemen,<br>SCADA systemen en andere systemen die<br>kwetsbaar zijn voor cyberaanvallen. de data betrekking hebben. Zo kan een<br>crimineel bijvoorbeeld iemands geld stelen,<br>kan hij spullen kopen op iemands kosten, of<br>criminele handelingen doen uit naam van die<br>persoon.",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#iacs,
IAM,Identity en Access Management. Identity en access<br>management IDS Intrusion Detection System.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#iam,see also: Intrusion detection<br>system
ICS,Industrial Control System. Industrial control Immutable Back-up die niet overschreven kan worden.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#ics,see also: Back-up
Identificatie,Herkennen wie iets of iemand is.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#identificatie,
Identiteit,1. Die eigenschappen of karakteristieken die Incident,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#identiteit,see also: Cyberincident
Identiteitsfraude,Vorm van bedrog waarbij iets of iemand zich<br>voordoet als iemand anders. Bijvoorbeeld Indicator of compromise Informatie die je kunt gebruiken om te kijken,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#identiteitsfraude,
Identity broker,"Bedrijf dat ervoor zorgt dat een programma of een aanvalsmethode of van malware.<br>Bijvoorbeeld, als men weet dat een bepaalde",https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#identity-broker,
Identity en access<br>management,Algemeen begrip voor twee systemen:<br>- Identificatiesystemen: wie ben je? dat die aanvaller misschien bij jou een aanval<br>heeft proberen uit te voeren.,https://www.cyberveilignederland.nl/download/file/Cyberveilig_Woordenboek2024.pdf#identity-en-access-br-management,
