question_id,question,aicm_control_id,aicm_control_title,aicm_domain_title,aicm_control_type,aicm_control_specification
IAM-08.1,Is identity access for least privilege and separation of duties reviewed and revalidated with a frequency commensurated with organizational risk tolerance and at least annually or upon significant changes?,IAM-08,Access Review,Identity & Access Management,Cloud & AI Related,"Review and revalidate identity access for least privilege and 
separation of duties with a frequency that is commensurated 
with organizational risk tolerance and at least annually, or 
upon significant changes."
IAM-09.1,"Are processes, procedures, and technical measures for the segregation of privileged access roles, defined, implemented, and evaluated?",IAM-09,Segregation of Privileged Access Roles,Identity & Access Management,Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures for the segregation of privileged access roles."
IAM-10.1,Is an access process defined and implemented to ensure privileged access roles and rights are granted for a time-limited period?,IAM-10,Management of Privileged Access Roles,Identity & Access Management,Cloud & AI Related,"Define and implement an access process to ensure privileged access roles and rights are granted for a time limited period, and implement procedures to prevent the accumulation of segregated privileged access."
IAM-10.2,Are procedures implemented to prevent the accumulation of segregated privileged access?,IAM-10,Management of Privileged Access Roles,Identity & Access Management,Cloud & AI Related,"Define and implement an access process to ensure privileged access roles and rights are granted for a time limited period, and implement procedures to prevent the accumulation of segregated privileged access."
IAM-11.1,"Are processes and procedures for service customers to participate, where applicable, in granting access for agreed high-risk (as defined by the organizational risk assessment) privileged access roles, defined, implemented, and evaluated?",IAM-11,Service Customers' Approval for Agreed Privileged Access Roles,Identity & Access Management,Cloud & AI Related,"Define, implement and evaluate processes and procedures 
for service customers to participate, where applicable, in 
the granting of access for agreed, high risk (as defined by 
the organizational risk assessment) privileged access roles."
IAM-12.1,"Are processes, procedures, and technical measures, that ensure identities’ activities are identifiable through uniquely associated IDs, defined, implemented, and evaluated?",IAM-12,Unique Identities,Identity & Access Management,Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures, that ensure identities’ activities are identifiable through uniquely associated IDs."
IAM-13.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated for authenticating access to systems, applications, and data assets, including multifactor authentication for at least privileged user and sensitive data access?",IAM-13,Strong Authentication,Identity & Access Management,Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures for authenticating access to systems, application and data assets, including multifactor authentication for at least privileged user and sensitive data access. Adopt digital certificates or alternatives which achieve an equivalent level of security for system identities."
IAM-13.2,Are digital certificates or alternatives adopted that achieve an equivalent level of security for system identities?,IAM-13,Strong Authentication,Identity & Access Management,Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures for authenticating access to systems, application and data assets, including multifactor authentication for at least privileged user and sensitive data access. Adopt digital certificates or alternatives which achieve an equivalent level of security for system identities."
IAM-14.1,"Are processes, procedures, and technical measures for the secure management of authentication credentials, including passwords, defined, implemented, and evaluated?",IAM-14,Credentials Management,Identity & Access Management,Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures for the secure management of authentication credentials, including passwords."
IAM-15.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to verify access to data and system functions are authorized?",IAM-15,Authorization Mechanisms,Identity & Access Management,Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures to verify access to data and system functions is authorized."
IAM-16.1,"Are policies and procedures defined for ""need to know"" access to knowledge, information and data within the organization and in the context of the AI system to be applied when regulating access to resources?",IAM-16,Knowledge Access Control - Need to Know,Identity & Access Management,Cloud & AI Related,"Define policy and procedure for ""need to know"" access to knowledge, information and data within the organization and in the context of the AI system to be applied when regulating access to resources."
IAM-17.1,Are roles for access when allowing model output modification of AI-generated output established to ensure changes are made only by authorized identities?,IAM-17,Output Modification and Special Authorization,Identity & Access Management,AI-Specific,"When allowing model output modification of AI generated output, establish a role for this access and allow changes only by authorized identities."
IAM-18.1,"Are agents' access to the tools and plugins necessary for the activity or use case at hand, restricted to ensure adherence to the principles of need-to-know and least privilege?",IAM-18,Agent Access Restriction,Identity & Access Management,Cloud & AI Related,"Restrict agents' access to the tools and plugins necessary for the activity or use case at hand, ensuring adherence to the principles of need-to-know and least privilege."
IPY-01.1,"Are interoperability and portability policies and procedures established, documented, approved, communicated, evaluated, and maintained, including requirements for:

a. Communications between application interfaces
b. Information processing interoperability
c. Application development portability
d. Information/Data exchange, usage, portability, integrity, and persistence?",IPY-01,Interoperability and Portability Policy and Procedures,Interoperability & Portability,Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for interoperability and portability including requirements for: a. Communications between application interfaces b. Information processing interoperability c. Application development portability d. Information/Data exchange, usage, portability, integrity, and persistence Review and update the policies and procedures at least annually or upon significant changes."
IPY-01.2,Are interoperability and portability policies and procedures reviewed and updated at least annually or upon significant changes?,IPY-01,Interoperability and Portability Policy and Procedures,Interoperability & Portability,Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for interoperability and portability including requirements for: a. Communications between application interfaces b. Information processing interoperability c. Application development portability d. Information/Data exchange, usage, portability, integrity, and persistence Review and update the policies and procedures at least annually or upon significant changes."
IPY-02.1,Are application interface(s) to service customers provided so that they programmatically retrieve their data to enable interoperability and portability?,IPY-02,Application Interface Availability,Interoperability & Portability,Cloud & AI Related,"Provide application interface(s) to service 
customers so that they programmatically 
retrieve their data to enable interoperability 
and portability."
IPY-03.1,"Are cryptographically secure network protocols implemented for the management, import, and export of data, according to industry standards?",IPY-03,Secure Interoperability and Portability Management,Interoperability & Portability,Cloud & AI Related,"Implement cryptographically secure network 
protocols for the management, import and 
export of data, according to industry 
standards."
IPY-04.1,"Are agreements including provisions specifying service customers' access to data upon contract termination, including:
a. Data format
b. Length of time the data will be stored
c. Scope of the data retained and made available to the service customers
d. Data deletion policy?",IPY-04,Data Portability Contractual Obligations,Interoperability & Portability,Cloud-Specific,"Agreements must include provisions 
specifying service customers' access to 
data upon contract termination and will 
include:
a. Data format
b. Length of time the data will be stored
c. Scope of the data retained and made 
available to the service customers
d. Data deletion policy"
I&S-01.1,"Has the organization established, documented, approved, communicated, applied, evaluated, and maintained policies and procedures for infrastructure and virtualization security?",I&S-01,Infrastructure and Virtualization Security Policy and Procedures,Infrastructure Security,Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for infrastructure and virtualization security. Review and update the policies and procedures at least annually,  or upon significant changes."
I&S-01.2,"Are these policies and procedures reviewed and updated at least annually, or upon significant changes?",I&S-01,Infrastructure and Virtualization Security Policy and Procedures,Infrastructure Security,Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for infrastructure and virtualization security. Review and update the policies and procedures at least annually,  or upon significant changes."
I&S-02.1,"Are availability, quality and the adequate capacity of resources, being planned and monitored in order to deliver the required system performance as determined by the business?",I&S-02,Capacity and Resource Planning,Infrastructure Security,Cloud & AI Related,"Plan and monitor the availability, quality, and adequate capacity of resources in order to deliver the required system performance as determined by the business."
I&S-03.1,"Are communications between environments, services, and applications being monitored, encrypted, and 
restricted to only authenticated and authorized connections, as justified by the business?",I&S-03,Network Security,Infrastructure Security,Cloud & AI Related,"Monitor, encrypt and restrict communications between environments, services, and applications to only authenticated and authorized connections, as justified by the 
business.
Review these configurations at least annually, and support them by a documented justification of all allowed services, protocols, ports, and compensating controls."
I&S-03.2,"Are these configurations reviewed at least annually and supported by a documented justification of all 
allowed services, protocols, ports, and compensating controls?",I&S-03,Network Security,Infrastructure Security,Cloud & AI Related,"Monitor, encrypt and restrict communications between environments, services, and applications to only authenticated and authorized connections, as justified by the 
business.
Review these configurations at least annually, and support them by a documented justification of all allowed services, protocols, ports, and compensating controls."
I&S-04.1,"Are the host and guest OS, hypervisor, or infrastructure control plane, being hardened according to their respective best practices and supported by technical controls as part of a security baseline?",I&S-04,OS Hardening and Base Controls,Infrastructure Security,Cloud & AI Related,"Harden host and guest OS, hypervisor or infrastructure control plane, according to their respective best practices, and supported by  technical controls, as part of a security baseline."
I&S-05.1,"Are production and non-production environments separated, to reduce the risk of sensitive production data being used in non-production environments?",I&S-05,Production and Non-Production Environments,Infrastructure Security,Cloud & AI Related,Separate production and non-production environments to reduce the risk of sensitive production data being used in non-production environments. Production data is sanitized or protected before any authorized non-production use.
I&S-05.2,Is production data sanitized or protected before any authorized non-production use?,I&S-05,Production and Non-Production Environments,Infrastructure Security,Cloud & AI Related,Separate production and non-production environments to reduce the risk of sensitive production data being used in non-production environments. Production data is sanitized or protected before any authorized non-production use.
I&S-06.1,"Are applications and infrastructures designed, developed, deployed and configured such that service 
customer (tenant) access is appropriately segmented, segregated, monitored, and restricted from other 
tenants?",I&S-06,Segmentation and Segregation,Infrastructure Security,Cloud & AI Related,"Design, develop, deploy and configure applications and 
infrastructures such that service customer (tenant) access 
is appropriately segmented and segregated, monitored and 
restricted."
I&S-07.1,"Are secure and encrypted communication channels used when migrating servers, services, applications or data to hosted environments?",I&S-07,Migration to Hosted Environments,Infrastructure Security,Cloud & AI Related,"Use secure and encrypted communication channels when migrating  servers, services, applications, or data to hosted environments.  Such channels must include only up-to-date and approved protocols."
I&S-07.2,Are such channels including only up-to-date and approved protocols?,I&S-07,Migration to Hosted Environments,Infrastructure Security,Cloud & AI Related,"Use secure and encrypted communication channels when migrating  servers, services, applications, or data to hosted environments.  Such channels must include only up-to-date and approved protocols."
I&S-08.1,"Are high-risk environments based on data sensitivity, threat exposure, and business impact identified and documented?",I&S-08,Network Architecture Documentation,Infrastructure Security,Cloud & AI Related,"Identify and document high-risk environments based on data sensitivity, threat exposure, and business impact."
I&S-09.1,"Are processes, procedures, and defense-in-depth techniques for the protection, detection, and timely response to network-based attacks, defined, implemented and evaluated?",I&S-09,Network Defense,Infrastructure Security,Cloud & AI Related,"Define, implement and evaluate processes, procedures and  defense-in-depth techniques for protection, detection, and timely  response to network-based attacks."
LOG-01.1,"Are logging and monitoring policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained?",LOG-01,Logging and Monitoring Policy and Procedures,Logging and Monitoring,Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and  maintain policies and procedures for logging and monitoring. Review  and update the policies and procedures at least annually, or upon significant changes."
LOG-01.2,"Are policies and procedures reviewed, approved and updated at least annually, or upon significant changes?",LOG-01,Logging and Monitoring Policy and Procedures,Logging and Monitoring,Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and  maintain policies and procedures for logging and monitoring. Review  and update the policies and procedures at least annually, or upon significant changes."
LOG-02.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to ensure audit log security and retention?",LOG-02,Audit Logs Protection,Logging and Monitoring,Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures to ensure the security and retention of audit logs."
LOG-03.1,"Are security-related events within applications and the underlying 
infrastructure, identified and monitored?",LOG-03,Security Monitoring and Alerting,Logging and Monitoring,Cloud & AI Related,"Identify and monitor security-related events within 
applications and the underlying infrastructure. Define and 
implement a system to generate alerts to responsible 
stakeholders based on such events and corresponding 
metrics."
LOG-03.2,"Is a system to generate alerts to responsible stakeholders based on security events and their corresponding metrics, defined and implemented?",LOG-03,Security Monitoring and Alerting,Logging and Monitoring,Cloud & AI Related,"Identify and monitor security-related events within 
applications and the underlying infrastructure. Define and 
implement a system to generate alerts to responsible 
stakeholders based on such events and corresponding 
metrics."
LOG-04.1,"Is audit log access restricted to authorized identities, and are records of that access maintained?",LOG-04,Audit Logs Access and Accountability,Logging and Monitoring,Cloud & AI Related,Restrict audit log access to authorized identities and maintain records of that access.
LOG-05.1,"Are capabilities to correlate and monitor security audit logs for 
the detection of suspicious or anomalous activity that deviates 
from typical or expected patterns implemented and maintained?",LOG-05,Audit Logs Monitoring and Response,Logging and Monitoring,Cloud & AI Related,Implement and maintain capabilities to correlate and monitor security audit logs for the detection of suspicious or anomalous activity that deviates from typical or expected patterns. Establish and follow a defined process to review and take appropriate and timely actions on detected anomalies.
LOG-05.2,"Is a process, on reviewing and taking appropriate and timely 
actions on detected anomalies, defined, established and followed?",LOG-05,Audit Logs Monitoring and Response,Logging and Monitoring,Cloud & AI Related,Implement and maintain capabilities to correlate and monitor security audit logs for the detection of suspicious or anomalous activity that deviates from typical or expected patterns. Establish and follow a defined process to review and take appropriate and timely actions on detected anomalies.
LOG-06.1,Is a reliable time source being used across all relevant information processing systems?,LOG-06,Clock Synchronization,Logging and Monitoring,Cloud & AI Related,Use a reliable time source across all relevant information processing systems.
LOG-07.1,"Are information metadata system events that should be logged, 
established, documented, and implemented?",LOG-07,Logging Scope,Logging and Monitoring,Cloud & AI Related,"Establish, document and implement which information meta/data system events should be logged. Review and update the scope at least annually or whenever there is a change in the threat environment, and as per relevant regulatory requirements."
LOG-07.2,"Is the scope reviewed and updated at least annually, or whenever 
there is a change in the threat environment, and as per relevant 
regulatory requirements?",LOG-07,Logging Scope,Logging and Monitoring,Cloud & AI Related,"Establish, document and implement which information meta/data system events should be logged. Review and update the scope at least annually or whenever there is a change in the threat environment, and as per relevant regulatory requirements."
LOG-08.1,"Are technical measures for service customers to detect and 
scrub or tokenize sensitive data from logs to prevent unauthorized 
exposure, as per applicable laws and regulations defined, 
implemented and evaluated?",LOG-08,Audit Logs Sanitization,Logging and Monitoring,Cloud & AI Related,"Define, implement and evaluate technical measures for service customers to detect and scrub or tokenize sensitive data from logs to prevent unauthorized exposure, as per applicable laws and regulations."
LOG-09.1,"Are audit records generated, and do they contain relevant security information?",LOG-09,Log Records,Logging and Monitoring,Cloud & AI Related,Generate audit records containing relevant security information.
LOG-10.1,"Are the audit records protected from unauthorized access, modification, and deletion?",LOG-10,Audit Records Protection,Logging and Monitoring,Cloud & AI Related,"Protect audit records from unauthorized access, modification, and  deletion."
LOG-11.1,"Are monitoring and internal reporting capabilities established to report on  cryptographic operations, encryption, and key management policies, processes,  procedures, and controls?",LOG-11,Encryption Monitoring and Reporting,Logging and Monitoring,Cloud & AI Related,"Establish and maintain a monitoring and internal reporting capability over the operations of cryptographic, encryption and key management  policies, processes, procedures, and controls."
LOG-12.1,Are key lifecycle management events logged and monitored to enable auditing and reporting on cryptographic keys' usage?,LOG-12,Transaction/Activity Logging,Logging and Monitoring,Cloud & AI Related,Log and monitor key lifecycle management events to enable auditing and reporting on usage of cryptographic keys.
LOG-13.1,Is physical access logged and monitored using an auditable access control system?,LOG-13,Access Control Logs,Logging and Monitoring,Cloud-Specific,Monitor and log physical access using an auditable access  control system.
LOG-14.1,"Are processes and technical measures for reporting monitoring system anomalies and failures defined, implemented, and evaluated?",LOG-14,Failures and Anomalies Reporting,Logging and Monitoring,Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures for the reporting of anomalies and failures of the monitoring  system and provide immediate notification to the accountable party."
LOG-14.2,Are accountable parties immediately notified about anomalies and failures?,LOG-14,Failures and Anomalies Reporting,Logging and Monitoring,Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures for the reporting of anomalies and failures of the monitoring  system and provide immediate notification to the accountable party."
LOG-15.1,Are all input events (content and metadata) logged and monitored to enable auditing and reporting on the usage of AI models?,LOG-15,Input Monitoring,Logging and Monitoring,AI-Specific,Log and monitor all input events (content and metadata) to enable auditing and reporting on the usage of AI models.
LOG-16.1,Are all output events (content and metadata) logged and monitored to enable auditing and reporting on the usage of AI models?,LOG-16,Output Monitoring,Logging and Monitoring,AI-Specific,Log and monitor all output events (content and metadata) to enable auditing and reporting on the usage of AI models.
MDS-01.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated to ensure the security of the Training Pipeline?",MDS-01,Training Pipeline Security,Model Security,Cloud & AI Related,"Define, implement, and evaluate policies, procedures, and technical measures that ensure the security of the Training Pipeline. Regularly review and update policies, procedures and technical measures to address new security threats and best practices."
MDS-01.2,"Are policies, procedures and technical measures to address new security threats and best practices regularly reviewed and updated?",MDS-01,Training Pipeline Security,Model Security,Cloud & AI Related,"Define, implement, and evaluate policies, procedures, and technical measures that ensure the security of the Training Pipeline. Regularly review and update policies, procedures and technical measures to address new security threats and best practices."
MDS-02.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated for the periodic scanning of model artifacts for vulnerabilities and attacks at each step of the service lifecycle and at each handover point?",MDS-02,Model Artifact Scanning,Model Security,AI-Specific,"Define, implement, and evaluate policies, procedures, and technical measures for the scanning of model artifacts for vulnerabilities and attacks, at each step of the service lifecycle and at each hand over point. Regularly review and update policies, procedures and technical measures to address model artifact scanning."
MDS-02.2,"Are policies, procedures and technical measures to address model artifact scanning regularly reviewed and updated?",MDS-02,Model Artifact Scanning,Model Security,AI-Specific,"Define, implement, and evaluate policies, procedures, and technical measures for the scanning of model artifacts for vulnerabilities and attacks, at each step of the service lifecycle and at each hand over point. Regularly review and update policies, procedures and technical measures to address model artifact scanning."
MDS-03.1,"Are processes and procedures defined, implemented, enforced, and evaluated for documenting, approving, communicating, evaluating, and maintaining model documentation?",MDS-03,Model Documentation,Model Security,AI-Specific,"Define, implement, enforce, approve, document, communicate, maintain and evaluate processes and procedures for model documentation. Regularly review and update the model documentation."
MDS-03.2,Is the model documentation regularly reviewed and updated?,MDS-03,Model Documentation,Model Security,AI-Specific,"Define, implement, enforce, approve, document, communicate, maintain and evaluate processes and procedures for model documentation. Regularly review and update the model documentation."
MDS-04.1,Are baseline requirements for Model documentation established and implemented?,MDS-04,Model Documentation Requirements,Model Security,AI-Specific,Establish and implement baseline requirements for Model documentation.
MDS-05.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated for the validation of the model documentation aligned with the current model?",MDS-05,Model Documentation Validation,Model Security,AI-Specific,"Define, implement, and evaluate processes, procedures, and technical measures for the validation of the Model documentation aligned with the current model."
MDS-06.1,"Are processes and technical measures defined, implemented, and evaluated to regularly assess adversarial threats specific to each AI model?",MDS-06,Adversarial Attack Analysis,Model Security,AI-Specific,"Define, implement, and evaluate processes and technical measures to assess adversarial threats specific to each AI model."
MDS-07.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated for Model Hardening to mitigate relevant adversarial attacks as identified in the Threat Analysis and Adversarial Threat Analysis?",MDS-07,Robustness against Adversarial Attack / Model Hardening,Model Security,AI-Specific,"Define, implement, and evaluate processes, procedures, and technical measures for Model Hardening to mitigate relevant adversarial attacks as identified in the Threat Analysis and Adversarial Threat Analysis."
MDS-08.1,Are checksums regularly calculated and compared using cryptographic hashes of model checkpoints to detect unauthorized modifications?,MDS-08,Model Integrity Checks,Model Security,AI-Specific,"Regularly calculate and compare checksums using cryptographic hashes of model checkpoints to detect unauthorized modifications. Apply at least annually based on the level of risk, or after any change of hands."
MDS-08.2,"Are these measures applied at least annually based on the level of risk, or after any change of hands?",MDS-08,Model Integrity Checks,Model Security,AI-Specific,"Regularly calculate and compare checksums using cryptographic hashes of model checkpoints to detect unauthorized modifications. Apply at least annually based on the level of risk, or after any change of hands."
MDS-09.1,Are models signed cryptographically and are signatures verified to ensure model provenance and ownership any time the model changes hands or is loaded from storage?,MDS-09,Model Signing/Ownership Verification,Model Security,Cloud & AI Related,"Sign models cryptographically and verify signatures to ensure model provenance and ownership, any time the model changes hands or is loaded from storage."
MDS-10.1,"Are processes, procedures, and technical measures defined, implemented, and evaluated for continuous monitoring of model performance metrics over time to identify sudden shifts or unexpected changes in predictions that could degrade model performance?",MDS-10,Model Continuous Monitoring,Model Security,Cloud & AI Related,"Define, implement, and evaluate processes, procedures, and technical measures for continuous monitoring of model performance metrics over time to identify sudden shifts or unexpected changes in predictions that could degrade model performance."
MDS-11.1,Is a risk-based evaluation of the model and model serving infrastructure for model failure performed?,MDS-11,Model Failure,Model Security,AI-Specific,"Perform a risk-based evaluation of the model and model serving infrastructure for model failure. Define and implement measures to mitigate model and model serving infrastructure failures, and regularly evaluate throughout the AI system's lifecycle."
MDS-11.2,"Are measures defined and implemented to mitigate model and model serving infrastructure failures, and are they regularly evaluated throughout the AI system's lifecycle?",MDS-11,Model Failure,Model Security,AI-Specific,"Perform a risk-based evaluation of the model and model serving infrastructure for model failure. Define and implement measures to mitigate model and model serving infrastructure failures, and regularly evaluate throughout the AI system's lifecycle."
MDS-12.1,Are processes established to evaluate the risk associated with open models?,MDS-12,Open Model Risk Assessment,Model Security,AI-Specific,"Establish a process to evaluate risk associated with open models. Periodically review these risk factors, and implement a process to monitor and mitigate any determined vulnerabilities."
MDS-12.2,"Are risk factors periodically reviewed, and is a process implemented to monitor and mitigate any determined vulnerabilities?",MDS-12,Open Model Risk Assessment,Model Security,AI-Specific,"Establish a process to evaluate risk associated with open models. Periodically review these risk factors, and implement a process to monitor and mitigate any determined vulnerabilities."
MDS-13.1,Are secure model formats and processes for AI model serialization adopted where applicable?,MDS-13,Secure Model Format,Model Security,Cloud & AI Related,Adopt secure model formats and processes for AI model serialization where applicable.
SEF-01.1,"Are policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained for Security Incident Management, E-Discovery, and Forensics?",SEF-01,Security Incident Management Policy and Procedures,"Security Incident Management, E-Discovery, & Cloud Forensics",Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for Security Incident Management, E-Discovery,  and Forensics. Review and update the policies and procedures at least annually, or upon significant changes."
SEF-01.2,"Are policies and procedures for Security Incident Management, E-Discovery, and Forensics reviewed and updated at least annually, or upon significant changes?",SEF-01,Security Incident Management Policy and Procedures,"Security Incident Management, E-Discovery, & Cloud Forensics",Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and maintain policies and procedures for Security Incident Management, E-Discovery,  and Forensics. Review and update the policies and procedures at least annually, or upon significant changes."
SEF-02.1,"Are Service Management Policies and Procedures established, documented, approved, communicated, applied, evaluated, and maintained for the timely management of security incidents?",SEF-02,Service Management Policy and Procedures,"Security Incident Management, E-Discovery, & Cloud Forensics",Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and  maintain policies and procedures for the timely management of  security incidents. Review and update the policies and procedures at  least annually, or upon significant  changes."
SEF-02.2,"Are Service Management Policies and Procedures reviewed and updated at least annually, or upon significant  changes?",SEF-02,Service Management Policy and Procedures,"Security Incident Management, E-Discovery, & Cloud Forensics",Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and  maintain policies and procedures for the timely management of  security incidents. Review and update the policies and procedures at  least annually, or upon significant  changes."
SEF-03.1,"Is a security incident response plan established, documented, 
approved, communicated, applied, evaluated, and maintained to 
include, but not be limited to: a communication strategy for 
notifying relevant internal departments, impacted service 
customers, and other business critical relationships 
(such as supply-chain) that may be impacted?",SEF-03,Incident Response Plans,"Security Incident Management, E-Discovery, & Cloud Forensics",Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and maintain a security incident response plan, which includes but is not limited to: a communication strategy for notifying relevant internal departments, impacted service customers, and other business critical relationships (such as supply-chain) that may be impacted."
SEF-04.1,Are the incident response plans exercised at planned intervals or upon significant changes?,SEF-04,Incident Response Testing,"Security Incident Management, E-Discovery, & Cloud Forensics",Cloud & AI Related,Exercise the incident response plans at planned intervals or upon significant changes.
SEF-05.1,"Are information security incident metrics established, monitored and reported?",SEF-05,Incident Response Metrics,"Security Incident Management, E-Discovery, & Cloud Forensics",Cloud & AI Related,"Establish, monitor and report information security incident metrics."
SEF-06.1,"Are security-related event triage processes, procedures and technical measures supporting business processes, defined, implemented and evaluated?
Alternative formulation: Are processes procedures and technical measures supporting business processes to triage security-related events, defined, implemented and evaluated?",SEF-06,Event Triage Processes,"Security Incident Management, E-Discovery, & Cloud Forensics",Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures supporting business processes to triage security-related events."
SEF-07.1,"Are processes, procedures and technical measures for timely and 
effective response to security incidents in accordance with incident 
categories and severity levels defined, implemented and evaluated?",SEF-07,Incident Management and Response,"Security Incident Management, E-Discovery, & Cloud Forensics",Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures for timely and effective response to security incidents in accordance with incident categories and severity levels. Review, update, and test processes and procedures at least annually."
SEF-07.2,"Are the test processes and procedures reviewed and 
updated at least annually?",SEF-07,Incident Management and Response,"Security Incident Management, E-Discovery, & Cloud Forensics",Cloud & AI Related,"Define, implement and evaluate processes, procedures and technical measures for timely and effective response to security incidents in accordance with incident categories and severity levels. Review, update, and test processes and procedures at least annually."
SEF-08.1,"Are processes, procedures and technical measures for security 
breach notifications defined and implemented?",SEF-08,Security Breach Notification,"Security Incident Management, E-Discovery, & Cloud Forensics",Cloud & AI Related,"Define and implement processes, procedures and technical 
measures for security breach notifications. Report material 
security breaches including any relevant supply chain 
breaches, as per applicable SLAs, laws and regulations."
SEF-08.2,"Are material security breaches including any relevant supply chain 
breaches, as per applicable SLAs, laws and regulations reported?",SEF-08,Security Breach Notification,"Security Incident Management, E-Discovery, & Cloud Forensics",Cloud & AI Related,"Define and implement processes, procedures and technical 
measures for security breach notifications. Report material 
security breaches including any relevant supply chain 
breaches, as per applicable SLAs, laws and regulations."
SEF-09.1,"Is a secure repository of security incident records established and 
maintained?",SEF-09,Incident Records Management,"Security Incident Management, E-Discovery, & Cloud Forensics",Cloud & AI Related,"Establish and maintain a secure repository of security incident records. Regularly review the incident records to identify patterns, root causes, and systemic vulnerabilities, and implement relevant corrective measures."
SEF-09.2,"Are the incident records regularly reviewed to identify patterns, root 
causes, and systemic vulnerabilities, and implement relevant 
corrective measures?",SEF-09,Incident Records Management,"Security Incident Management, E-Discovery, & Cloud Forensics",Cloud & AI Related,"Establish and maintain a secure repository of security incident records. Regularly review the incident records to identify patterns, root causes, and systemic vulnerabilities, and implement relevant corrective measures."
SEF-10.1,"Are points of contact maintained for applicable regulation authorities, 
national and local law enforcement, and other legal jurisdictional 
authorities?",SEF-10,Points of Contact Maintenance,"Security Incident Management, E-Discovery, & Cloud Forensics",Cloud & AI Related,"Maintain points of contact for applicable regulation authorities, national and local law enforcement, and other legal jurisdictional authorities.  Review and update the points of contact at least annually."
SEF-10.2,Are the points of contact reviewed and updated at least annually?,SEF-10,Points of Contact Maintenance,"Security Incident Management, E-Discovery, & Cloud Forensics",Cloud & AI Related,"Maintain points of contact for applicable regulation authorities, national and local law enforcement, and other legal jurisdictional authorities.  Review and update the points of contact at least annually."
STA-01.1,"Are policies and procedures for supply chain risk management established, documented, approved, communicated, applied, evaluated, and maintained?",STA-01,Supply Chain Risk Management Policies and Procedures,"Supply Chain Management, Transparency, and Accountability",Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate, and maintain policies and procedures for supply chain risk management. Review and update the policies and procedures at least annually, or upon significant changes."
STA-01.2,Are the policies and procedures reviewed and updated at least annually or upon significant changes?,STA-01,Supply Chain Risk Management Policies and Procedures,"Supply Chain Management, Transparency, and Accountability",Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate, and maintain policies and procedures for supply chain risk management. Review and update the policies and procedures at least annually, or upon significant changes."
STA-02.1,"Are policies and procedures established, documented, approved, communicated, applied, evaluated, and maintained for applying the Shared Security Responsibility Model (SSRM) within the organization?",STA-02,SSRM Policy and Procedures,"Supply Chain Management, Transparency, and Accountability",Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and  maintain policies and procedures for the application of the Shared  Security Responsibility Model (SSRM) within the organization.  Review and update the policies and procedures at least annually, or upon significant changes."
STA-02.2,"Are policies and procedures for applying the Shared Security Responsibility Model (SSRM) within the organization reviewed and updated at least annually, or upon significant changes?",STA-02,SSRM Policy and Procedures,"Supply Chain Management, Transparency, and Accountability",Cloud & AI Related,"Establish, document, approve, communicate, apply, evaluate and  maintain policies and procedures for the application of the Shared  Security Responsibility Model (SSRM) within the organization.  Review and update the policies and procedures at least annually, or upon significant changes."
STA-03.1,"Is the SSRM applied, documented, implemented and managed throughout the supply chain?",STA-03,SSRM Supply Chain,"Supply Chain Management, Transparency, and Accountability",Cloud & AI Related,"Apply, document, implement and manage the SSRM throughout the  supply chain."
