CWE_ID,Name,MITRE_AI_Tagged,View1_Score,View2_Score,Max_Score,Is_AI_Relevant,AI_Category,Attack_Type,Attack_Surface,View1_Reasoning,View2_Reasoning,AI_Impact,Description,Source_View
333,Improper Handling of Insufficient Entropy in TRNG,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,True random number generators (TRNG) generally have a limited source of entropy and therefore can fail or block.,Research-Concepts-1000
334,Small Space of Random Values,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The number of possible random values is smaller than needed by the product, making it more susceptible to brute force attacks.",Research-Concepts-1000
335,Incorrect Usage of Seeds in Pseudo-Random Number Generator (PRNG),No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product uses a Pseudo-Random Number Generator (PRNG) but does not correctly manage seeds.,Research-Concepts-1000
336,Same Seed in Pseudo-Random Number Generator (PRNG),No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,A Pseudo-Random Number Generator (PRNG) uses the same seed each time the product is initialized.,Research-Concepts-1000
337,Predictable Seed in Pseudo-Random Number Generator (PRNG),No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"A Pseudo-Random Number Generator (PRNG) is initialized from a predictable seed, such as the process ID or system time.",Research-Concepts-1000
338,Use of Cryptographically Weak Pseudo-Random Number Generator (PRNG),No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product uses a Pseudo-Random Number Generator (PRNG) in a security context, but the PRNG's algorithm is not cryptographically strong.",Research-Concepts-1000
339,Small Seed Space in PRNG,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"A Pseudo-Random Number Generator (PRNG) uses a relatively small seed space, which makes it more susceptible to brute force attacks.",Research-Concepts-1000
340,Generation of Predictable Numbers or Identifiers,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product uses a scheme that generates numbers or identifiers that are more predictable than required.,Research-Concepts-1000
341,Predictable from Observable State,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"A number or object is predictable based on observations that the attacker can make about the state of the system or network, such as time, process ID, etc.",Research-Concepts-1000
342,Predictable Exact Value from Previous Values,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,An exact value or random number can be precisely predicted by observing previous values.,Research-Concepts-1000
343,Predictable Value Range from Previous Values,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product's random number generator produces a series of values which, when observed, can be used to infer a relatively small range of possibilities for the next value that could be generated.",Research-Concepts-1000
344,Use of Invariant Value in Dynamically Changing Context,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product uses a constant value, name, or reference, but this value can (or should) vary across different environments.",Research-Concepts-1000
345,Insufficient Verification of Data Authenticity,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product does not sufficiently verify the origin or authenticity of data, in a way that causes it to accept invalid data.",Research-Concepts-1000
346,Origin Validation Error,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product does not properly verify that the source of data or communication is valid.,Research-Concepts-1000
347,Improper Verification of Cryptographic Signature,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product does not verify, or incorrectly verifies, the cryptographic signature for data.",Research-Concepts-1000
348,Use of Less Trusted Source,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product has two different sources of the same data or information, but it uses the source that has less support for verification, is less trusted, or is less resistant to attack.",Research-Concepts-1000
349,Acceptance of Extraneous Untrusted Data With Trusted Data,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product, when processing trusted data, accepts any untrusted data that is also included with the trusted data, treating the untrusted data as if it were trusted.",Research-Concepts-1000
350,Reliance on Reverse DNS Resolution for a Security-Critical Action,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product performs reverse DNS resolution on an IP address to obtain the hostname and make a security decision, but it does not properly ensure that the IP address is truly associated with the hostname.",Research-Concepts-1000
351,Insufficient Type Distinction,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product does not properly distinguish between different types of elements in a way that leads to insecure behavior.,Research-Concepts-1000
353,Missing Support for Integrity Check,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product uses a transmission protocol that does not include a mechanism for verifying the integrity of the data during transmission, such as a checksum.",Research-Concepts-1000
354,Improper Validation of Integrity Check Value,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product does not validate or incorrectly validates the integrity check values or checksums of a message. This may prevent it from detecting if the data has been modified or corrupted in transmission.,Research-Concepts-1000
356,Product UI does not Warn User of Unsafe Actions,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product's user interface does not warn the user before undertaking an unsafe action on behalf of that user. This makes it easier for attackers to trick users into inflicting damage to their system.,Research-Concepts-1000
357,Insufficient UI Warning of Dangerous Operations,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The user interface provides a warning to a user regarding dangerous or sensitive operations, but the warning is not noticeable enough to warrant attention.",Research-Concepts-1000
358,Improperly Implemented Security Check for Standard,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product does not implement or incorrectly implements one or more security-relevant checks as specified by the design of a standardized algorithm, protocol, or technique.",Research-Concepts-1000
360,Trust of System Event Data,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,Security based on event locations are insecure and can be spoofed.,Research-Concepts-1000
362,Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product contains a concurrent code sequence that requires temporary, exclusive access to a shared resource, but a timing window exists in which the shared resource can be modified by another code sequence operating concurrently.",Research-Concepts-1000
363,Race Condition Enabling Link Following,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product checks the status of a file or directory before accessing it, which produces a race condition in which the file can be replaced with a link before the access is performed, causing the product to access the wrong file.",Research-Concepts-1000
364,Signal Handler Race Condition,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product uses a signal handler that introduces a race condition.,Research-Concepts-1000
366,Race Condition within a Thread,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"If two threads of execution use a resource simultaneously, there exists the possibility that resources may be used while invalid, in turn making the state of execution undefined.",Research-Concepts-1000
367,Time-of-check Time-of-use (TOCTOU) Race Condition,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product checks the state of a resource before using that resource, but the resource's state can change between the check and the use in a way that invalidates the results of the check.",Research-Concepts-1000
369,Divide By Zero,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product divides a value by zero.,Research-Concepts-1000
372,Incomplete Internal State Distinction,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product does not properly determine which state it is in, causing it to assume it is in state X when in fact it is in state Y, causing it to perform incorrect operations in a security-relevant manner.",Research-Concepts-1000
374,Passing Mutable Objects to an Untrusted Method,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product sends non-cloned mutable data as an argument to a method or function.,Research-Concepts-1000
375,Returning a Mutable Object to an Untrusted Caller,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,Sending non-cloned mutable data as a return value may result in that data being altered or deleted by the calling function.,Research-Concepts-1000
377,Insecure Temporary File,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,Creating and using insecure temporary files can leave application and system data vulnerable to attack.,Research-Concepts-1000
382,J2EE Bad Practices: Use of System.exit(),No,0,0,0,No,Not Applicable,N/A,N/A,"Specific to legacy technology, not AI-relevant.","Specific to legacy technology, not AI-relevant.",,"A J2EE application uses System.exit(), which also shuts down its container.",Research-Concepts-1000
383,J2EE Bad Practices: Direct Use of Threads,No,0,0,0,No,Not Applicable,N/A,N/A,"Specific to legacy technology, not AI-relevant.","Specific to legacy technology, not AI-relevant.",,Thread management in a Web application is forbidden in some circumstances and is always highly error prone.,Research-Concepts-1000
385,Covert Timing Channel,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"Covert timing channels convey information by modulating some aspect of system behavior over time, so that the program receiving the information can observe system behavior and infer protected information.",Research-Concepts-1000
386,Symbolic Name not Mapping to Correct Object,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"A constant symbolic reference to an object is used, even though the reference can resolve to a different object over time.",Research-Concepts-1000
390,Detection of Error Condition Without Action,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product detects a specific error, but takes no actions to handle the error.",Research-Concepts-1000
391,Unchecked Error Condition,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"[PLANNED FOR DEPRECATION. SEE MAINTENANCE NOTES AND CONSIDER CWE-252, CWE-248, OR CWE-1069.] Ignoring exceptions and other error conditions may allow an attacker to induce unexpected behavior unnoticed.",Research-Concepts-1000
392,Missing Report of Error Condition,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product encounters an error but does not provide a status code or return value to indicate that an error has occurred.,Research-Concepts-1000
394,Unexpected Status Code or Return Value,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product does not properly check when a function or operation returns a value that is legitimate for the function, but is not expected by the product.",Research-Concepts-1000
395,Use of NullPointerException Catch to Detect NULL Pointer Dereference,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,Catching NullPointerException should not be used as an alternative to programmatic checks to prevent dereferencing a null pointer.,Research-Concepts-1000
396,Declaration of Catch for Generic Exception,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,Catching overly broad exceptions promotes complex error handling code that is more likely to contain security vulnerabilities.,Research-Concepts-1000
397,Declaration of Throws for Generic Exception,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product throws or raises an overly broad exceptions that can hide important details and produce inappropriate responses to certain conditions.,Research-Concepts-1000
400,Uncontrolled Resource Consumption,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product does not properly control the allocation and maintenance of a limited resource.,Research-Concepts-1000
401,Missing Release of Memory after Effective Lifetime,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product does not sufficiently track and release allocated memory after it has been used, making the memory unavailable for reallocation and reuse.",Research-Concepts-1000
402,Transmission of Private Resources into a New Sphere ('Resource Leak'),No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product makes resources available to untrusted parties when those resources are only intended to be accessed by the product.,Research-Concepts-1000
404,Improper Resource Shutdown or Release,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product does not release or incorrectly releases a resource before it is made available for re-use.,Research-Concepts-1000
406,Insufficient Control of Network Message Volume (Network Amplification),No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product does not sufficiently monitor or control transmitted network traffic volume, so that an actor can cause the product to transmit more traffic than should be allowed for that actor.",Research-Concepts-1000
407,Inefficient Algorithmic Complexity,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"An algorithm in a product has an inefficient worst-case computational complexity that may be detrimental to system performance and can be triggered by an attacker, typically using crafted manipulations that ensure that the worst case is being reached.",Research-Concepts-1000
409,Improper Handling of Highly Compressed Data (Data Amplification),No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product does not handle or incorrectly handles a compressed input with a very high compression ratio that produces a large output.,Research-Concepts-1000
410,Insufficient Resource Pool,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product's resource pool is not large enough to handle peak demand, which allows an attacker to prevent others from accessing the resource by using a (relatively) large number of requests for resources.",Research-Concepts-1000
413,Improper Resource Locking,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product does not lock or does not correctly lock a resource when the product must have exclusive access to the resource.,Research-Concepts-1000
414,Missing Lock Check,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,A product does not check to see if a lock is present before performing sensitive operations on a resource.,Research-Concepts-1000
415,Double Free,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product calls free() twice on the same memory address.,Research-Concepts-1000
416,Use After Free,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product reuses or references memory after it has been freed. At some point afterward, the memory may be allocated again and saved in another pointer, while the original pointer references a location somewhere within the new allocation. Any operations using the original pointer are no longer valid because the memory belongs to the code that operates on the new pointer.",Research-Concepts-1000
419,Unprotected Primary Channel,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product uses a primary channel for administration or restricted functionality, but it does not properly protect the channel.",Research-Concepts-1000
420,Unprotected Alternate Channel,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product protects a primary channel, but it does not use the same level of protection for an alternate channel.",Research-Concepts-1000
424,Improper Protection of Alternate Path,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product does not sufficiently protect all possible paths that a user can take to access restricted functionality or resources.,Research-Concepts-1000
426,Untrusted Search Path,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product searches for critical resources using an externally-supplied search path that can point to resources that are not under the product's direct control.,Research-Concepts-1000
427,Uncontrolled Search Path Element,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product uses a fixed or controlled search path to find resources, but one or more locations in that path can be under the control of unintended actors.",Research-Concepts-1000
428,Unquoted Search Path or Element,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product uses a search path that contains an unquoted element, in which the element contains whitespace or other separators. This can cause the product to access resources in a parent path.",Research-Concepts-1000
430,Deployment of Wrong Handler,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The wrong handler is assigned to process an object.,Research-Concepts-1000
431,Missing Handler,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,A handler is not available or implemented.,Research-Concepts-1000
432,Dangerous Signal Handler not Disabled During Sensitive Operations,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product uses a signal handler that shares state with other signal handlers, but it does not properly mask or prevent those signal handlers from being invoked while the original signal handler is still running.",Research-Concepts-1000
433,Unparsed Raw Web Content Delivery,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product stores raw content or supporting code under the web document root with an extension that is not specifically handled by the server.,Research-Concepts-1000
435,Improper Interaction Between Multiple Correctly-Behaving Entities,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"An interaction error occurs when two entities have correct behavior when running independently of each other, but when they are integrated as components in a larger system or process, they introduce incorrect behaviors that may cause resultant weaknesses.",Research-Concepts-1000
436,Interpretation Conflict,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"Product A handles inputs or steps differently than Product B, which causes A to perform incorrect actions based on its perception of B's state.",Research-Concepts-1000
437,Incomplete Model of Endpoint Features,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"A product acts as an intermediary or monitor between two or more endpoints, but it does not have a complete model of an endpoint's features, behaviors, or state, potentially causing the product to perform incorrect actions based on this incomplete model.",Research-Concepts-1000
439,Behavioral Change in New Version or Environment,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"A's behavior or functionality changes with a new version of A, or a new environment, which is not known (or manageable) by B.",Research-Concepts-1000
440,Expected Behavior Violation,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"A feature, API, or function does not perform according to its specification.",Research-Concepts-1000
441,Unintended Proxy or Intermediary ('Confused Deputy'),No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product receives a request, message, or directive from an upstream component, but the product does not sufficiently preserve the original source of the request before forwarding the request to an external actor that is outside of the product's control sphere. This causes the product to appear to be the source of the request, leading it to act as a proxy or other intermediary between the upstream component and the external actor.",Research-Concepts-1000
444,Inconsistent Interpretation of HTTP Requests ('HTTP Request/Response Smuggling'),No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product acts as an intermediary HTTP agent (such as a proxy or firewall) in the data flow between two entities such as a client and server, but it does not interpret malformed HTTP requests or responses in ways that are consistent with how the messages will be processed by those entities that are at the ultimate destination.",Research-Concepts-1000
446,UI Discrepancy for Security Feature,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The user interface does not correctly enable or configure a security feature, but the interface provides feedback that causes the user to believe that the feature is in a secure state.",Research-Concepts-1000
447,Unimplemented or Unsupported Feature in UI,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"A UI function for a security feature appears to be supported and gives feedback to the user that suggests that it is supported, but the underlying functionality is not implemented.",Research-Concepts-1000
448,Obsolete Feature in UI,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,A UI function is obsolete and the product does not warn the user.,Research-Concepts-1000
449,The UI Performs the Wrong Action,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The UI performs the wrong action with respect to the user's request.,Research-Concepts-1000
450,Multiple Interpretations of UI Input,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The UI has multiple interpretations of user input but does not prompt the user when it selects the less secure interpretation.,Research-Concepts-1000
451,User Interface (UI) Misrepresentation of Critical Information,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The user interface (UI) does not properly represent critical information to the user, allowing the information - or its source - to be obscured or spoofed. This is often a component in phishing attacks.",Research-Concepts-1000
453,Insecure Default Variable Initialization,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product, by default, initializes an internal variable with an insecure or less secure value than is possible.",Research-Concepts-1000
454,External Initialization of Trusted Variables or Data Stores,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product initializes critical internal variables or data stores using inputs that can be modified by untrusted actors.,Research-Concepts-1000
455,Non-exit on Failed Initialization,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product does not exit or otherwise modify its operation when security-relevant errors occur during initialization, such as when a configuration file has a format error or a hardware security module (HSM) cannot be activated, which can cause the product to execute in a less secure fashion than intended by the administrator.",Research-Concepts-1000
456,Missing Initialization of a Variable,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product does not initialize critical variables, which causes the execution environment to use unexpected values.",Research-Concepts-1000
457,Use of Uninitialized Variable,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The code uses a variable that has not been initialized, leading to unpredictable or unintended results.",Research-Concepts-1000
459,Incomplete Cleanup,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product does not properly clean up and remove temporary or supporting resources after they have been used.,Research-Concepts-1000
460,Improper Cleanup on Thrown Exception,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product does not clean up its state or incorrectly cleans up its state when an exception is thrown, leading to unexpected state or control flow.",Research-Concepts-1000
462,Duplicate Key in Associative List (Alist),No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,Duplicate keys in associative lists can lead to non-unique keys being mistaken for an error.,Research-Concepts-1000
463,Deletion of Data Structure Sentinel,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The accidental deletion of a data-structure sentinel can cause serious programming logic problems.,Research-Concepts-1000
464,Addition of Data Structure Sentinel,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The accidental addition of a data-structure sentinel can cause serious programming logic problems.,Research-Concepts-1000
466,Return of Pointer Value Outside of Expected Range,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,A function can return a pointer to memory that is outside of the buffer that the pointer is expected to reference.,Research-Concepts-1000
467,Use of sizeof() on a Pointer Type,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The code calls sizeof() on a pointer type, which can be an incorrect calculation if the programmer intended to determine the size of the data that is being pointed to.",Research-Concepts-1000
468,Incorrect Pointer Scaling,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"In C and C++, one may often accidentally refer to the wrong memory due to the semantics of when math operations are implicitly scaled.",Research-Concepts-1000
469,Use of Pointer Subtraction to Determine Size,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product subtracts one pointer from another in order to determine size, but this calculation can be incorrect if the pointers do not exist in the same memory chunk.",Research-Concepts-1000
470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product uses external input with reflection to select which classes or code to use, but it does not sufficiently prevent the input from selecting improper classes or code.",Research-Concepts-1000
471,Modification of Assumed-Immutable Data (MAID),No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product does not properly protect an assumed-immutable element from being modified by an attacker.,Research-Concepts-1000
472,External Control of Assumed-Immutable Web Parameter,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The web application does not sufficiently verify inputs that are assumed to be immutable but are actually externally controllable, such as hidden form fields.",Research-Concepts-1000
473,PHP External Variable Modification,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"A PHP application does not properly protect against the modification of variables from external sources, such as query parameters or cookies. This can expose the application to numerous weaknesses that would not exist otherwise.",Research-Concepts-1000
474,Use of Function with Inconsistent Implementations,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The code uses a function that has inconsistent implementations across operating systems and versions.,Research-Concepts-1000
475,Undefined Behavior for Input to API,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The behavior of this function is undefined unless its control parameter is set to a specific value.,Research-Concepts-1000
476,NULL Pointer Dereference,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product dereferences a pointer that it expects to be valid but is NULL.,Research-Concepts-1000
477,Use of Obsolete Function,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The code uses deprecated or obsolete functions, which suggests that the code has not been actively reviewed or maintained.",Research-Concepts-1000
478,Missing Default Case in Multiple Condition Expression,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The code does not have a default case in an expression with multiple conditions, such as a switch statement.",Research-Concepts-1000
479,Signal Handler Use of a Non-reentrant Function,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product defines a signal handler that calls a non-reentrant function.,Research-Concepts-1000
480,Use of Incorrect Operator,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product accidentally uses the wrong operator, which changes the logic in security-relevant ways.",Research-Concepts-1000
481,Assigning instead of Comparing,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The code uses an operator for assignment when the intention was to perform a comparison.,Research-Concepts-1000
482,Comparing instead of Assigning,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The code uses an operator for comparison when the intention was to perform an assignment.,Research-Concepts-1000
483,Incorrect Block Delimitation,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The code does not explicitly delimit a block that is intended to contain 2 or more statements, creating a logic error.",Research-Concepts-1000
484,Omitted Break Statement in Switch,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product omits a break statement within a switch or similar construct, causing code associated with multiple conditions to execute. This can cause problems when the programmer only intended to execute code associated with one condition.",Research-Concepts-1000
486,Comparison of Classes by Name,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product compares classes by name, which can cause it to use the wrong class when multiple classes can have the same name.",Research-Concepts-1000
487,Reliance on Package-level Scope,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"Java packages are not inherently closed; therefore, relying on them for code security is not a good practice.",Research-Concepts-1000
488,Exposure of Data Element to Wrong Session,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"The product does not sufficiently enforce boundaries between the states of different sessions, causing data to be provided to, or used by, the wrong session.",Research-Concepts-1000
489,Active Debug Code,No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,The product is released with debugging code still enabled or active.,Research-Concepts-1000
491,Public cloneable() Method Without Final ('Object Hijack'),No,0,0,0,No,Not Applicable,N/A,N/A,No specific AI relevance identified.,No specific AI relevance identified.,,"A class has a cloneable() method that is not declared final, which allows an object to be created without calling the constructor. This can cause the object to be in an unexpected state.",Research-Concepts-1000
