"control_id","control_domain","control_specification","architectural_relevance.phys","architectural_relevance.network","architectural_relevance.compute","architectural_relevance.storage","architectural_relevance.app","architectural_relevance.data","corp_gov_relevance","service_delivery_model.saas","service_delivery_model.paas","service_delivery_model.iaas","supplier_relationship.service_provider","supplier_relationship.tenant_consumer","framework_mappings.aicpa_2009_tsc_map","framework_mappings.aicpa_trust_service_criteria_soc_2sm_report","framework_mappings.aicpa_2014_tsc","framework_mappings.bits_shared_assessments_aup_v5_0","framework_mappings.bits_shared_assessments_sig_v6_0","framework_mappings.canada_pipeda","framework_mappings.ccm_v1_x","framework_mappings.cobit_4_1","framework_mappings.cobit_5_0","framework_mappings.coppa","framework_mappings.csa_enterprise_architecture_formerly_trusted_cloud_initiative","framework_mappings.csa_enterprise_architecture_formerly_trusted_cloud_initiative_2","framework_mappings.csa_enterprise_architecture_formerly_trusted_cloud_initiative_3","framework_mappings.csa_guidance_v3_0","framework_mappings.enisa_iaf","framework_mappings.95_46_ec_european_union_data_protection_directive","framework_mappings.fedramp_security_controls_final_release_jan_2012_low_impact_level","framework_mappings.fedramp_security_controls_final_release_jan_2012_moderate_impact_level","framework_mappings.gapp_aug_2009","framework_mappings.hipaa_hitech_act","framework_mappings.iso_iec_27001_2005","framework_mappings.iso_iec_27001_2013","framework_mappings.jericho_forum","framework_mappings.nerc_cip","framework_mappings.nist_sp800_53_r3","framework_mappings.nist_sp800_53_r4_app_j","framework_mappings.nzism","framework_mappings.odca_um_pa_r2_0","framework_mappings.odca_um_pa_r2_0_2","framework_mappings.pci_dss_v2_0","framework_mappings.pci_dss_v3_0","framework_mappings.tenant_consumer","framework_mappings.bsi_germany","framework_mappings.mexico_federal_law_on_protection_of_personal_data_held_by_private_parties","framework_mappings.itar","framework_mappings.ferpa"
"IVS-11","Infrastructure & Virtualization Security
VMM Security - Hypervisor Hardening","Access to all hypervisor management functions or administrative consoles for systems hosting virtualized systems shall be restricted to personnel based upon the principle of least privilege and supported through technical controls (e.g., two-factor authentication, audit trails, IP address filtering, firewalls, and TLS encapsulated communications to the administrative consoles).","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","","","","","","","--","","APO13.01
APO13.02
DSS05.02
DSS05.04
DSS06.03
DSS06.06","","SRM > Privilege Mangement Infrastructure > Privilege Use Management - Hypervisor Governance and Compliance","provider","X","Domain 1, 13","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","3.5.1, 3.6.6","","","","",""
"IVS-12","Infrastructure & Virtualization Security
Wireless Security","Policies and procedures shall be established, and supporting business processes and technical measures implemented, to protect wireless network environments, including the following:
 • Perimeter firewalls implemented and configured to restrict unauthorized traffic
 • Security settings enabled with strong encryption for authentication and transmission, replacing vendor default settings (e.g., encryption keys, passwords, and SNMP community strings)
 • User access to wireless network devices restricted to authorized personnel
 • The capability to detect the presence of unauthorized (rogue) wireless network devices for a timely disconnect from the network","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","S3.4","(S3.4) Procedures exist to protect against unauthorized access to system resources.","CC5.6","D.1
B.3
F.1
G.4
G.15
G.17
G.18","E.3.1,  F.1.2.4, F.1.2.5, F.1.2.6, F.1.2.8, F.1.2. 9, F.1.2.10, F.1.2.11, F.1.2.12, F.1.2.13, F.1.2.14, F.1.2.15, F.1.2.24, F.1.3, F.1.4.2, F1.4.6, F.1.4.7, F.1.6, F.1.7,F.1.8, F.2.13, F.2.14, F.2.15, F.2.16, F.2.17, F.2.18 G.9.17, G.9.7, G.10, G.9.11, G.14.1, G.15.1, G.9.2, G.9.3, G.9.13","Schedule 1 (Section 5), 4.7 - Safeguards, Subsec. 4.7.3","SA-10","DS5.5
DS5.7
DS5.8
DS5.10","APO01.08
APO13.01
APO13.02
DSS02.02
DSS05.02
DSS05.03
DSS05.04
DSS05.05
DSS05.07
DSS06.03
DSS06.06","312.8 and 312.10","SRM > Infrastructure Protection Services > Network - Wireless Protection","provider","X","Domain 10","","Article 17","NIST SP 800-53 R3 AC-1
NIST SP 800-53 R3 AC-18
NIST SP 800-53 R3 CM-6
NIST SP 800-53 R3 SC-7","NIST SP 800-53 R3 AC-1
NIST SP 800-53 R3 AC-18
NIST SP 800-53 R3 AC-18 (1)
NIST SP 800-53 R3 AC-18 (2)
NIST SP 800-53 R3 CM-6
NIST SP 800-53 R3 CM-6 (1)
NIST SP 800-53 R3 CM-6 (3)
NIST SP 800-53 R3 PE-4
NIST SP 800-53 R3 SC-7
NIST SP 800-53 R3 SC-7 (1)
NIST SP 800-53 R3 SC-7 (2)
NIST SP 800-53 R3 SC-7 (3)
NIST SP 800-53 R3 SC-7 (4)
NIST SP 800-53 R3 SC-7 (5)
NIST SP 800-53 R3 SC-7 (7)
NIST SP 800-53 R3 SC-7 (8)
NIST SP 800-53 R3 SC-7 (12)
NIST SP 800-53 R3 SC-7 (13)
NIST SP 800-53 R3 SC-7 (18)","8.2.5","45 CFR 164.312 (e)(1)(2)(ii)
45 CFR 164.308(a)(5)(ii)(D)
45 CFR  164.312(e)(1)
45 CFR 164.312(e)(2)(ii)","A.7.1.1
A.7.1.2
A.7.1.3
A.9.2.1
A.9.2.4
A.10.6.1
A.10.6.2
A.10.8.1
A.10.8.3
A.10.8.5
A.10.10.2
A.11.2.1
A.11.4.3
A.11.4.5
A.11.4.6
A.11.4.7
A.12.3.1
A.12.3.2","A.8.1.1
A.8.1.2
A.8.1.3
A.11.2.1
A.11.2.4
A.13.1.1
A.13.1.2
A.13.2.1
A.8.3.3
A.12.4.1
A.9.2.1, A.9.2.2
A.13.1.3
A.10.1.1
A.10.1.2","Commandment #1
Commandment #2
Commandment #3
Commandment #4
Commandment #5
Commandment #9
Commandment #10
Commandment #11","CIP-004-3 R3
CIP-007-3 - R6.1","AC-1
AC-18
CM-6
PE-4
SC-3
SC-7","","11.1
17.3","PA3
PA6
PA16
PA20
PA25
PA32
PA33","BSGP
BSGP
SGP
GP
P
BSGP
SGP","1.2.3
2.1.1
4.1
4.1.1
11.1
9.1.3","1.2.3
2.1.1
4.1
4.1.1
11.1, 11.1.a, 11.1.b, 11.1.c, 11.1.d, 11.1.1, 11.1.2
9.1.3","X","40 (B)
44 (C+)","","",""
"IVS-13","Infrastructure & Virtualization Security
Network Architecture","Network architecture diagrams shall clearly identify high-risk environments and data flows that may have legal compliance impacts. Technical measures shall be implemented and shall apply defense-in-depth techniques (e.g., deep packet analysis, traffic throttling, and black-holing) for detection and timely response to network-based attacks associated with anomalous ingress or egress traffic patterns (e.g., MAC spoofing and ARP poisoning attacks) and/or distributed denial-of-service (DDoS) attacks.","N","N","N","N","N","N","N","N","N","N","N","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MOS-01","Mobile Security
Anti-Malware","Anti-malware awareness training, specific to mobile devices, shall be included in the provider's information security awareness training.","Y","N","N","N","N","N","Y","Y","Y","Y","Y","N","","","","","","","--","","APO01.03
APO13.01
APO07.03
APO07.06
APO09.03
APO10.04","","SRM > Governance Risk & Compliance > Technical Awareness and Training","provider","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","","","","",""
"MOS-02","Mobile Security
Application Stores","A documented list of approved application stores has been defined as acceptable for mobile devices accessing or storing provider managed data.","Y","N","N","N","N","N","Y","Y","Y","Y","Y","N","","","","","","","--","","APO01.04
APO01.08
APO04.02
APO13.01
APO13.02
APO13.03","","SRM > Policies and Standards > Technical Securitry Standards","provider","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","4.1.1","","","","",""
"MOS-03","Mobile Security
Approved Applications","The company shall have a documented policy prohibiting the installation of non-approved applications or approved applications not obtained 
through a pre-identified application store.","N","N","N","N","Y","N","Y","Y","Y","Y","Y","N","","","","","","","--","","APO01.03
APO01.08
APO13.01
APO13.02
APO13.03","","ITOS > Service Support > Configuration Management - Software Management","provider","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","","","","",""
"MOS-04","Mobile Security
Approved Software for BYOD","The BYOD policy and supporting awareness training clearly states the approved applications, application stores, and application extensions and plugins that may be used for BYOD usage.","Y","N","N","N","Y","N","Y","Y","Y","Y","Y","N","","","","","","","--","","APO01.03
APO01.08
APO13.01
APO13.02
APO13.03","","SRM > Policies and Standards > Technical Securitry Standards","provider","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","","","","",""
"MOS-05","Mobile Security
Awareness and Training","The provider shall have a documented mobile device policy that includes a documented definition for mobile devices and the acceptable usage and requirements for all mobile devices. The provider shall post and communicate the policy and requirements through the company's security awareness and training program.","Y","N","N","N","Y","N","Y","Y","Y","Y","Y","N","","","","","","","--","","APO01.03
APO01.08
APO13.01
APO13.02
APO13.03","","SRM > Policies and Standards > Technical Securitry Standards","provider","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","4.3","","","","",""
"MOS-06","Mobile Security
Cloud Based Services","All cloud-based services used by the company's mobile devices or BYOD 
shall be pre-approved for usage and the storage of company business 
data.","N","N","N","N","N","Y","Y","Y","Y","Y","Y","Y","","","","","","","--","","APO01.03
APO01.08
APO13.01
APO13.02
APO13.03","","SRM > Governance Risk & Compliance > Vendor Management","provider","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","X","","","",""
"MOS-07","Mobile Security
Compatibility","The company shall have a documented application validation process to test for mobile device, operating system, and application compatibility issues.","N","N","N","N","Y","N","Y","Y","Y","Y","Y","N","","","","","","","--","","APO01.03
APO01.08
APO13.01
APO13.02
BAI03.07
BAI03.08","","ITOS > Service Support > Configuration Management - Software Management","provider","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","","","","",""
"MOS-08","Mobile Security
Device Eligibility","The BYOD policy shall define the device and eligibility requirements to allow for BYOD usage.","Y","N","N","N","N","N","Y","Y","Y","Y","Y","N","","","","","","","--","","APO01.03
APO01.08
APO13.01
APO13.02
BAI02.01
BAI02.04","","SRM > Policies and Standards > Information Security Policies","provider","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","","","","",""
"MOS-09","Mobile Security
Device Inventory","An inventory of all mobile devices used to store and access company data shall be kept and maintained. All changes to the status of these devices (i.e., operating system and patch levels, lost or decommissioned status, and to whom the device is assigned or approved for usage (BYOD)) will be included for each device in the inventory.","Y","N","N","N","N","N","Y","Y","Y","Y","Y","N","","","","","","","--","","BAI06.01
BAI06.02
BAI06.04
BAI10.01
BAI10.02
BAI10.03","","SRM > Infrastructure Protection Services > End Point - Inventory Control","provider","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","","","","",""
"MOS-10","Mobile Security
Device Management","A centralized, mobile device management solution shall be deployed to all mobile devices permitted to store, transmit, or process customer data.","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","","","","","","","--","","APO03.01
APO03.02
APO04.02
APO13.01
APO13.02
BAI02.01
BAI03.03
BAI03.04
BAI03.10","","Presentation Servies > Presentation Platform > End-Points-Mobile Devices-Mobile Device Management","provider","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","","","","",""
"MOS-11","Mobile Security
Encryption","The mobile device policy shall require the use of encryption either for 
the entire device or for data identified as sensitive on all mobile 
devices and shall be enforced through technology controls.","N","N","N","N","N","Y","Y","Y","Y","Y","Y","N","","","","","","","--","","APO01.03
APO13.01
APO13.02
DSS05.03
DSS05.05
DSS06.06","","SRM > Data Protection  > Cryptographic Services - Data-At-Rest Encryption","provider","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","PA32","BSGP","","4.1","","","","",""
"MOS-12","Mobile Security
Jailbreaking and Rooting","The mobile device policy shall prohibit the circumvention of built-in security controls on mobile devices (e.g. jailbreaking or rooting) and shall enforce the prohibition through detective and preventative controls on the device or through a centralized device management system (e.g. mobile device management).","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","N","","","","","","","--","","APO01.03
APO13.01
APO13.02
DSS05.03","","Presentation Servies > Presentation Platform > End-Points-Mobile Devices-Mobile Device Management","provider","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","","","","",""
"MOS-13","Mobile Security
Legal","The BYOD policy includes clarifying language for the expectation of privacy, requirements for litigation, e-discovery, and legal holds. The BYOD policy shall clearly state the expectations regarding the loss of non-company data in the case a wipe of the device is required.","N","N","N","Y","Y","Y","Y","Y","Y","Y","Y","Y","","","","","","","--","","APO01.03
APO13.01
APO13.02","","SRM > Policies and Standards > Information Security Services","shared","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","X","","","",""
"MOS-14","Mobile Security
Lockout Screen","BYOD and/or company-owned devices are configured to require an automatic lockout screen, and the requirement shall be enforced through technical controls.","N","N","Y","N","Y","N","Y","Y","Y","Y","Y","Y","","","","","","","--","","DSS05.03
DSS05.05","","Presentation Servies > Presentation Platform > End-Points-Mobile Devices-Mobile Device Management","shared","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","X","","","",""
"MOS-15","Mobile Security
Operating Systems","Changes to mobile device operating systems, patch levels, and/or applications shall be managed through the company's change management processes.","N","Y","Y","N","Y","N","Y","Y","Y","Y","Y","Y","","","","","","","--","","APO01.03
APO13.01
APO13.02
BAI06","","ITOS > Service Support -Change Management > Planned Changes","shared","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","X","","","",""
"MOS-16","Mobile Security
Passwords","Password policies, applicable to mobile devices, shall be documented and enforced through technical controls on all company devices or devices approved for BYOD usage, and shall prohibit the changing of password/PIN lengths and authentication requirements.","N","N","Y","N","Y","N","Y","Y","Y","Y","Y","Y","","","","","","","--","","APO01.03
APO13.01
APO13.02
DSS05.03","","Presentation Servies > Presentation Platform > End-Points-Mobile Devices-Mobile Device Management","shared","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","X","","","",""
"MOS-17","Mobile Security
Policy","The mobile device policy shall require the BYOD user to perform backups of data, prohibit the usage of unapproved application stores, and require the use of anti-malware software (where supported).","N","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","","","","","","","--","","APO01.03
APO13.01
APO13.02
DSS05.01
DSS05.03","","SRM > Policies and Standards > Technical Securitry Standards","shared","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","","","","","X","","","",""
"MOS-18","Mobile Security
Remote Wipe","All mobile devices permitted for use through the company BYOD program or a company-assigned mobile device shall allow for remote wipe by the company's corporate IT or shall have all company-provided data wiped by the company's corporate IT.","N","N","Y","N","Y","Y","Y","Y","Y","Y","Y","Y","","","","","","","--","","APO01.03
APO13.01
APO13.02
DSS05.03
DSS05.05
DSS05.06","","BOSS > Data Governance > Secure Disposal of Data","shared","X","None (Mobile Guidance)","","","","","","","","Clause
6.1.1,
6.1.1(e)(2)
6.1.2
6.1.2(a)(1)
6.1.2(a)(2),
6.1.2(b)
6.1.2 (c)
6.1.2(c)(1),
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
6.1.3,
6.1.3(a)
6.1.3(b)
8.1
8.3
9.3(a),
9.3(b)
9.3(b)(f)
9.3(c)
9.3(c)(1)
9.3(c)(2)
9.3(c)(3)
9.3(d)
9.3(e)
9.3(f)
A.14.2.3
A.12.6.1
A.18.1.1
A.18.2.2
A.18.2.3","","","","","","PA34","SGP","","","X","","","",""
