"task_id","phase_id","phase_name","task_statement","content"
"R-3","R","Authorize","Identify and implement a preferred course of action in response to the risk determined.","________________________________________________________________________________________________ **Potential Inputs:** Authorization package; risk determination; organization- and system-level risk assessment results. **Expected Outputs:** Risk responses for determined risks. **Primary Responsibility:** Authorizing Official or Authorizing Official Designated Representative. **Supporting Roles:** Senior Accountable Official for Risk Management or Risk Executive (Function); Senior Agency Information Security Officer; Senior Agency Official for Privacy; System Owner or Common Control Provider; Information Owner or Steward; Systems Security Engineer; Privacy Engineer; System Security Officer; System Privacy Officer. **System Development Life Cycle Phase:** New – Implementation/Assessment. Existing – Operations/Maintenance. **Discussion:** After risk is analyzed and determined, organizations can respond to risk in a variety of ways, including acceptance of risk and mitigation of risk. Existing risk assessment results and risk assessment techniques may be used to help determine the preferred course of action for the risk response.100 When the response to risk is mitigation, the planned mitigation actions are included in and tracked using the plan of action and milestones. Once mitigated, assessors reassess the controls. Control reassessments determine the extent to which remediated controls are implemented correctly, operating as intended, and producing the desired outcome with respect to meeting the security and privacy requirements for the system and the organization. The assessors update the assessment reports with the findings from the reassessment, but do not change the original assessment results. The security and privacy plans are updated based on the findings of the control assessments and any remediation actions taken. The updated plans reflect the state of the controls after the initial assessment and any modifications by the system owner or common control provider in addressing recommendations for corrective actions. At the completion of the control reassessments, security and privacy plans contain an accurate description of implemented controls, including compensating controls. When the response to risk is acceptance, the deficiencies found during the assessment process remain documented in the security and privacy assessment reports and are monitored for changes to the risk factors.101 Because the authorizing official is the only person who can accept risk, the authorizing official is responsible for reviewing the assessment reports and plans of action and milestones and determining whether the identified risks need to be mitigated prior to authorization. Decisions on the most appropriate course of action for responding to risk may include some form of prioritization. Some risks may be of greater concern to organizations than other risks. In that case, more resources may need to be directed at addressing higher-priority risks versus lower-priority risks. Prioritizing risk response does not necessarily mean that the lower-priority risks are ignored. Rather, it could mean that fewer resources are directed at addressing the lower-priority risks, or that the lower-priority risks are addressed later. A key part of the risk-based decision process is the recognition that regardless of the risk response, there remains a degree of residual risk. Organizations determine acceptable degrees of residual risk based on organizational risk tolerance. **References:** [SP 800-30]; [SP 800-39] (Organization, Mission/Business Process, and System Levels); [SP 800-160 v1] (Risk Management Process); [IR 8062]; [IR 8179]; [NIST CSF] (Core [Identify Function]). <sup>100 [</sup>SP 800-39] provides additional information on risk response. <sup>101</sup> The four security risk factors are threat, vulnerability, likelihood, and impact. [SP 800-30] and [SP 800-39] provide information about security risk assessments and associated risk factors. [IR 8062] and Section 2.3 provide additional information on privacy risk factors and conducting privacy risk assessments. #### **AUTHORIZATION DECISION**"
"R-4","R","Authorize","Determine if the risk from the operation or use of the information system or the provision or use of common controls is acceptable.","________________________________________________________________________________________________ **Potential Inputs:** Risk responses for determined risks. **Expected Outputs:** Authorization to operate, authorization to use, common control authorization; denial of authorization to operate, denial of authorization to use, denial of common control authorization. **Primary Responsibility:** Authorizing Official. **Supporting Roles:** Senior Accountable Official for Risk Management or Risk Executive (Function); Chief Information Officer; Senior Agency Information Security Officer; Senior Agency Official for Privacy; Authorizing Official Designated Representative. **System Development Life Cycle Phase:** New – Implementation/Assessment. Existing – Operations/Maintenance. **Discussion:** The explicit acceptance of risk is the responsibility of the authorizing official and cannot be delegated to other officials within the organization. The authorizing official considers many factors when deciding if the risk to the organization's operations (including mission, functions, image, and reputation) and assets, individuals, other organizations, or the Nation, is acceptable. Balancing security and privacy considerations with mission and business needs is paramount to achieving an acceptable risk-based authorization decision.102 The authorizing official issues an authorization decision for the system or for organization-designated common controls after reviewing the information in the authorization package, input from other organizational officials (see Task R-2), and other relevant information that may affect the authorization decision. The authorization package provides the most current information on the security and privacy posture of the system or the common controls. The authorizing official consults with the Senior Accountable Official for Risk Management or the Risk Executive (Function) prior to making the final authorization decision for the information system or the common controls. Because there are potentially significant dependencies among organizational systems and with external systems, the authorization decisions for individual systems consider the current residual risk, organizational plans of action and milestones, and the risk tolerance of the organization. The authorization decision is conveyed by the authorizing official to the system owner or common control provider, and other organizational officials, as appropriate.103 The authorization decision also conveys the terms and conditions for the authorization to operate; the authorization termination date or time-driven authorization frequency; input from the senior accountable official for risk management or risk executive (function), if provided; and for common control authorizations, the system impact level supported by the common controls. For systems, the authorization decision indicates to the system owner whether the system is authorized to operate or authorized to use, or not authorized to operate or not authorized to use. For common controls, the authorization decision indicates to the common control provider and to the system owners of inheriting systems, whether the common controls are authorized to be provided or not authorized to <sup>102</sup> While balancing security and privacy considerations with mission and business needs is paramount to achieving an acceptable risk-based authorization decision, there may be instances when the authorizing official and senior agency official for privacy cannot reach a final resolution regarding the appropriate protection for PII and the information systems that process PII. [OMB A-130] provides guidance on how to resolve such instances. <sup>103</sup> Organizations are encouraged to employ automated security/privacy management and reporting tools whenever feasible, to develop the authorization packages for systems and common controls and to maintain those packages during ongoing authorization. Automated tools can significantly reduce documentation costs, provide increased speed and efficiency in generating important information for decision makers, and provide more effective means for updating critical risk management information. It is recognized that certain controls are not conducive to the use of automated tools and therefore, manual methods are acceptable in those situations. be provided. The terms and conditions for the common control authorization provide a description of any specific limitations or restrictions placed on the operation of the system or the controls that must be followed by the system owner or common control provider. ________________________________________________________________________________________________ The authorization termination date is established by the authorizing official and indicates when the authorization expires. Organizations may eliminate the authorization termination date if the system is operating under an ongoing authorization—that is, t"
"R-5","R","Authorize","Report the authorization decision and any deficiencies in controls that represent significant security or privacy risk.","________________________________________________________________________________________________ **Potential Inputs:** Authorization decision. **Expected Outputs:** A report indicating the authorization decision for a system or set of common controls; annotation of authorization status in the organizational system registry. **Primary Responsibility:** Authorizing Official or Authorizing Official Designated Representative. **Supporting Roles:** System Owner or Common Control Provider; Information Owner or Steward; System Security Officer; System Privacy Officer; Senior Agency Information Security Officer; Senior Agency Official for Privacy. **System Development Life Cycle Phase:** New – Implementation/Assessment. Existing – Operations/Maintenance. **Discussion:** Authorizing officials report authorization decisions for systems and common controls to designated organizational officials so the individual risk decisions can be viewed in the context of organization-wide security and privacy risk to organizational operations and assets, individuals, other organizations, and the Nation. Reporting occurs only in situations where organizations have delegated the authorization functions to levels of the organization below the head of agency. Authorizing officials also report exploitable deficiencies (i.e., vulnerabilities) in the system or controls noted during the assessment and continuous monitoring that represent significant security or privacy risk. Organizations determine, and the organizational policy reflects, what constitutes a significant security or privacy risk for reporting. Deficiencies that represent significant vulnerabilities and risk can be reported using the Subcategories, Categories, and Functions in the [NIST CSF]. Authorization decisions may be tracked and reflected as part of the organization-wide system registration process at the organization's discretion (see Task P-18). **References:** [SP 800-39] (Organization, Mission/Business Process, and System Levels); [SP 800-160 v1] (Decision Management and Project Assessment and Control Processes); [NIST CSF] (Core [Identify, Protect, Detect, Respond, Recover Functions]). ### **3.7 MONITOR** #### **Purpose** ________________________________________________________________________________________________ The purpose of the *Monitor* step is to maintain an ongoing situational awareness about the security and privacy posture of the information system and the organization in support of risk management decisions. ### **MONITOR TASKS** Table 8 provides a summary of tasks and expected outcomes for the RMF *Monitor* step. Applicable Cybersecurity Framework constructs are also provided. #### **TABLE 8: MONITOR TASKS AND OUTCOMES** | Tasks | Outcomes | | --- | --- | | TASK M-1 • | The information system and environment of operation are | | SYSTEM AND ENVIRONMENT CHANGES | monitored in accordance with the continuous monitoring | | | strategy. | | | [Cybersecurity Framework: DE.CM; ID.GV] | | • TASK M-2 | Ongoing assessments of control effectiveness are conducted in | | ONGOING ASSESSMENTS | accordance with the continuous monitoring strategy. | | | [Cybersecurity Framework: ID.SC-4] | | • TASK M-3 | The output of continuous monitoring activities is analyzed and | | ONGOING RISK RESPONSE | responded to appropriately. | | | [Cybersecurity Framework: RS.AN] | | TASK M-4 • | Risk management documents are updated based on continuous | | AUTHORIZATION PACKAGE UPDATES | monitoring activities. | | | [Cybersecurity Framework: RS.IM] | | • TASK M-5 | A process is in place to report the security and privacy posture to | | SECURITY AND PRIVACY REPORTING | the authorizing official and other senior leaders and executives. | | TASK M-6 • | Authorizing officials conduct ongoing authorizations using the | | ONGOING AUTHORIZATION | results of continuous monitoring activities and communicate | | | changes in risk determination and acceptance decisions. | | TASK M-7 • | A system disposal strategy is developed and implemented, as | | SYSTEM DISPOSAL | needed. | #### **Quick link to summary table for RMF tasks, responsibilities, and supporting roles.** #### **SYSTEM AND ENVIRONMENT CHANGES**"
"M-1","M","Monitor","Monitor the information system and its environment of operation for changes that impact the security and privacy posture of the system.","**Potential Inputs:** Organizational continuous monitoring strategy; organizational configuration management policy and procedures; organizational policy and procedures for handling unauthorized system changes; security and privacy plans; configuration change requests/approvals; system design documentation; security and privacy assessment reports; plans of action and milestones; information from automated and manual monitoring tools. **Expected Outputs:** Updated security and privacy plans; updated plans of action and milestones; updated security and privacy assessment reports. ________________________________________________________________________________________________ **Primary Responsibility:** System Owner or Common Control Provider; Senior Agency Information Security Officer; Senior Agency Official for Privacy. **Supporting Roles:** Senior Accountable Official for Risk Management or Risk Executive (Function); Authorizing Official or Authorizing Official Designated Representative; Information Owner or Steward; System Security Officer; System Privacy Officer. **System Development Life Cycle Phase:** New – Operations/Maintenance. Existing – Operations/Maintenance. **Discussion:** Systems and environments of operation are in a constant state of change with changes occurring in the technology or machine elements, human elements, and physical or environmental elements. Changes to the technology or machine elements include for example, upgrades to hardware, software, or firmware; changes to the human elements include for example, staff turnover or a reduction in force; and modifications to the surrounding physical and environmental elements include for example, changes in the location of the facility or the physical access controls protecting the facility. Changes made by external providers can be difficult to detect. A disciplined and structured approach to managing, controlling, and documenting changes to systems and environments of operation, and adherence with terms and conditions of the authorization, is an essential element of security and privacy programs. Organizations establish configuration management and control processes to support configuration and change management.105 Common activities within organizations can cause changes to systems or the environments of operation and can have a significant impact on the security and privacy posture of systems. Examples include installing or disposing of hardware, making changes to configurations, and installing patches outside of the established configuration change control process. Unauthorized changes may occur because of purposeful attacks by adversaries or inadvertent errors by authorized personnel. In addition to adhering to the established configuration management process, organizations monitor for unauthorized changes to systems and analyze information about unauthorized changes that have occurred to determine the root cause of the unauthorized change. In addition to monitoring for unauthorized changes, organizations continuously monitor systems and environments of operation for any authorized changes that impact the privacy posture of systems.106 Once the root cause of an unauthorized change (or an authorized change that impacts the privacy posture of the system) has been determined, organizations respond accordingly (see Task M-3). For example, if the root cause of an unauthorized change is determined to be an adversarial attack, multiple actions could be taken such as invoking incident response processes, adjusting intrusion detection and prevention tools and firewall configurations, or implementing additional or stronger controls to reduce the risk of future attacks. If the root cause of an unauthorized change is determined to be a failure of staff to adhere to established configuration management processes, remedial training for certain individuals may be warranted. **References:** [SP 800-30]; [SP 800-128]; [SP 800-137]; [IR 8062]. <sup>105 [</sup>SP 800-128] provides guidance on security-focused configuration management (SecCM). Note that the SecCM process described in [SP 800-128] includes a related monitoring step. <sup>106</sup> For information about the distinction between authorized and unauthorized system behavior, see the discussion of security and privacy in Section 2.3. #### **ONGOING ASSESSMENTS**"
"M-2","M","Monitor","Assess the controls implemented within and inherited by the system in accordance with the continuous monitoring strategy.","________________________________________________________________________________________________ **Potential Inputs:** Organizational continuous monitoring strategy and system level continuous monitoring strategy (if applicable); security and privacy plans; security and privacy assessment plans; security and privacy assessment reports; plans of action and milestones; information from automated and manual monitoring tools; organization- and system-level risk assessment results; external assessment or audit results (if applicable). **Expected Outputs:** Updated security and privacy assessment reports. **Primary Responsibility:** Control Assessor. **Supporting Roles:** Authorizing Official or Authorizing Official Designated Representative; System Owner or Common Control Provider; Information Owner or Steward; System Security Officer; System Privacy Officer; Senior Agency Information Security Officer; Senior Agency Official for Privacy. **System Development Life Cycle Phase:** New – Operations/Maintenance. Existing – Operations/Maintenance. **Discussion:** After an initial system or common control authorization, the organization assesses all controls on an ongoing basis. Ongoing assessment of the control effectiveness is part of the continuous monitoring activities of the organization. The monitoring frequency for each control is based on the organizational continuous monitoring strategy (see Task P-7) and can be supplemented by the system-level continuous monitoring strategy (see Task S-5). Adherence to the terms and conditions specified by the authorizing official as part of the authorization decision are also monitored (see Task M-1). Ongoing control assessment continues as the information generated as part of continuous monitoring is correlated, analyzed, and reported to senior leaders. For ongoing control assessments, assessors have the required degree of independence as determined by the authorizing official.107 Assessor independence during continuous monitoring introduces efficiencies into the process and may allow for reuse of assessment results in support of ongoing authorization and when reauthorization is required. To satisfy the annual FISMA security assessment requirement, organizations can use assessment results from control assessments that occurred during authorization, ongoing authorization, or reauthorization; during continuous monitoring; or the during testing and evaluation of systems as part of the SDLC or an audit (provided the assessment results are current, relevant to the determination of control effectiveness, and obtained by assessors with the required degree of independence). Existing assessment results are reused consistent with the reuse policy established by the organization and are supplemented with additional assessments as needed. The reuse of assessment results is helpful in achieving a cost-effective, security program capable of producing the evidence necessary to determine the security posture of information systems and the organization. Finally, the use of automation to support control assessments facilitates a greater frequency, volume, and coverage of assessments. **References:** [SP 800-53A]; [SP 800-137]; [SP 800-160 v1] (Verification, Validation, Operation, and Maintenance Processes); [IR 8011 v1]. #### **ONGOING RISK RESPONSE** -"
"M-3","M","Monitor","Respond to risk based on the results of ongoing monitoring activities, risk assessments, and outstanding items in plans of action and milestones.","<sup>107</sup> In accordance with [OMB A-130], an independent evaluation of privacy programs and practices is not required. However, an organization may choose to employ independent privacy assessments at the organization's discretion. **Potential Inputs:** Security and privacy assessment reports; organization- and system-level risk assessment results; security and privacy plans; plans of action and milestones. ________________________________________________________________________________________________ **Expected Outputs:** Mitigation actions or risk acceptance decisions; updated security and privacy assessment reports. **Primary Responsibility:** Authorizing Official; System Owner; Common Control Provider. **Supporting Roles:** Senior Accountable Official for Risk Management or Risk Executive (Function); Senior Agency Official for Privacy; Authorizing Official Designated Representative; Information Owner or Steward; System Security Officer; System Privacy Officer; Systems Security Engineer; Privacy Engineer; Security Architect; Privacy Architect. **System Development Life Cycle Phase:** New – Operations/Maintenance. Existing – Operations/Maintenance. **Discussion:** Assessment information produced by an assessor during continuous monitoring is provided to the system owner and the common control provider in updated assessment reports or via reports from automated security/privacy management and reporting tools. The authorizing official determines the appropriate risk response to the assessment findings or approves responses proposed by the system owner and common control provider. The system owner and common control provider subsequently implement the appropriate risk response. When the risk response is acceptance, the findings remain documented in the security and privacy assessment reports and are monitored for changes to risk factors. When the risk response is mitigation, the planned mitigation actions are included in and tracked using the plans of action and milestones. If requested by the authorizing official, control assessors may provide recommendations for remediation actions. Recommendations for remediation actions may also be provided by an automated security/privacy management and reporting tool. An organizational assessment of risk (Task P-3) and system-level risk assessment results (Task P-14) guide and inform the decisions regarding ongoing risk response. Controls that are modified, enhanced, or added as part of ongoing risk response are reassessed by assessors to ensure that the new, modified, or enhanced controls have been implemented correctly, are operating as intended, and producing the desired outcome with respect to meeting the security and privacy requirements of the system. **References:** [SP 800-30]; [SP 800-53]; [SP 800-53A]; [SP 800-137]; [SP 800-160 v1] (Risk Management Process); [IR 8011 v1]; [IR 8062]; [NIST CSF] (Core [Respond Function]). #### **AUTHORIZATION PACKAGE UPDATES**"
"M-4","M","Monitor","Update plans, assessment reports, and plans of action and milestones based on the results of the continuous monitoring process.","**Potential Inputs:** Security and privacy assessment reports; organization- and system-level risk assessment results; security and privacy plans; plans of action and milestones. **Expected Outputs:** Updated security and privacy assessment reports;108 updated plans of action and milestones; updated risk assessment results; updated security and privacy plans. **Primary Responsibility:** System Owner; Common Control Provider. **Supporting Roles:** Information Owner or Steward; System Security Officer; System Privacy Officer; Senior Agency Official for Privacy; Senior Agency Information Security Officer. **System Development Life Cycle Phase:** New – Operations/Maintenance. Existing – Operations/Maintenance. <sup>108</sup> If a comparable report meets the requirements of what is to be included in an assessment report (e.g., a report generated from a security or privacy management and reporting tool), then the comparable report would constitute the assessment report. **Discussion:** To achieve near real-time risk management, the organization updates security and privacy plans, security and privacy assessment reports, and plans of action and milestones on an ongoing basis. Updates to the plans reflect modifications to controls based on risk mitigation activities carried out by system owners or common control providers. Updates to control assessment reports reflect additional assessment activities carried out to determine control effectiveness based on implementation details in the plans. Plans of action and milestones are updated based on progress made on the current outstanding items; address security and privacy risks discovered as part of control effectiveness monitoring; and describe how the system owner or common control provider intends to address those risks. The updated information raises awareness of the security and privacy posture of the system and the common controls inherited by the system, thereby, supporting near real-time risk management and the ongoing authorization process. ________________________________________________________________________________________________ The frequency of updates to risk management information is at the discretion of the system owner, common control provider, and authorizing officials in accordance with federal and organizational policies and is consistent with the organizational and system-level continuous monitoring strategies. The updates to information regarding the security and privacy posture of the system and the common controls inherited by the system are accurate and timely since the information provided influences ongoing actions and decisions by authorizing officials and other senior leaders within the organization. The use of automated support tools and organization-wide security and privacy program management practices ensure that authorizing officials can readily access the current security and privacy posture of the system. Ready access to the current security and privacy posture supports continuous monitoring and ongoing authorization and promotes the near real-time management of risk to organizational operations and assets, individuals, other organizations, and the Nation. Organizations ensure that information needed for oversight, management, and auditing purposes is not modified or destroyed when updating security and privacy plans, assessment reports, and plans of action and milestones. Providing an effective method to track changes to systems through configuration management procedures is necessary to achieve transparency and traceability in the security and privacy activities of the organization; to obtain individual accountability for any security or privacy actions; and to understand emerging trends in the security and privacy programs of the organization. **References:** [SP 800-30]; [SP 800-53A]. #### **SECURITY AND PRIVACY REPORTING** -"
"M-5","M","Monitor","Report the security and privacy posture of the system to the authorizing official and other organizational officials on an ongoing basis in accordance with the organizational continuous monitoring strategy.","**Potential Inputs:** Security and privacy assessment reports; plans of action and milestones; organizationand system-level risk assessment results; organization- and system-level continuous monitoring strategy; security and privacy plans; Cybersecurity Framework Profile. **Expected Outputs:** Security and privacy posture reports.109 **Primary Responsibility:** System Owner; Common Control Provider; Senior Agency Information Security Officer; Senior Agency Official for Privacy. **Supporting Roles:** System Security Officer; System Privacy Officer. **System Development Life Cycle Phase:** New – Operations/Maintenance. Existing – Operations/Maintenance. <sup>109</sup> If a comparable report meets the requirements of what is to be included in a security or privacy posture report (e.g., a report generated from a security or privacy management and reporting tool), then the comparable report would constitute the posture report. **Discussion:** The results of monitoring activities are documented and reported to the authorizing official and other selected organizational officials on an ongoing basis in accordance with the organizational continuous monitoring strategy. Other organizational officials who may receive security and privacy posture reports include, for example, chief information officer, senior agency information security officer, senior agency official for privacy, senior accountable official for risk management or risk executive (function), information owner or steward, incident response roles, and contingency planning roles. Security and privacy posture reporting can be event-driven, time-driven, or event- and time-driven.110 The reports provide the authorizing official and other organizational officials with information regarding the security and privacy posture of the systems including the effectiveness of implemented controls. Security and privacy posture reports describe the ongoing monitoring activities employed by system owners or common control providers. The reports also include information about security and privacy risks in the systems and environments of operation discovered during control assessments, auditing, and continuous monitoring and how system owners or common control providers plan to address those risks. ________________________________________________________________________________________________ Organizations have flexibility in the breadth, depth, formality, form, and format of security and privacy posture reports. The goal is efficient ongoing communication with the authorizing official and other organizational officials as necessary, conveying the current security and privacy posture of systems and environments of operation and how the current posture affects individuals, organizational missions, and business functions. At a minimum, security and privacy posture reports summarize changes to the security and privacy plans, security and privacy assessment reports, and plans of action and milestones that have occurred since the last report. The use of automated security and privacy management and reporting tools (e.g., a dashboard) by the organization facilitates the effectiveness and timeliness of security and privacy posture reporting. The frequency of security and privacy posture reports is at the discretion of the organization and in compliance with federal and organizational policies. Reports occur at appropriate intervals to transmit security and privacy information about systems or common controls but not so frequently as to generate unnecessary work or expense. Authorizing officials use the security and privacy posture reports and consult with the senior accountable official for risk management or risk executive (function), senior agency information security officer, and senior agency official for privacy to determine if a reauthorization action is necessary. Security and privacy posture reports are marked, protected, and handled in accordance with federal and organizational policies. Security and privacy posture reports can be used to satisfy FISMA reporting requirements for documenting remediation actions for security and privacy weaknesses or deficiencies. Reporting on security and privacy posture is intended to be ongoing and should not be interpreted as requiring the time, expense, and formality associated with the information provided for the initial authorization. Rather, reporting is conducted in a cost-effective manner consistent with achieving the reporting objectives. **References:** [SP 800-53A]; [SP 800-137]; [NIST CSF] (Core [Identify, Protect, Detect, Respond, Recover Functions]). #### **ONGOING AUTHORIZATION** -"
"M-6","M","Monitor","Review the security and privacy posture of the system on an ongoing basis to determine whether the risk remains acceptable.","**Potential Inputs:** Risk tolerance; security and privacy posture reports; plans of action and milestones; organization- and system-level risk assessment results; security and privacy plans. **Expected Outputs:** A determination of risk; ongoing authorization to operate, ongoing authorization to use, ongoing common control authorization; denial of ongoing authorization to operate, denial of ongoing authorization to use, denial of ongoing common control authorization. <sup>110</sup> See Appendix F for additional information about time- and event-driven authorizations and reporting. #### **Primary Responsibility:** Authorizing Official. **Supporting Roles:** Senior Accountable Official for Risk Management or Risk Executive (Function); Chief Information Officer; Senior Agency Information Security Officer; Senior Agency Official for Privacy; Authorizing Official Designated Representative. ________________________________________________________________________________________________ **System Development Life Cycle Phase:** New – Operations/Maintenance. Existing – Operations/Maintenance. **Discussion:** To employ an ongoing authorization approach, organizations have in place an organizationlevel and system-level continuous monitoring process to assess implemented controls on an ongoing basis.111 The findings or results from the continuous monitoring process provides useful information to authorizing officials to support near-real time risk-based decision making. In accordance with the guidance in Task R-4, the authorizing official or designated representative reviews the security and privacy posture of the system (including the effectiveness of the implemented controls) on an ongoing basis to determine the current risk to organizational operations and assets, individuals, other organizations, and the Nation. The authorizing official determines whether the current risk is acceptable and provides appropriate direction to the system owner or common control provider. The authorizing official may determine that the risk remains at an acceptable level for continued operation or that the risk is no longer at an acceptable level for continued operation, and may issue a denial of authorization to operate, authorization to use, or common control authorization. The risks may change based on the information provided in the security and privacy posture reports because the reports may indicate changes to the security or privacy risk factors. Determining how changing conditions affect organizational and individual risk is essential for managing privacy risk and maintaining adequate security. By carrying out ongoing risk determination and risk acceptance, authorizing officials can maintain system and common control authorizations over time and transition to ongoing authorization. Reauthorization actions occur only in accordance with federal or organizational policies. The authorizing official conveys updated risk determination and acceptance results to the senior accountable official for risk management or the risk executive (function). The use of automated support tools to capture, organize, quantify, visually display, and maintain security and privacy posture information promotes near real-time risk management regarding the risk posture of the organization. The use of metrics and dashboards increases an organization's capability to make riskbased decisions by consolidating data in an automated fashion and providing the data to decision makers at different levels within the organization in an easy-to-understand format. **References:** [SP 800-30]; [SP 800-39] (Organization, Mission/Business Process, and System Levels); [SP 800-55]; [SP 800-160 v1] (Risk Management Process); [IR 8011 v1]; [IR 8062]. #### **SYSTEM DISPOSAL** -"
"M-7","M","Monitor","Implement a system disposal strategy and execute required actions when a system is removed from operation.","**Potential Inputs:** Security and privacy plans; organization- and system-level risk assessment results; system component inventory. **Expected Outputs:** Disposal strategy; updated system component inventory; updated security and privacy plans. **Primary Responsibility:** System Owner. **Supporting Roles:** Authorizing Official or Authorizing Official Designated Representative; Information Owner or Steward; System Security Officer; System Privacy Officer; Senior Accountable Official for Risk <sup>111</sup> See Appendix F for additional information on ongoing authorization and continuous monitoring. Management or Risk Executive (Function); Senior Agency Information Security Officer; Senior Agency Official for Privacy. ________________________________________________________________________________________________ #### **System Development Life Cycle Phase:** New – Not Applicable. Existing – Disposal. **Discussion:** When a system is removed from operation, several risk management actions are required. Organizations ensure that controls addressing system disposal are implemented. Examples include media sanitization; configuration management and control; component authenticity; and record retention. Organizational tracking and management systems (including inventory systems) are updated to indicate the system that is being removed from service. Security and privacy posture reports reflect the security and privacy status of the system. Users and application owners hosted on the disposed system are notified as appropriate, and any control inheritance relationships are reviewed and assessed for impact. This task also applies to system elements that are removed from operation. Organizations removing a system from operation update the inventory of information systems to reflect the removal. System owners and security personnel ensure that disposed systems comply with relevant federal laws, regulations, directives, policies, and standards. **References:** [SP 800-30]; [SP 800-88]; [IR 8062]. ### **APPENDIX A** ### **REFERENCES** LAWS, POLICIES, DIRECTIVES, REGULATIONS, STANDARDS, AND GUIDELINES | | LAWS AND EXECUTIVE ORDERS | | --- | --- | | [32 CFR 2002.4] | Title 32 Code of Federal Regulations, Sec. 2002.4, Definitions. 2018 ed. | | | https://www.govinfo.gov/app/details/CFR-2018-title32-vol6/CFR-2018-title32- | | | vol6-sec2002-4 | | [40 USC 11331] | Title 40 U.S. Code, Sec. 11331, Responsibilities for Federal information | | | systems standards. 2017 ed. | | | https://www.govinfo.gov/app/details/USCODE-2017-title40/USCODE-2017-title40- | | | subtitleIII-chap113-subchapIII-sec11331 | | [44 USC 3301] | Title 44 U.S. Code, Sec. 3301, Definition of records. 2017 ed. | | | https://www.govinfo.gov/app/details/USCODE-2017-title44/USCODE-2017-title44- | | | chap33-sec3301 | | [44 USC 3502] | Title 44 U.S. Code, Sec. 3502, Definitions. 2017 ed. | | | https://www.govinfo.gov/app/details/USCODE-2017-title44/USCODE-2017-title44- | | | chap35-subchapI-sec3502 | | [44 USC 3552] | Title 44 U.S. Code, Sec. 3552, Definitions. 2017 ed. | | | https://www.govinfo.gov/app/details/USCODE-2017-title44/USCODE-2017-title44- | | | chap35-subchapII-sec3552 | | [44 USC 3554] | Title 44 U.S. Code, Sec. 3554, Federal agency responsibilities. 2017 ed. | | | https://www.govinfo.gov/app/details/USCODE-2017-title44/USCODE-2017-title44- | | | chap35-subchapII-sec3554 | | [44 USC 3601] | Title 44 U.S. Code, Sec. 3601, Definitions. 2017 ed. | | | https://www.govinfo.gov/app/details/USCODE-2017-title44/USCODE-2017-title44- | | | chap36-sec3601 | | [PRIVACT] | Privacy Act (P.L. 93-579), December 1974. | | | https://www.govinfo.gov/app/details/STATUTE-88/STATUTE-88-Pg1896 | | [FOIA96] | Freedom of Information Act (FOIA), 5 U.S.C. § 552, As Amended By Public | | | Law No. 104-231, 110 Stat. 3048, Electronic Freedom of Information Act | | | Amendments of 1996. | | | https://www.govinfo.gov/app/details/PLAW-104publ231 | | [FISMA] | Federal Information Security Modernization Act (P.L. 113-283), December | | | 2014. | | | https://www.govinfo.gov/app/details/PLAW-113publ283 | | [EO 13800] | Executive Order 13800, Strengthening the Cybersecurity of Federal | | | Networks and Critical Infrastructure, May 2017. | | | https://www.govinfo.gov/app/details/FR-2017-05-16/2017-10004 | ________________________________________________________________________________________________ | | POLICIES, REGULATIONS, DIRECTIVES, AND INSTRUCTIONS | | --- | --- | | [OMB A-123] | Office of Management and Budget Circular No. A-123, Management's | | | Responsibility for Enterprise Risk Management and Internal Control, July | | | 2016. | | | https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/memoranda/2016/ | | | m-16-17.pdf | | [OMB A-130] | Office of Management and Budget Circular A-130, Managing Information as | | | a Strategic Resource, July 2016. | | | https://www.whitehouse.gov/sites/whitehouse.gov/files/omb/circulars/A130"
