"Status","Function ID","Function Name","Function Description","Category ID","Category Name","Category Description","Subcategory ID","Subcategory","Implementation Examples","Informative References"
"Active","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.CM","Continuous Monitoring","Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events","DE.CM-02","The physical environment is monitored to find potentially adverse events","Ex1: Monitor logs from physical access control systems (e.g., badge readers) to find unusual access patterns (e.g., deviations from the norm) and failed access attempts
Ex2: Review and monitor physical access records (e.g., from visitor registration, sign-in sheets)
Ex3: Monitor physical access controls (e.g., locks, latches, hinge pins, alarms) for signs of tampering
Ex4: Monitor the physical environment using alarm systems, cameras, and security guards","CCMv4.0: DCS-09
CCMv4.0: DCS-10
CCMv4.0: DCS-14
CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: LOG-12
CCMv4.0: TVM-10
CRI Profile v2.0: DE.CM-02
CRI Profile v2.0: DE.CM-02.01
CSF v1.1: DE.CM-2
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 7.4
NICE Framework: DD-WRL-007
NICE Framework: IO-WRL-005
NICE Framework: IO-WRL-006
NICE Framework: OG-WRL-016
NICE Framework: PD-WRL-001
NICE Framework: PD-WRL-004
PCI DSS: 9.3.1.1
PCI DSS: 9.5.1.2
PCI DSS: 9.4.1.2
SCF: PES-01
SCF: PES-03
SCF: PES-03.3
SCF: PES-05
SP 800-171 Rev 3: 03.10.02
SP 800-171 Rev 3: 03.10.07
SP 800-171 Rev 3: 03.12.03
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: PE-03
SP 800-53 Rev 5.1.1: PE-06
SP 800-53 Rev 5.1.1: PE-20
SP 800-53 Rev 5.2.0: CA-07
SP 800-53 Rev 5.2.0: PE-03
SP 800-53 Rev 5.2.0: PE-06
SP 800-53 Rev 5.2.0: PE-20"
"Active","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.CM","Continuous Monitoring","Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events","DE.CM-03","Personnel activity and technology usage are monitored to find potentially adverse events","Ex1: Use behavior analytics software to detect anomalous user activity to mitigate insider threats
Ex2: Monitor logs from logical access control systems to find unusual access patterns and failed access attempts
Ex3: Continuously monitor deception technology, including user accounts, for any usage","CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: TVM-10
CIS Controls v8.0: 10.7
CIS Controls v8.1: 10.7
CRI Profile v2.0: DE.CM-03
CRI Profile v2.0: DE.CM-03.01
CRI Profile v2.0: DE.CM-03.02
CRI Profile v2.0: DE.CM-03.03
CSF v1.1: DE.CM-3
CSF v1.1: DE.CM-7
ISO/IEC 27001:2022: Mandatory Clause: 9.1
ISO/IEC 27001:2022: Annex A Controls: 7.4
ISO/IEC 27001:2022: Annex A Controls: 8.16
NICE Framework: DD-WRL-007
NICE Framework: IO-WRL-006
NICE Framework: OG-WRL-016
NICE Framework: PD-WRL-001
NICE Framework: PD-WRL-004
NICE Framework: PD-WRL-005
OWASP Top 10 LLM Applications: LLM01-2025
OWASP Top 10 LLM Applications: LLM02-2025
OWASP Top 10 LLM Applications: LLM06-2025
PCI DSS: 10.2.1
PCI DSS: 10.4.1
PCI DSS: 8.2.2
PCI DSS: 10.6.1
SCF: MON-01
SCF: MON-16
SCF: NET-18
SP 800-171 Rev 3: 03.01.01
SP 800-171 Rev 3: 03.03.03
SP 800-171 Rev 3: 03.12.03
SP 800-53 Rev 5.1.1: AC-02
SP 800-53 Rev 5.1.1: AU-12
SP 800-53 Rev 5.1.1: AU-13
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: CM-10
SP 800-53 Rev 5.1.1: CM-11
SP 800-53 Rev 5.2.0: AC-02
SP 800-53 Rev 5.2.0: AU-12
SP 800-53 Rev 5.2.0: AU-13
SP 800-53 Rev 5.2.0: CA-07
SP 800-53 Rev 5.2.0: CM-10
SP 800-53 Rev 5.2.0: CM-11
SP 800-81r3: 2.1.3"
"Withdrawn","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.CM","Continuous Monitoring","Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events","DE.CM-04","[Withdrawn: Incorporated into DE.CM-01, DE.CM-09]","",""
"Withdrawn","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.CM","Continuous Monitoring","Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events","DE.CM-05","[Withdrawn: Incorporated into DE.CM-01, DE.CM-09]","",""
"Active","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.CM","Continuous Monitoring","Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events","DE.CM-06","External service provider activities and services are monitored to find potentially adverse events","Ex1: Monitor remote and onsite administration and maintenance activities that external providers perform on organizational systems
Ex2: Monitor activity from cloud-based services, internet service providers, and other service providers for deviations from expected behavior","CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: TVM-10
CIS Controls v8.0: 15.2
CIS Controls v8.0: 15.6
CIS Controls v8.1: 15.2
CIS Controls v8.1: 15.6
CRI Profile v2.0: DE.CM-06
CRI Profile v2.0: DE.CM-06.01
CRI Profile v2.0: DE.CM-06.02
CSF v1.1: DE.CM-6
CSF v1.1: DE.CM-7
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.22
ISO/IEC 27001:2022: Annex A Controls: 8.16
NICE Framework: DD-WRL-007
NICE Framework: IO-WRL-006
NICE Framework: OG-WRL-016
NICE Framework: PD-WRL-001
NICE Framework: PD-WRL-004
OWASP Top 10 LLM Applications: LLM03-2025
PCI DSS: 12.8.4
PCI DSS: 7.2.4
PCI DSS: 10.2.1
SCF: MON-01
SP 800-171 Rev 3: 03.12.03
SP 800-171 Rev 3: 03.14.06
SP 800-171 Rev 3: 03.16.03
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: PS-07
SP 800-53 Rev 5.1.1: SA-04
SP 800-53 Rev 5.1.1: SA-09
SP 800-53 Rev 5.1.1: SI-04
SP 800-53 Rev 5.2.0: CA-07
SP 800-53 Rev 5.2.0: PS-07
SP 800-53 Rev 5.2.0: SA-04
SP 800-53 Rev 5.2.0: SA-09
SP 800-53 Rev 5.2.0: SI-04"
"Withdrawn","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.CM","Continuous Monitoring","Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events","DE.CM-07","[Withdrawn: Incorporated into DE.CM-01, DE.CM-03, DE.CM-06, DE.CM-09]","",""
"Withdrawn","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.CM","Continuous Monitoring","Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events","DE.CM-08","[Withdrawn: Incorporated into ID.RA-01]","",""
"Active","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.CM","Continuous Monitoring","Assets are monitored to find anomalies, indicators of compromise, and other potentially adverse events","DE.CM-09","Computing hardware and software, runtime environments, and their data are monitored to find potentially adverse events","Ex1: Monitor email, web, file sharing, collaboration services, and other common attack vectors to detect malware, phishing, data leaks and exfiltration, and other adverse events
Ex2: Monitor authentication attempts to identify attacks against credentials and unauthorized credential reuse
Ex3: Monitor software configurations for deviations from security baselines
Ex4: Monitor hardware and software for signs of tampering
Ex5: Use technologies with a presence on endpoints to detect cyber health issues (e.g., missing patches, malware infections, unauthorized software), and redirect the endpoints to a remediation environment before access is authorized","CCMv4.0: CCC-07
CCMv4.0: IVS-06
CCMv4.0: LOG-01
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-08
CCMv4.0: LOG-10
CCMv4.0: LOG-11
CCMv4.0: TVM-02
CCMv4.0: TVM-10
CCMv4.0: UEM-09
CCMv4.0: UEM-10
CCMv4.0: UEM-11
CIS Controls v8.0: 10.1
CIS Controls v8.1: 10.1
CRI Profile v2.0: DE.CM-09
CRI Profile v2.0: DE.CM-09.01
CRI Profile v2.0: DE.CM-09.02
CRI Profile v2.0: DE.CM-09.03
CSF v1.1: PR.DS-6
CSF v1.1: PR.DS-8
CSF v1.1: DE.CM-4
CSF v1.1: DE.CM-5
CSF v1.1: DE.CM-7
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 8.16
NICE Framework: DD-WRL-005
NICE Framework: DD-WRL-007
NICE Framework: IO-WRL-006
NICE Framework: OG-WRL-016
NICE Framework: PD-WRL-001
NICE Framework: PD-WRL-004
OWASP Top 10 LLM Applications: LLM01-2025
OWASP Top 10 LLM Applications: LLM04-2025
OWASP Top 10 LLM Applications: LLM05-2025
OWASP Top 10 LLM Applications: LLM08-2025
OWASP Top 10 LLM Applications: LLM10-2025
PCI DSS: 5.2.1
PCI DSS: 5.2.2
PCI DSS: 5.3.2
PCI DSS: 11.3.1
PCI DSS: 11.3.2
PCI DSS: 6.4.3
PCI DSS: 10.3.4
SCF: MON-01
SCF: MON-01.7
SCF: END-01
SCF: END-04
SCF: END-06
SP 800-171 Rev 3: 03.01.03
SP 800-171 Rev 3: 03.03.03
SP 800-171 Rev 3: 03.04.02
SP 800-171 Rev 3: 03.04.03
SP 800-171 Rev 3: 03.12.03
SP 800-171 Rev 3: 03.14.06
SP 800-53 Rev 5.1.1: AC-04
SP 800-53 Rev 5.1.1: AC-09
SP 800-53 Rev 5.1.1: AU-12
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: CM-03
SP 800-53 Rev 5.1.1: CM-06
SP 800-53 Rev 5.1.1: CM-10
SP 800-53 Rev 5.1.1: CM-11
SP 800-53 Rev 5.1.1: SC-34
SP 800-53 Rev 5.1.1: SC-35
SP 800-53 Rev 5.1.1: SI-04
SP 800-53 Rev 5.1.1: SI-07
SP 800-53 Rev 5.2.0: AC-04
SP 800-53 Rev 5.2.0: AC-09
SP 800-53 Rev 5.2.0: AU-12
SP 800-53 Rev 5.2.0: CA-07
SP 800-53 Rev 5.2.0: CM-03
SP 800-53 Rev 5.2.0: CM-06
SP 800-53 Rev 5.2.0: CM-10
SP 800-53 Rev 5.2.0: CM-11
SP 800-53 Rev 5.2.0: SC-34
SP 800-53 Rev 5.2.0: SC-35
SP 800-53 Rev 5.2.0: SI-04
SP 800-53 Rev 5.2.0: SI-07
SP 800-81r3: 2.1.3
SP 800-81r3: 3.6.3
SP 800-81r3: 4.2.4"
"Withdrawn","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.AE","Adverse Event Analysis","Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents","DE.AE-01","[Withdrawn: Incorporated into ID.AM-03]","",""
"Active","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.AE","Adverse Event Analysis","Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents","DE.AE-02","Potentially adverse events are analyzed to better understand associated activities","Ex1: Use security information and event management (SIEM) or other tools to continuously monitor log events for known malicious and suspicious activity
Ex2: Utilize up-to-date cyber threat intelligence in log analysis tools to improve detection accuracy and characterize threat actors, their methods, and indicators of compromise
Ex3: Regularly conduct manual reviews of log events for technologies that cannot be sufficiently monitored through automation
Ex4: Use log analysis tools to generate reports on their findings","CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: SEF-05
CCMv4.0: SEF-06
CCMv4.0: UEM-09
CIS Controls v8.0: 8.11
CIS Controls v8.1: 8.11
CRI Profile v2.0: DE.AE-02
CRI Profile v2.0: DE.AE-02.01
CRI Profile v2.0: DE.AE-02.02
CSF v1.1: DE.AE-2
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.24
ISO/IEC 27001:2022: Annex A Controls: 5.25
NICE Framework: DD-WRL-008
NICE Framework: IO-WRL-006
NICE Framework: PD-WRL-001
NICE Framework: PD-WRL-005
NICE Framework: PD-WRL-006
NICE Framework: PD-WRL-007
OWASP Top 10 LLM Applications: LLM01-2025
OWASP Top 10 LLM Applications: LLM04-2025
OWASP Top 10 LLM Applications: LLM10-2025
PCI DSS: 10.2.1
PCI DSS: 10.4.1
PCI DSS: 10.4.2.1
PCI DSS: 10.3.3
PCI DSS: 10.3.4
PCI DSS: 6.3.1
SCF: IRO-02
SCF: IRO-02.4
SP 800-171 Rev 3: 03.03.05
SP 800-171 Rev 3: 03.06.01
SP 800-171 Rev 3: 03.12.03
SP 800-171 Rev 3: 03.14.06
SP 800-53 Rev 5.1.1: AU-06
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: SI-04
SP 800-53 Rev 5.2.0: AU-06
SP 800-53 Rev 5.2.0: CA-07
SP 800-53 Rev 5.2.0: IR-04
SP 800-53 Rev 5.2.0: SI-04"
"Active","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.AE","Adverse Event Analysis","Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents","DE.AE-03","Information is correlated from multiple sources","Ex1: Constantly transfer log data generated by other sources to a relatively small number of log servers
Ex2: Use event correlation technology (e.g., SIEM) to collect information captured by multiple sources
Ex3: Utilize cyber threat intelligence to help correlate events among log sources","CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: SEF-05
CRI Profile v2.0: DE.AE-03
CRI Profile v2.0: DE.AE-03.01
CRI Profile v2.0: DE.AE-03.02
CSF v1.1: DE.AE-3
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 8.15
ISO/IEC 27001:2022: Annex A Controls: 8.16
NICE Framework: IO-WRL-001
NICE Framework: IO-WRL-006
NICE Framework: PD-WRL-001
NICE Framework: PD-WRL-006
OWASP Top 10 LLM Applications: LLM01-2025
OWASP Top 10 LLM Applications: LLM04-2025
PCI DSS: 10.2.1
PCI DSS: 10.3.3
PCI DSS: 10.4.1
PCI DSS: 12.5.1
PCI DSS: 1.2.4
SCF: MON-02
SCF: MON-02.1
SCF: IRO-02
SCF: IRO-02.5
SP 800-171 Rev 3: 03.03.05
SP 800-171 Rev 3: 03.06.01
SP 800-171 Rev 3: 03.06.02
SP 800-171 Rev 3: 03.06.05
SP 800-171 Rev 3: 03.12.03
SP 800-171 Rev 3: 03.14.06
SP 800-53 Rev 5.1.1: AU-06
SP 800-53 Rev 5.1.1: CA-07
SP 800-53 Rev 5.1.1: PM-16
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: IR-05
SP 800-53 Rev 5.1.1: IR-08
SP 800-53 Rev 5.1.1: SI-04
SP 800-53 Rev 5.2.0: AU-06
SP 800-53 Rev 5.2.0: CA-07
SP 800-53 Rev 5.2.0: PM-16
SP 800-53 Rev 5.2.0: IR-04
SP 800-53 Rev 5.2.0: IR-05
SP 800-53 Rev 5.2.0: IR-08
SP 800-53 Rev 5.2.0: SI-04"
"Active","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.AE","Adverse Event Analysis","Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents","DE.AE-04","The estimated impact and scope of adverse events are understood","Ex1: Use SIEMs or other tools to estimate impact and scope, and review and refine the estimates
Ex2: A person creates their own estimates of impact and scope","CCMv4.0: LOG-03
CCMv4.0: SEF-05
CCMv4.0: SEF-06
CRI Profile v2.0: DE.AE-04
CRI Profile v2.0: DE.AE-04.01
CSF v1.1: DE.AE-4
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.25
NICE Framework: DD-WRL-004
NICE Framework: IO-WRL-006
NICE Framework: OG-WRL-002
NICE Framework: OG-WRL-012
NICE Framework: PD-WRL-001
NICE Framework: PD-WRL-006
OWASP Top 10 LLM Applications: LLM01-2025
OWASP Top 10 LLM Applications: LLM02-2025
OWASP Top 10 LLM Applications: LLM04-2025
PCI DSS: 10.2.1
PCI DSS: 10.4.1
PCI DSS: 1.2.3
PCI DSS: 1.2.4
PCI DSS: 12.5.1
SCF: IRO-02
SCF: IRO-02.4
SP 800-53 Rev 5.1.1: PM-09
SP 800-53 Rev 5.1.1: PM-11
SP 800-53 Rev 5.1.1: PM-18
SP 800-53 Rev 5.1.1: PM-28
SP 800-53 Rev 5.1.1: PM-30
SP 800-53 Rev 5.2.0: PM-09
SP 800-53 Rev 5.2.0: PM-11
SP 800-53 Rev 5.2.0: PM-18
SP 800-53 Rev 5.2.0: PM-28
SP 800-53 Rev 5.2.0: PM-30"
"Withdrawn","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.AE","Adverse Event Analysis","Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents","DE.AE-05","[Withdrawn: Moved to DE.AE-08]","",""
"Active","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.AE","Adverse Event Analysis","Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents","DE.AE-06","Information on adverse events is provided to authorized staff and tools","Ex1: Use cybersecurity software to generate alerts and provide them to the security operations center (SOC), incident responders, and incident response tools
Ex2: Incident responders and other authorized personnel can access log analysis findings at all times
Ex3: Automatically create and assign tickets in the organization's ticketing system when certain types of alerts occur
Ex4: Manually create and assign tickets in the organization's ticketing system when technical staff discover indicators of compromise","CCMv4.0: CCC-07
CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: LOG-13
CCMv4.0: SEF-05
CCMv4.0: SEF-06
CRI Profile v2.0: DE.AE-06
CRI Profile v2.0: DE.AE-06.01
CSF v1.1: DE.DP-4
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.26
NICE Framework: IO-WRL-006
NICE Framework: PD-WRL-001
NICE Framework: PD-WRL-005
NICE Framework: PD-WRL-006
NICE Framework: PD-WRL-007
PCI DSS: 12.10.1
PCI DSS: 10.3.1
PCI DSS: 10.3.3
PCI DSS: 12.10.3
SCF: MON-01.8
SCF: MON-01.12
SCF: MON-02
SCF: MON-02.1
SCF: IRO-02
SCF: IRO-02.4
SCF: IRO-04
SCF: IRO-07
SCF: IRO-09
SCF: IRO-10
SP 800-171 Rev 3: 03.06.01
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: PM-15
SP 800-53 Rev 5.1.1: PM-16
SP 800-53 Rev 5.1.1: RA-03
SP 800-53 Rev 5.1.1: RA-10
SP 800-53 Rev 5.2.0: IR-04
SP 800-53 Rev 5.2.0: PM-15
SP 800-53 Rev 5.2.0: PM-16
SP 800-53 Rev 5.2.0: RA-04
SP 800-53 Rev 5.2.0: RA-10"
"Active","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.AE","Adverse Event Analysis","Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents","DE.AE-07","Cyber threat intelligence and other contextual information are integrated into the analysis","Ex1: Securely provide cyber threat intelligence feeds to detection technologies, processes, and personnel
Ex2: Securely provide information from asset inventories to detection technologies, processes, and personnel
Ex3: Rapidly acquire and analyze vulnerability disclosures for the organization's technologies from suppliers, vendors, and third-party security advisories","CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: SEF-06
CRI Profile v2.0: DE.AE-07
CRI Profile v2.0: DE.AE-07.01
CRI Profile v2.0: DE.AE-07.02
CSF v1.1: DE.AE-3
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.7
NICE Framework: DD-WRL-008
NICE Framework: IO-WRL-001
NICE Framework: IO-WRL-006
NICE Framework: PD-WRL-001
NICE Framework: PD-WRL-006
OWASP Top 10 LLM Applications: LLM01-2025
OWASP Top 10 LLM Applications: LLM03-2025
OWASP Top 10 LLM Applications: LLM04-2025
PCI DSS: 6.3.1
PCI DSS: 12.5.1
PCI DSS: 12.3.4
PCI DSS: 6.4.3
SCF: THR-01
SCF: THR-03
SP 800-171 Rev 3: 03.11.01
SP 800-53 Rev 5.1.1: PM-16
SP 800-53 Rev 5.1.1: RA-03
SP 800-53 Rev 5.1.1: RA-10
SP 800-53 Rev 5.2.0: PM-16
SP 800-53 Rev 5.2.0: RA-03
SP 800-53 Rev 5.2.0: RA-10"
"Active","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.AE","Adverse Event Analysis","Anomalies, indicators of compromise, and other potentially adverse events are analyzed to characterize the events and detect cybersecurity incidents","DE.AE-08","Incidents are declared when adverse events meet the defined incident criteria","Ex1: Apply incident criteria to known and assumed characteristics of activity in order to determine whether an incident should be declared
Ex2: Take known false positives into account when applying incident criteria","CCMv4.0: LOG-03
CCMv4.0: LOG-05
CCMv4.0: SEF-02
CCMv4.0: SEF-06
CCMv4.0: SEF-07
CRI Profile v2.0: DE.AE-08
CRI Profile v2.0: DE.AE-08.01
CSF v1.1: DE.AE-5
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.25
ISO/IEC 27001:2022: Annex A Controls: 5.26
NICE Framework: IO-WRL-006
NICE Framework: OG-WRL-007
NICE Framework: OG-WRL-010
NICE Framework: PD-WRL-001
NICE Framework: PD-WRL-003
NICE Framework: PD-WRL-006
PCI DSS: 12.10.1
PCI DSS: 12.10.2
PCI DSS: 12.10.4
SCF: IRO-02
SCF: IRO-02.4
SP 800-171 Rev 3: 03.06.05
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: IR-08
SP 800-53 Rev 5.2.0: IR-04
SP 800-53 Rev 5.2.0: IR-08"
"Withdrawn","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.DP","Detection Processes","[Withdrawn: Incorporated into other Categories and Functions]","DE.DP-01","[Withdrawn: Incorporated into GV.RR-02]","",""
"Withdrawn","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.DP","Detection Processes","[Withdrawn: Incorporated into other Categories and Functions]","DE.DP-02","[Withdrawn: Incorporated into DE.AE]","",""
"Withdrawn","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.DP","Detection Processes","[Withdrawn: Incorporated into other Categories and Functions]","DE.DP-03","[Withdrawn: Incorporated into ID.IM-02]","",""
"Withdrawn","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.DP","Detection Processes","[Withdrawn: Incorporated into other Categories and Functions]","DE.DP-04","[Withdrawn: Incorporated into DE.AE-06]","",""
"Withdrawn","DE","DETECT","Possible cybersecurity attacks and compromises are found and analyzed","DE.DP","Detection Processes","[Withdrawn: Incorporated into other Categories and Functions]","DE.DP-05","[Withdrawn: Incorporated into ID.IM, ID.IM-03]","",""
"Active","RS","RESPOND","Actions regarding a detected cybersecurity incident are taken","RS.MA","Incident Management","Responses to detected cybersecurity incidents are managed","RS.MA-01","The incident response plan is executed in coordination with relevant third parties once an incident is declared","Ex1: Detection technologies automatically report confirmed incidents
Ex2: Request incident response assistance from the organization's incident response outsourcer
Ex3: Designate an incident lead for each incident
Ex4: Initiate execution of additional cybersecurity plans as needed to support incident response (for example, business continuity and disaster recovery)","CCMv4.0: BCR-07
CCMv4.0: IVS-09
CCMv4.0: SEF-01
CCMv4.0: SEF-03
CCMv4.0: SEF-07
CIS Controls v8.0: 17.4
CIS Controls v8.1: 17.4
CRI Profile v2.0: RS.MA-01
CRI Profile v2.0: RS.MA-01.01
CSF v1.1: RS.RP-1
CSF v1.1: RS.CO-4
CoP: D1
IRP: IRP-Sec-6
IRP: IRP-Sec-6
IRP: IRP-Sec-6
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.26
ISO/IEC 27001:2022: Annex A Controls: 5.27
ISO/IEC 27001:2022: Annex A Controls: 5.28
NICE Framework: IO-WRL-005
NICE Framework: IO-WRL-007
NICE Framework: OG-WRL-007
NICE Framework: OG-WRL-010
NICE Framework: PD-WRL-001
NICE Framework: PD-WRL-003
NICE Framework: PD-WRL-004
OWASP Top 10 LLM Applications: LLM01-2025
OWASP Top 10 LLM Applications: LLM02-2025
OWASP Top 10 LLM Applications: LLM04-2025
PCI DSS: 12.10.1
PCI DSS: 12.10.3
PCI DSS: 12.10.2
PCI DSS: 12.8.2
SCF: IRO-02
SCF: IRO-02.5
SCF: IRO-04
SCF: IRO-07
SCF: IRO-10
SP 800-171 Rev 3: 03.06.02
SP 800-171 Rev 3: 03.06.05
SP 800-171 Rev 3: 03.17.03
SP 800-53 Rev 5.1.1: IR-06
SP 800-53 Rev 5.1.1: IR-07
SP 800-53 Rev 5.1.1: IR-08
SP 800-53 Rev 5.1.1: SR-03
SP 800-53 Rev 5.1.1: SR-08
SP 800-53 Rev 5.2.0: IR-06
SP 800-53 Rev 5.2.0: IR-07
SP 800-53 Rev 5.2.0: IR-08
SP 800-53 Rev 5.2.0: SR-03
SP 800-53 Rev 5.2.0: SR-08"
"Active","RS","RESPOND","Actions regarding a detected cybersecurity incident are taken","RS.MA","Incident Management","Responses to detected cybersecurity incidents are managed","RS.MA-02","Incident reports are triaged and validated","Ex1: Preliminarily review incident reports to confirm that they are cybersecurity-related and necessitate incident response activities
Ex2: Apply criteria to estimate the severity of an incident","CCMv4.0: SEF-06
CRI Profile v2.0: RS.MA-02
CRI Profile v2.0: RS.MA-02.01
CSF v1.1: RS.AN-1
CSF v1.1: RS.AN-2
CoP: D3
ISO/IEC 27001:2022: Mandatory Clause: None
ISO/IEC 27001:2022: Annex A Controls: 5.24
ISO/IEC 27001:2022: Annex A Controls: 5.26
ISO/IEC 27001:2022: Annex A Controls: 5.27
ISO/IEC 27001:2022: Annex A Controls: 5.28
ISO/IEC 27001:2022: Annex A Controls: 6.8
NICE Framework: IO-WRL-005
NICE Framework: IO-WRL-006
NICE Framework: IO-WRL-007
NICE Framework: PD-WRL-001
NICE Framework: PD-WRL-002
NICE Framework: PD-WRL-003
NICE Framework: PD-WRL-005
OWASP Top 10 LLM Applications: LLM01-2025
OWASP Top 10 LLM Applications: LLM02-2025
PCI DSS: 10.4.1
PCI DSS: 10.2.1
PCI DSS: 12.10.1
PCI DSS: 12.10.4
SCF: IRO-02
SCF: IRO-04
SP 800-171 Rev 3: 03.06.01
SP 800-171 Rev 3: 03.06.02
SP 800-53 Rev 5.1.1: IR-04
SP 800-53 Rev 5.1.1: IR-05
SP 800-53 Rev 5.1.1: IR-06
SP 800-53 Rev 5.2.0: IR-04
SP 800-53 Rev 5.2.0: IR-05
SP 800-53 Rev 5.2.0: IR-06"
