"requirement_id","module","name","cia","applicable_threats"
"DER.3.2.A15","DER.3.2","Selection of Appropriate Audit Techniques","","G 0.18"
"DER.3.2.A16","DER.3.2","Creating a Procedure for the On-Site Audit","","G 0.18"
"DER.3.2.A17","DER.3.2","Conducting the On-Site Audit","","G 0.18|G 0.46"
"DER.3.2.A18","DER.3.2","Conducting Interviews","","G 0.18"
"DER.3.2.A19","DER.3.2","Reviewing Risk Treatment Options","","G 0.18|G 0.29"
"DER.3.2.A20","DER.3.2","Following Up on the On-Site Audit","","G 0.18"
"DER.3.2.A21","DER.3.2","Creation of an IS Audit Report","","G 0.18|G 0.29|G 0.46"
"DER.3.2.A22","DER.3.2","Following Up on an IS Audit","","G 0.18"
"DER.4.A1","DER.4","Creating an Emergency Handbook","","G 0.18|G 0.27|G 0.29"
"DER.4.A2","DER.4","Integration of Business Continuity Management and Information Security Management","","G 0.18"
"DER.4.A3","DER.4","Specifying the Scope and the Business Continuity Strategy","CIA","G 0.18"
"DER.4.A4","DER.4","Policy for Business Continuity Management and Acceptance of Overall Responsibility by Top Managemen","CIA","G 0.18"
"DER.4.A5","DER.4","Establishing a Suitable Organisational Structure for Business Continuity Management","CIA","G 0.18|G 0.27"
"DER.4.A6","DER.4","Providing Adequate Resources for Business Continuity Management","CIA","G 0.18|G 0.27"
"DER.4.A7","DER.4","Creating a Contingency Concept","CIA","G 0.18|G 0.27"
"DER.4.A8","DER.4","Integrating Employees into the Business Continuity Management Process","CIA","G 0.18"
"DER.4.A9","DER.4","Integrating Employees into the Business Continuity Management Process","CIA","G 0.18"
"DER.4.A10","DER.4","Tests and Emergency Drills","CIA","G 0.18|G 0.27"
"DER.4.A12","DER.4","Documentation in the Business Continuity Management Process","CIA","G 0.18|G 0.19"
"DER.4.A13","DER.4","Checking and Controlling the Business Continuity Management System","CIA","G 0.18"
"DER.4.A14","DER.4","Regular Checking and Improvement of Business Continuity Safeguards","CIA","G 0.18"
"DER.4.A15","DER.4","Assessing the Performance of the Business Continuity Management System","CIA","G 0.18"
"DER.4.A16","DER.4","Contingency Planning and Emergency Response Planning for Outsourced Components","CIA","G 0.11|G 0.18"
"IND.1.A1","IND.1","Integration into the Security Organisation","","G 0.18|G 0.19|G 0.20|G 0.29|G 0.30"
"IND.1.A3","IND.1","Protection Against Malware","","G 0.14|G 0.39|G 0.41"
"IND.1.A4","IND.1","Documentation of OT Infrastructure","","G 0.9|G 0.14|G 0.21|G 0.23|G 0.32"
"IND.1.A5","IND.1","Development of a Suitable Zone Concept","","G 0.9|G 0.11|G 0.15|G 0.18"
"IND.1.A6","IND.1","Change Management in OT Operations","","G 0.9|G 0.11|G 0.14|G 0.37"
"IND.1.A7","IND.1","Establishing Comprehensive Authorisation Management Across OT and Office IT","","G 0.32|G 0.36|G 0.37"
"IND.1.A8","IND.1","Secure Administration","","G 0.11|G 0.14|G 0.19|G 0.21|G 0.23|G 0.30"
"IND.1.A9","IND.1","Restrictive Use of Removable Media and Mobile Devices in ICS Environments","","G 0.19|G 0.39|G 0.41|G 0.46"
"IND.1.A10","IND.1","Monitoring, Logging and Detection","","G 0.32|G 0.37|G 0.39|G 0.41"
"IND.1.A11","IND.1","Secure Procurement and System Development","","G 0.18|G 0.20|G 0.23|G 0.28"
"IND.1.A12","IND.1","Establishing Vulnerability Management","","G 0.23|G 0.28|G 0.39|G 0.41"
"IND.1.A13","IND.1","Contingency Planning for OT","A","G 0.5|G 0.6|G 0.9|G 0.11|G 0.41"
"IND.1.A14","IND.1","Strong Authentication for OT Components","CIA","G 0.30|G 0.32|G 0.36"
"IND.1.A15","IND.1","Monitoring of Wide-Ranging Authorisations","CIA","G 0.30|G 0.32|G 0.36"
"IND.1.A16","IND.1","Stronger Compartmentalisation of Zones","IA","G 0.23|G 0.32|G 0.41"
"IND.1.A17","IND.1","Regular Security Vetting","I","G 0.29|G 0.30|G 0.32"
"IND.1.A18","IND.1","Logging","","G 0.21|G 0.22|G 0.30|G 0.37"
"IND.1.A19","IND.1","Creating Backups","","G 0.17|G 0.37"
"IND.1.A20","IND.1","System Documentation","","G 0.17|G 0.37"
"IND.1.A21","IND.1","Documentation of Communication Relationships","","G 0.9|G 0.17|G 0.18"
"IND.1.A22","IND.1","Central System Logging and System Monitoring","","G 0.21|G 0.22|G 0.30|G 0.37"
"IND.1.A23","IND.1","Disposal of ICS Components","","G 0.19"
"IND.1.A24","IND.1","Communication in the Event of Incidents","A","G 0.9|G 0.25"
"IND.2.1.A1","IND.2.1","Restriction of Access to Configuration and Maintenance Interfaces","","G 0.14|G 0.19|G 0.21|G 0.23|G 0.30|G 0.32|G 0.41|G 0.43|G 0.45|G 0.46"
"IND.2.1.A2","IND.2.1","Using Secure Transmission Protocols for Configuration and Maintenance","","G 0.14|G 0.19|G 0.21|G 0.23|G 0.39|G 0.41|G 0.46"
"IND.2.1.A4","IND.2.1","Disabling or Uninstalling Unused Services, Functions, and Interfaces","","G 0.14|G 0.15|G 0.19|G 0.21|G 0.22|G 0.23|G 0.30|G 0.41"
"IND.2.1.A6","IND.2.1","Network Segmentation","","G 0.14|G 0.15|G 0.21|G 0.22|G 0.23|G 0.30|G 0.31|G 0.32|G 0.39|G 0.40|G 0.41"
"IND.2.1.A7","IND.2.1","Creating Backups","","G 0.2|G 0.4|G 0.8|G 0.9|G 0.10|G 0.12|G 0.25|G 0.39|G 0.40|G 0.41|G 0.45"
"IND.2.1.A8","IND.2.1","Protection Against Malware","","G 0.14|G 0.19|G 0.21|G 0.22|G 0.23|G 0.25|G 0.28|G 0.30|G 0.39"
"IND.2.1.A11","IND.2.1","Maintenance of ICS Components","","G 0.14|G 0.19|G 0.21|G 0.23|G 0.28|G 0.30|G 0.31|G 0.32|G 0.39|G 0.41"
"IND.2.1.A13","IND.2.1","Appropriate Commissioning of ICS Components","","G 0.12|G 0.14|G 0.15|G 0.21|G 0.23|G 0.25|G 0.28|G 0.39|G 0.41"
"IND.2.1.A16","IND.2.1","Protecting External Interfaces","","G 0.14|G 0.19|G 0.21|G 0.22|G 0.23|G 0.30|G 0.39|G 0.41|G 0.45"
"IND.2.1.A17","IND.2.1","Use of Secure Protocols for the Transmission of Measurement and Control Data","","G 0.14|G 0.19|G 0.21|G 0.22|G 0.30|G 0.37|G 0.39|G 0.41|G 0.46"
"IND.2.1.A18","IND.2.1","Communication in the Event of Incidents","A","G 0.9|G 0.45"
"IND.2.1.A19","IND.2.1","Security Tests","CIA","G 0.8|G 0.9|G 0.14|G 0.21|G 0.23|G 0.28|G 0.30|G 0.39|G 0.40|G 0.41|G 0.46"
"IND.2.1.A20","IND.2.1","Trustworthy Code","IA","G 0.14|G 0.21|G 0.23|G 0.28|G 0.39"
"IND.2.2.A1","IND.2.2","Extended System Documentation for Programmable Logic Controllers","","G 0.21|G 0.22|G 0.23|G 0.41"
"IND.2.2.A3","IND.2.2","Time Synchronisation","","G 0.21|G 0.22"
"IND.2.3.A1","IND.2.3","Installation of Sensors","","G 0.14|G 0.18|G 0.30"
"IND.2.3.A2","IND.2.3","Calibration of Sensors","","G 0.14|G 0.21|G 0.28|G 0.30"
"IND.2.3.A3","IND.2.3","Wireless Communication","I","G 0.14|G 0.18|G 0.21|G 0.23|G 0.28|G 0.30"
"IND.2.4.A1","IND.2.4","Remote Maintenance by Mechanical and System Engineers","","G 0.11|G 0.14|G 0.18|G 0.21|G 0.22|G 0.30"
"IND.2.4.A2","IND.2.4","Operation After End of Warranty","","G 0.21|G 0.39"
"IND.2.7.A1","IND.2.7","Recording and Documentation","","G 0.14|G 0.15|G 0.19|G 0.21|G 0.23|G 0.30|G 0.41|G 0.42|G 0.46"
"IND.2.7.A2","IND.2.7","Specified Use of Hardware and Software Components","","G 0.14|G 0.15|G 0.19|G 0.21|G 0.23|G 0.30|G 0.41|G 0.42|G 0.46"
"IND.2.7.A3","IND.2.7","Changing the Application Program on the Logic System","","G 0.21|G 0.41|G 0.42|G 0.46"
"IND.2.7.A4","IND.2.7","Making Information Security an Integral Part of Functional Safety Management","","G 0.5|G 0.6|G 0.9|G 0.11|G 0.14|G 0.15|G 0.19|G 0.20|G 0.21|G 0.23|G 0.28|G 0.29|G 0.30|G 0.32|G 0.36|G 0.37|G 0.39|G 0.41|G 0.42"
"IND.2.7.A5","IND.2.7","SIS Business Continuity Management","","G 0.5|G 0.6|G 0.9|G 0.11|G 0.14|G 0.41"
"IND.2.7.A6","IND.2.7","Secure Planning and Specification of SIS","","G 0.5|G 0.6|G 0.9|G 0.11|G 0.14|G 0.15|G 0.18|G 0.19|G 0.20|G 0.21|G 0.23|G 0.41"
"IND.2.7.A7","IND.2.7","Separation and Independence of the SIS from the Environment","","G 0.6|G 0.9|G 0.14|G 0.15|G 0.19|G 0.21|G 0.23|G 0.41|G 0.42|G 0.46"
"IND.2.7.A8","IND.2.7","Secure Transfer of Engineering Data to SIS","","G 0.20|G 0.21|G 0.23|G 0.41|G 0.46"
"IND.2.7.A9","IND.2.7","Protection of Data and Signal Connections","","G 0.9|G 0.14|G 0.15|G 0.19|G 0.21|G 0.23|G 0.41|G 0.46"
"IND.2.7.A10","IND.2.7","Displays and Alerts Pertaining to Simulated or Bridged Variables","","G 0.23|G 0.41|G 0.42"
"IND.2.7.A11","IND.2.7","Dealing with Integrated Systems","","G 0.6|G 0.14|G 0.15|G 0.19|G 0.20|G 0.21|G 0.23|G 0.41|G 0.42|G 0.46"
"IND.2.7.A12","IND.2.7","Ensuring the Integrity and Authenticity of Application Programs and Configuration Data","I","G 0.20|G 0.21|G 0.23|G 0.28|G 0.41"
"IND.3.2.A1","IND.3.2","Planning the Use of Remote Maintenance in OT","","G 0.18|G 0.28"
"IND.3.2.A2","IND.3.2","Consistent Documentation of Remote Maintenance by OT and Office and Building IT","","G 0.18"
"IND.3.2.A3","IND.3.2","Regular Checks and Exceptions for Existing OT Remote Maintenance Access","","G 0.18|G 0.23|G 0.30|G 0.40"
"IND.3.2.A4","IND.3.2","Binding Regulation of OT Remote Maintenance by Third Parties","","G 0.18|G 0.30|G 0.31|G 0.32"
"IND.3.2.A5","IND.3.2","Internal Coordination for OT Remote Maintenance with Office and Building IT","","G 0.18|G 0.30|G 0.40"
"IND.3.2.A6","IND.3.2","Securing All Remote Maintenance Access to OT","","G 0.20|G 0.23|G 0.30"
"IND.3.2.A7","IND.3.2","Technical Decoupling of Access","","G 0.23|G 0.30|G 0.37"
"IND.3.2.A8","IND.3.2","Explicit Approval of Every OT Remote Maintenance Session","","G 0.23|G 0.30|G 0.32"
"IND.3.2.A9","IND.3.2","Secure Exchange of Files Involved in OT Remote Maintenance","","G 0.37|G 0.39|G 0.43"
"IND.3.2.A10","IND.3.2","Observation and Control of OT Remote Maintenance Sessions","","G 0.24|G 0.25|G 0.31|G 0.32|G 0.33|G 0.37|G 0.41"
"IND.3.2.A11","IND.3.2","Central Management of All User Accounts for OT Remote Maintenance","","G 0.30"
"IND.3.2.A12","IND.3.2","Dedicated OT Remote Maintenance Solution","CIA","G 0.18|G 0.23|G 0.27|G 0.30"
"IND.3.2.A13","IND.3.2","Logging of Contents of Remote Maintenance Access in OT","CI","G 0.37"
"IND.3.2.A14","IND.3.2","Technical Control of Remote Maintenance Sessions","CIA","G 0.18|G 0.31|G 0.32|G 0.37"
"INF.1.A1","INF.1","Planning the Building Protection","","G 0.1|G 0.2|G 0.3|G 0.4|G 0.5|G 0.6|G 0.7|G 0.8|G 0.10|G 0.18|G 0.29|G 0.34|G 0.44"
"INF.1.A2","INF.1","Appropriate Segmentation of Circuit","","G 0.8"
"INF.1.A3","INF.1","Compliance with Fire Prevention Regulations","","G 0.1|G 0.4|G 0.5|G 0.6|G 0.18|G 0.29"
"INF.1.A4","INF.1","Fire Detection in Buildings","","G 0.1|G 0.18|G 0.29"
"INF.1.A5","INF.1","Hand-Held Fire Extinguishers","","G 0.1|G 0.18|G 0.29"
"INF.1.A6","INF.1","Closed Windows and Doors","","G 0.3|G 0.7|G 0.16|G 0.44"
"INF.1.A7","INF.1","Site Access Regulations and Control","","G 0.7|G 0.16|G 0.44"
"INF.1.A8","INF.1","Smoking Ban","","G 0.1|G 0.4"
"INF.1.A9","INF.1","Security Concept for Building Use","","G 0.2|G 0.7|G 0.16|G 0.18|G 0.34|G 0.44"
"INF.1.A10","INF.1","Compliance with Relevant Standards and Regulations","","G 0.18|G 0.29"
"INF.1.A12","INF.1","Key Management","","G 0.1|G 0.3|G 0.16|G 0.18|G 0.44"
"INF.1.A13","INF.1","Regulations Governing Access to Distributors","","G 0.8|G 0.10|G 0.44"
"INF.1.A14","INF.1","Lightning Protection Devices","","G 0.1|G 0.5|G 0.8|G 0.10|G 0.18"
"INF.1.A15","INF.1","Plans Detailing the Location of Supply Lines","","G 0.8|G 0.10"
"INF.1.A16","INF.1","Avoiding References to the Locations of Sensitive Building Areas","","G 0.34"
"INF.1.A17","INF.1","Structural Smoke Protection","","G 0.1|G 0.18|G 0.29"
"INF.1.A18","INF.1","On-Site Fire Safety Inspections","","G 0.1|G 0.4|G 0.18|G 0.29"
"INF.1.A19","INF.1","Notification of the Fire Safety Officer","","G 0.1|G 0.18"
"INF.1.A20","INF.1","Alert Plan and Fire Drills","","G 0.1|G 0.5|G 0.6|G 0.34"
"INF.1.A22","INF.1","Secure Doors and Windows","CIA","G 0.1|G 0.7|G 0.16|G 0.34|G 0.44"
"INF.1.A23","INF.1","Formation of Security Zones","C","G 0.7|G 0.16|G 0.34|G 0.44"
"INF.1.A24","INF.1","Automatic Drainage","A","G 0.3|G 0.5"
"INF.1.A25","INF.1","Selection of Appropriate Locations","A","G 0.2|G 0.3|G 0.5|G 0.6|G 0.8|G 0.10|G 0.18"
"INF.1.A26","INF.1","Gatekeeper or Security Service","CIA","G 0.16|G 0.44"
"INF.1.A27","INF.1","Burglary Protection","","G 0.16|G 0.44"
"INF.1.A30","INF.1","Selection of an Appropriate Building","CIA","G 0.2|G 0.3|G 0.5|G 0.6|G 0.8|G 0.10|G 0.18|G 0.44"
"INF.1.A31","INF.1","Moving Out of Buildings","C","G 0.16|G 0.18|G 0.44"
"INF.1.A32","INF.1","Firestop Seal Register","A","G 0.18"
"INF.1.A34","INF.1","Intruder and Fire Detection System","A","G 0.1"
"INF.1.A35","INF.1","Perimeter Protection","CA","G 0.7|G 0.16|G 0.44"
"INF.1.A36","INF.1","Regular Documentation Updates","","G 0.1|G 0.8|G 0.10|G 0.29"
"INF.10.A1","INF.10","Secure Use of Meeting, Event, and Training Rooms","","G 0.16|G 0.21|G 0.24|G 0.44"
"INF.10.A3","INF.10","Closed Windows and Doors","","G 0.21|G 0.24|G 0.41|G 0.44"
"INF.10.A4","INF.10","Planning Meeting, Event, and Training Rooms","","G 0.14|G 0.15|G 0.41"
"INF.10.A5","INF.10","Exposed Cable","","G 0.18"
"INF.10.A6","INF.10","Configuring Secure Network Access","","G 0.14|G 0.15|G 0.41"
"INF.10.A7","INF.10","Secure Configuration of Training and Presentation Computers","","G 0.14|G 0.18|G 0.21|G 0.41|G 0.45"
"INF.10.A8","INF.10","Creating a Proof of Use for Rooms","","G 0.41|G 0.44"
"INF.10.A9","INF.10","Resetting Training and Presentation Computers","CA","G 0.14|G 0.15|G 0.41"
"INF.10.A10","INF.10","Ban on Carrying Mobile Phones","C","G 0.14|G 0.15"
"INF.11.A1","INF.11","Planning and Procurement","","G 0.18|G 0.19"
"INF.11.A2","INF.11","Maintenance, Inspection, and Updates","","G 0.18|G 0.19|G 0.25"
"INF.11.A3","INF.11","Regulations for the Use of Vehicles","","G 0.2|G 0.18|G 0.19|G 0.25"
"INF.11.A4","INF.11","Creating a Security Policy","","G 0.18"
"INF.11.A5","INF.11","Creating an Inventory List","","G 0.18"
"INF.11.A6","INF.11","Establishing Instructions","","G 0.18"
"INF.11.A7","INF.11","Proper Handling of Vehicles and Sensitive Information","","G 0.18|G 0.19"
"INF.11.A8","INF.11","Protection against Weather-Related Influences","","G 0.2"
"INF.11.A9","INF.11","Ensuring Fuel Supplies","","G 0.18"
"INF.11.A10","INF.11","Disposal","","G 0.19|G 0.29"
"INF.11.A11","INF.11","Replacement Arrangements in the Event of Breakdowns","A","G 0.27"
"INF.11.A12","INF.11","Anti-Theft System or Security Guards","CA","G 0.16"
"INF.11.A13","INF.11","Damaging Third-Party Interference","A","G 0.24"
"INF.11.A14","INF.11","Protection of Sensitive Information from Unauthorised Access and Disclosure","CIA","G 0.19|G 0.22"
"INF.11.A15","INF.11","Physical Protection of Interfaces","CIA","G 0.2|G 0.15|G 0.30"
"INF.11.A16","INF.11","Fire Extinguishing System","A","G 0.1"
"INF.11.A17","INF.11","Network Separation of the In-Vehicle Network with a Special Vehicle Network via Gateways","C","G 0.19"
"INF.12.A1","INF.12","Selection of Appropriate Cable Types","","G 0.8|G 0.9|G 0.12|G 0.18|G 0.25|G 0.26|G 0.27"
"INF.12.A2","INF.12","Planning Cable Routing","","G 0.1|G 0.2|G 0.8|G 0.9|G 0.12|G 0.18|G 0.21|G 0.25|G 0.26|G 0.29|G 0.41"
"INF.12.A3","INF.12","Proper Installation","","G 0.1|G 0.8|G 0.9|G 0.15|G 0.21|G 0.25|G 0.26|G 0.29|G 0.37|G 0.41"
"INF.12.A4","INF.12","EMC-Compliant Power Supply","","G 0.8"
"INF.12.A5","INF.12","Requirements Analysis for Cabling","","G 0.1|G 0.8|G 0.9|G 0.25|G 0.26|G 0.41"
"INF.12.A6","INF.12","Cabling Approval","","G 0.2|G 0.8|G 0.18|G 0.21|G 0.25|G 0.26|G 0.27|G 0.29|G 0.41"
"INF.12.A7","INF.12","Overvoltage Protection","","G 0.8|G 0.12|G 0.18"
"INF.12.A8","INF.12","Removing and Disabling Cables No Longer Required","","G 0.8|G 0.18|G 0.37"
"INF.12.A9","INF.12","Fire Prevention in Trays","","G 0.8|G 0.15|G 0.21"
"INF.12.A10","INF.12","Documentation and Labelling of Cabling","","G 0.8|G 0.15|G 0.18|G 0.37"
"INF.12.A11","INF.12","Neutral Documentation in Distributors","","G 0.8|G 0.15"
"INF.12.A12","INF.12","Inspection of Electrical Installations and Existing Connections","","G 0.8|G 0.9|G 0.12|G 0.21|G 0.25|G 0.26"
"INF.12.A13","INF.12","Avoidance of Electrical Ignition Sources","","G 0.1|G 0.8|G 0.12"
"INF.12.A14","INF.12","A-B Supply","A","G 0.8|G 0.12"
"INF.12.A15","INF.12","Material Protection of Cabling","IA","G 0.8|G 0.9|G 0.15|G 0.21|G 0.25|G 0.41"
"INF.12.A16","INF.12","Use of Cabinet Systems","IA","G 0.8|G 0.15|G 0.21|G 0.25|G 0.41"
"INF.12.A17","INF.12","Redundancies for IT Cabling","A","G 0.1|G 0.8|G 0.9|G 0.25|G 0.26|G 0.27|G 0.41"
"INF.13.A1","INF.13","Assessment of the Current Situation When Taking Over Existing Buildings","","G 0.18"
"INF.13.A2","INF.13","Regulation and Documentation of Responsibilities and Authorities in the Building","","G 0.18|G 0.29"
"INF.13.A3","INF.13","Documentation of Building Facilities","","G 0.18|G 0.29"
"INF.13.A4","INF.13","Creation of a Security Policy for TBM","","G 0.18|G 0.29"
"INF.13.A5","INF.13","Planning TBM","","G 0.18"
"INF.13.A6","INF.13","Drawing Up a TBM Concept","","G 0.9|G 0.10|G 0.18|G 0.19|G 0.25|G 0.33"
"INF.13.A7","INF.13","Creating a Radio Frequency Register","","G 0.9|G 0.25|G 0.26|G 0.27"
"INF.13.A8","INF.13","Creation and Maintenance of an Inventory for TBM","","G 0.18"
"INF.13.A9","INF.13","Regulation of the Use of Computer-Aided Facility Management","","G 0.18|G 0.30|G 0.32"
"INF.13.A10","INF.13","Regulation of the Use of Building Information Modelling","","G 0.18"
"INF.13.A11","INF.13","Adequate Hardening of Systems in TBM","","G 0.14|G 0.15|G 0.19|G 0.21|G 0.22|G 0.23|G 0.24|G 0.25|G 0.28|G 0.39|G 0.41|G 0.43|G 0.47"
"INF.13.A12","INF.13","Secure Configuration of TBM Systems","","G 0.19|G 0.21|G 0.22|G 0.23|G 0.24|G 0.25|G 0.26|G 0.28|G 0.39|G 0.41|G 0.43|G 0.47"
"INF.13.A13","INF.13","Secure Connection of Restricted Trusted Systems in TBM","","G 0.14|G 0.15|G 0.19|G 0.21|G 0.22|G 0.23|G 0.24|G 0.25|G 0.28|G 0.39|G 0.41|G 0.43|G 0.47"
"INF.13.A14","INF.13","Consideration of Special Roles and Authorisations in TBM","","G 0.18|G 0.30|G 0.32"
"INF.13.A15","INF.13","Protection Against Malware in TBM","","G 0.39"
"INF.13.A16","INF.13","Process for Changes in TBM","","G 0.18"
"INF.13.A17","INF.13","Provisions for Maintenance and Repairs in TBM","","G 0.9|G 0.10|G 0.18|G 0.24|G 0.25|G 0.30|G 0.32|G 0.44"
"INF.13.A18","INF.13","Proactive Maintenance in TBM","","G 0.9|G 0.10|G 0.18|G 0.25|G 0.27"
"INF.13.A19","INF.13","Conceptualisation and Implementation of Monitoring in TBM","","G 0.18|G 0.19"
"INF.13.A20","INF.13","Provisions for Event Management in TBM","","G 0.18"
"INF.13.A21","INF.13","Logging in TBM","","G 0.18|G 0.19|G 0.37"
"INF.13.A22","INF.13","Performing System Tests in TBM","","G 0.9|G 0.10|G 0.18|G 0.25|G 0.26|G 0.27|G 0.28"
"INF.13.A23","INF.13","Integration of TBM into Vulnerability Management","","G 0.18|G 0.28"
"INF.13.A24","INF.13","Ensuring Control of Cloud-Based Processes for TBM","","G 0.18|G 0.29"
"INF.13.A25","INF.13","Establishment of a Test Environment for TBM","CIA","G 0.9|G 0.10|G 0.18|G 0.25|G 0.26|G 0.27|G 0.28"
"INF.13.A26","INF.13","Securing BIM","CIA","G 0.14|G 0.15|G 0.19|G 0.21|G 0.22|G 0.23|G 0.25|G 0.26|G 0.32|G 0.41|G 0.43"
"INF.13.A27","INF.13","Establishment of a Private Cloud for TBM","CIA","G 0.18|G 0.19|G 0.29"
"INF.13.A28","INF.13","Secure Use of Artificial intelligence in TBM","CIA","G 0.18|G 0.19|G 0.29"
"INF.13.A29","INF.13","Integration of TBM into SIEM","CIA","G 0.18"
"INF.13.A30","INF.13","Performing Penetration Tests in TBM","CIA","G 0.28"
"INF.14.A1","INF.14","Planning BACS","","G 0.18"
"INF.14.A2","INF.14","Defining Commissioning and Interface Management for BACS","","G 0.18"
"INF.14.A3","INF.14","Secure Connection of Building Services and Building Services Systems","","G 0.9|G 0.10|G 0.14|G 0.15|G 0.18|G 0.19|G 0.22|G 0.25|G 0.26|G 0.46"
"INF.14.A4","INF.14","Consideration of Hazard Detection Systems in BACS","","G 0.9|G 0.18|G 0.19|G 0.25|G 0.26|G 0.29|G 0.40|G 0.43"
"INF.14.A5","INF.14","Documentation of BACS","","G 0.18|G 0.29"
"INF.14.A6","INF.14","Separation of BACS Networks","","G 0.9|G 0.19|G 0.23|G 0.40|G 0.43"
"INF.14.A7","INF.14","Drawing Up a Security Policy for BACS","","G 0.18"
"INF.14.A8","INF.14","Requirements Specification for BACS","","G 0.18|G 0.23"
"INF.14.A9","INF.14","Developing a BACS Concept","","G 0.18"
"INF.14.A10","INF.14","Formation of Independent BACS Areas","","G 0.9|G 0.10|G 0.18|G 0.25|G 0.26|G 0.40"
"INF.14.A11","INF.14","Securing Freely Accessible Ports and Access Points in BACS","","G 0.14|G 0.15|G 0.19|G 0.22|G 0.23|G 0.30|G 0.40|G 0.43"
"INF.14.A12","INF.14","Use of Secure Transmission Protocols for BACS","","G 0.14|G 0.15|G 0.19|G 0.22|G 0.23|G 0.43|G 0.46"
"INF.14.A13","INF.14","Network Segmentation in BACS","","G 0.9|G 0.19|G 0.23|G 0.40|G 0.43"
"INF.14.A14","INF.14","Use of BACS-Appropriate Access Protection","","G 0.18|G 0.30|G 0.32"
"INF.14.A15","INF.14","Security of BACS-Specific Networks","","G 0.14|G 0.15|G 0.19|G 0.22|G 0.23|G 0.43|G 0.46"
"INF.14.A16","INF.14","Securing Wireless Communication in BACS Networks","","G 0.14|G 0.15|G 0.19|G 0.22|G 0.23|G 0.43|G 0.46"
"INF.14.A17","INF.14","Securing Mobile Communications in BACS Networks","","G 0.14|G 0.15|G 0.19|G 0.22|G 0.23|G 0.43|G 0.46"
"INF.14.A18","INF.14","Secure Integration of BACS-External Systems","","G 0.14|G 0.15|G 0.19|G 0.22|G 0.23|G 0.30|G 0.43|G 0.46"
"INF.14.A19","INF.14","Use of Dedicated Address Ranges for BACS Networks","","G 0.9|G 0.25|G 0.26"
"INF.14.A20","INF.14","Avoiding Broadcast Communication in BACS Networks","","G 0.9|G 0.15|G 0.19|G 0.40"
"INF.14.A21","INF.14","Displaying Validity of Information in BACS","","G 0.20"
"INF.14.A22","INF.14","Ensuring Autonomous Functioning of BACS and Building Services Systems","","G 0.18|G 0.25|G 0.26"
"INF.14.A23","INF.14","Use of Physically Robust Components for BACS","","G 0.25|G 0.26"
"INF.14.A24","INF.14","Time Synchronisation for BACS","","G 0.18|G 0.25|G 0.26|G 0.46"
"INF.14.A25","INF.14","Dedicated Monitoring in BACS","","G 0.18|G 0.19"
"INF.14.A26","INF.14","Logging in BACS","","G 0.18|G 0.19|G 0.37"
"INF.14.A27","INF.14","Consideration of Interactions Between BACS Components in Contingency Planning","","G 0.18|G 0.25|G 0.26|G 0.29"
"INF.14.A28","INF.14","Physical Separation of BACS","CI","G 0.14|G 0.15|G 0.19|G 0.22|G 0.23|G 0.43|G 0.46"
"INF.14.A29","INF.14","Separation of Individual Building Services Systems","CI","G 0.14|G 0.15|G 0.19|G 0.22|G 0.23|G 0.43|G 0.46"
"INF.14.A30","INF.14","Provision of a Dedicated BACS Time Server for Time Synchronisation","IA","G 0.18|G 0.25|G 0.26|G 0.46"
"INF.2.A1","INF.2_","Defining Requirements","","G 0.6|G 0.7|G 0.29"
"INF.2.A2","INF.2_","Formation of Fire Zones","","G 0.1|G 0.8|G 0.10|G 0.24|G 0.25"
"INF.2.A3","INF.2_","Use of an Uninterruptible Power Supply","","G 0.8"
"INF.2.A4","INF.2_","Emergency Shutdown of the Power Supply","","G 0.1|G 0.8|G 0.24|G 0.26"
"INF.2.A5","INF.2_","Maintenance of Air Temperature and Humidity","","G 0.2"
"INF.2.A6","INF.2_","Site Access Control","","G 0.16|G 0.30|G 0.32|G 0.44"
"INF.2.A7","INF.2_","Locking and Securing Facilities","","G 0.16|G 0.30|G 0.32|G 0.44"
"INF.2.A8","INF.2_","Use of a Fire Alarm System","","G 0.1|G 0.8|G 0.10|G 0.24|G 0.25"
"INF.2.A9","INF.2_","Use of an Extinguishing or Fire Prevention System","","G 0.1|G 0.8|G 0.10|G 0.24|G 0.25"
"INF.2.A10","INF.2_","Inspection and Maintenance of Infrastructure","","G 0.1|G 0.8|G 0.10|G 0.25"
"INF.2.A11","INF.2_","Automatic Monitoring of Infrastructure","","G 0.10|G 0.24|G 0.26|G 0.31"
"INF.2.A12","INF.2_","Data Centre Perimeter Protection","","G 0.7|G 0.16|G 0.30|G 0.41|G 0.44"
"INF.2.A13","INF.2_","Planning and Installation of Alarm Systems","","G 0.1|G 0.3|G 0.4|G 0.6|G 0.7|G 0.8|G 0.10|G 0.16|G 0.24|G 0.25|G 0.26|G 0.30|G 0.31|G 0.34|G 0.41|G 0.44"
"INF.2.A14","INF.2_","Use of an Emergency Power System","","G 0.8"
"INF.2.A15","INF.2_","Overvoltage Protection Devices","","G 0.1|G 0.25"
"INF.2.A16","INF.2_","Air Conditioning in Data Centres","","G 0.2"
"INF.2.A17","INF.2_","Use of Early Fire Detection","","G 0.1|G 0.8|G 0.10|G 0.24|G 0.25"
"INF.2.A19","INF.2_","Functional Testing of Technical Infrastructure","","G 0.8|G 0.10|G 0.26|G 0.29"
