Title,QuickRef,Ev_ID,Paper_ID,Cat_ID,SubCat_ID,AddEv_ID,Category level,Risk category,Risk subcategory,Description,Additional ev.,P.Def,p.AddEv,Entity,Intent,Timing,Domain,Sub-domain
Regulating under Uncertainty: Governance Options for Generative AI,G'sell2024,47.04.06,47,4,6,,Risk Sub-Category,"Environmental, economical, and societal challenges ",Environmental cost (water consumption) ,"""Data centers use water for cooling to prevent servers from overheating. The water consumption associated with AI training and inference processes can be substantial, impacting local water resources.""",,112,,3 - Other,2 - Unintentional,1 - Pre-deployment,6. Socioeconomic and Environmental,6.6 > Environmental harm
Regulating under Uncertainty: Governance Options for Generative AI,G'sell2025,47.04.07,47,4,7,,Risk Sub-Category,"Environmental, economical, and societal challenges ",Artificial general intelligence (existential risk posed by Artificial General Intelligence) ,"""In a paper called “How Does Artificial Intelligence Pose an Existential Risk?” published in 2017, Karina Vold and Daniel Harris suggested that humans might create a super-intelligent machine that could outsmart all other intelligences, remain beyond human control, and potentially engage in actions that are contrary to human interests.635 The prevailing narrative surrounding AI existential risk typically lies in the possibility of developing “Artificial General Intelligence” (AGI), or artificial super- intelligence (ASI).""",,114,,1 - Human,2 - Unintentional,3 - Other,"7. AI System Safety, Failures, & Limitations",7.2 > AI possessing dangerous capabilities
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.00.00,48,,,,Paper,,,,,,,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.01.00,48,1,,,Risk Category,CBRN Information or Capabilities ,,"""Eased access to or synthesis of materially nefarious 
information or design capabilities related to chemical, biological, radiological, or nuclear (CBRN) weapons or other dangerous materials or agents.""",,4,,3 - Other,3 - Other,2 - Post-deployment,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm"
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.01.00.a,48,1,,1,Additional evidence,CBRN Information or Capabilities ,,,"""In the future, GAI may enable malicious actors to more easily access CBRN weapons and/or relevant knowledge, information, materials, tools, or technologies that could be misused to assist in the design, development, production, or use of CBRN weapons or other dangerous materials or agents. While relevant biological and chemical threat knowledge and information is often publicly accessible, LLMs could facilitate its analysis or synthesis, particularly by individuals without formal scientific training or expertise.""",,5,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.01.00.b,48,1,,2,Additional evidence,CBRN Information or Capabilities ,,,"""Recent research on this topic found that LLM outputs regarding biological threat creation and attack planning provided minimal assistance beyond traditional search engine queries, suggesting that state-of- the-art LLMs at the time these studies were conducted do not substantially increase the operational likelihood of such an attack. The physical synthesis development, production, and use of chemical or biological agents will continue to require both applicable expertise and supporting materials and infrastructure. The impact of GAI on chemical or biological agent misuse will depend on what the key barriers for malicious actors are (e.g., whether information access is one such barrier), and how well GAI can help actors address those barriers.""",,5,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.02.00,48,2,,,Risk Category,Confabulation ,,"""The production of confidently stated but erroneous or false content (known colloquially as “hallucinations” or “fabrications”) by which users may be misled or deceived.""",,4,,2 - AI,2 - Unintentional,2 - Post-deployment,3. Misinformation,3.1 > False or misleading information
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.02.00.a,48,2,,1,Additional evidence,Confabulation ,,,"""“Confabulation” refers to a phenomenon in which GAI systems generate and confidently present erroneous or false content in response to prompts. Confabulations also include generated outputs that diverge from the prompts or other input or that contradict previously generated statements in the same context. These phenomena are colloquially also referred to as “hallucinations” or “fabrications.”""",,6,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.02.00.b,48,2,,2,Additional evidence,Confabulation ,,,"""Risks from confabulations may arise when users believe false content – often due to the confident nature of the response – leading users to act upon or promote the false information. This poses a challenge for many real-world applications, such as in healthcare, where a confabulated summary of patient information reports could cause doctors to make incorrect diagnoses and/or recommend the wrong treatments. Risks of confabulated content may be especially important to monitor when integrating GAI into applications involving consequential decision making.""",,6,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.03.00,48,3,,,Risk Category,"Dangerous, Violent or Hateful Content ",,"""Eased production of and access to violent, inciting, 
radicalizing, or threatening content as well as recommendations to carry out self-harm or 
conduct illegal activities. Includes difficulty controlling public exposure to hateful and disparaging or stereotyping content.""",,4,,2 - AI,3 - Other,2 - Post-deployment,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.03.00.a,48,3,,1,Additional evidence,"Dangerous, Violent or Hateful Content ",,,"""GAI systems can produce content that is inciting, radicalizing, or threatening, or that glorifies violence, with greater ease and scale than other technologies. LLMs have been reported to generate dangerous or violent recommendations, and s ome models have generated actionable instructions for dangerous or unethical behaviour. Text -to-image models also make it easy to create images that could be used to promote dangerous or violent messages. Similar concerns are present for other GAI media, including video and audio. GAI may also produce content that recommends self-harm or criminal/illegal activities.""",,6,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.03.00.b,48,3,,2,Additional evidence,"Dangerous, Violent or Hateful Content ",,,"""This risk encompasses difficulty controlling creation of and public exposure to offensive or hateful language, and denigrating or stereotypical content generated by AI. This kind of speech may contribute to downstream harm such as fueling dangerous or violent behaviors. The spread of denigrating or stereotypical content can also further exacerbate representational harms (see Harmful Bias and Homogenization below).""",,6,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.04.00,48,4,,,Risk Category,Data Privacy ,,"""Impacts due to leakage and unauthorized use, disclosure, or de-anonymization of biometric, health, location, or other personally identifiable information or sensitive data.""",,4,,2 - AI,2 - Unintentional,2 - Post-deployment,2. Privacy & Security,2.1 > Compromise of privacy by leaking or correctly inferring sensitive information
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.04.00.a,48,4,,1,Additional evidence,Data Privacy ,,,"""GAI systems raise several risks to privacy. GAI system training requires large volumes of data, which in some cases may include personal data. The use of personal data for GAI training raises risks to widely accepted privacy principles, including to transparency, individual participation (including consent), and purpose specification. For example, most model developers do not disclose specific data sources on which models were trained, limiting user awareness of whether personally identifiably information (PII) was trained on and, if so, how it was collected.""",,7,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.04.00.b,48,4,,2,Additional evidence,Data Privacy ,,,"""Models may leak, generate, or correctly infer sensitive information about individuals. For example, during adversarial attacks, LLMs have revealed sensitive information (from the public domain) that was included in their training data. This problem has been referred to as data memorization, and may pose exacerbated privacy risks even for data present only in a small number of training samples. In addition to revealing sensitive information in GAI training data, GAI models may be able to correctly infer P II or sensitive data that was not in their training data nor disclosed by the user by stitching together information from disparate sources. These inferences can have negative impact on an individual even if the inferences are not accurate (e.g., confabulations), and especially if they reveal information that the individual considers sensitive or that is used to disadvantage or harm them.""",,7,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.05.00,48,5,,,Risk Category,Environmental Impacts ,,"""Impacts due to high compute resource utilization in training or operating GAI models, and related outcomes that may adversely impact ecosystems.""",,4,,3 - Other,2 - Unintentional,1 - Pre-deployment,6. Socioeconomic and Environmental,6.6 > Environmental harm
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.05.00.a,48,5,,1,Additional evidence,Environmental Impacts ,,,"""Training, maintaining, and operating (running inference on) GAI systems are resource-intensive activities , with potentially large energy and environmental footprints. Energy and carbon emissions vary based on what is being done with the GAI model (i.e., pre-training, fine-tuning, inference), the modality of the content, hardware used, and type of task or application.""",,8,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.05.00.b,48,5,,2,Additional evidence,Environmental Impacts ,,,"""Current estimates suggest that training a single transformer LLM can emit as much carbon as 300 round- trip flights between San Francisco and New York. In a study comparing energy consumption and carbon emissions for LLM inference, generative tasks (e.g., text summarization) were found to be more energy- and carbon-i ntensive than discriminative or non-generative tasks (e.g., text classification""",,8,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.06.00,48,6,,,Risk Category,Harmful Bias or Homogenization ,,"""Amplification and exacerbation of historical, societal, and systemic biases; performance disparities8 between sub-groups or languages, possibly due to non-representative training data, that result in discrimination, amplification of biases, or incorrect presumptions about performance; undesired homogeneity that skews system or model outputs, which may be erroneous, lead to ill-founded decision-making, or amplify harmful biases.""",,4,,3 - Other,2 - Unintentional,3 - Other,1. Discrimination & Toxicity,1.1 > Unfair discrimination and misrepresentation
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.06.00.a,48,6,,1,Additional evidence,Harmful Bias or Homogenization ,,,"""Bias exists in many forms and can become ingrained in automated systems. AI systems, including GAI systems, can increase the speed and scale at which harmful biases manifest and are acted upon, potentially perpetuating and amplifying harms to individuals, groups, communities, organizations, and society. For example, when prompted to generate images of CEOs, doctors, lawyers, and judges, current text-to-image models underrepresent women and/or racial minorities, and people with disabilities. Image generator models have also produced biased or stereotyped output for various demographic groups and have difficulty producing non-stereotyped content even when the prompt specifically requests image features that are inconsistent with the stereotypes. Harmful bias in GAI models, which may stem from their training data, can also cause representational harms or perpetuate or exacerbate bias based on race, gender, disability, or other protected classes.""",,8,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.06.00.b,48,6,,2,Additional evidence,Harmful Bias or Homogenization ,,,"""Harmful bias in GAI systems can also lead to harms via disparities between how a model performs for different subgroups or languages (e.g., an LLM may perform less well for non-English languages or certain dialects). Such disparities can contribute to discriminatory decision-making or amplification of existing societal biases. In addition, GAI systems may be inappropriately trusted to perform similarly across all subgroups, which could leave the groups facing underperformance with worse outcomes than if no GAI system were used. Disparate or reduced performance for lower-resource languages also presents challenges to model adoption, inclusion, and accessibility, and may make preservation of endangered languages more difficult if GAI systems become embedded in everyday processes that would otherwise have been opportunities to use these languages.""",,8,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.07.00,48,7,,,Risk Category,Human-AI Configuration ,,"""Arrangement s of or interactions between a human and an AI system 
which can result in the human inappropriately anthropomorphizing GAI systems or experiencing algorithmic aversion, automation bias, over-reliance, or emotional entanglement with GAI 
systems.""",,4,,3 - Other,2 - Unintentional,2 - Post-deployment,5. Human-Computer Interaction,5.1 > Overreliance and unsafe use
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.07.00.a,48,7,,1,Additional evidence,Human-AI Configuration ,,,"""GAI system use can involve varying risks of misconfigurations and poor interactions between a system and a human who is interacting with it. Humans bring their unique perspectives, experiences, or domain- specific expertise to interactions with AI systems but may not have detailed knowledge of AI systems and how they work. As a result, human experts may be unnecessarily “averse” to GAI systems, and thus deprive themselves or others of GAI’s beneficial uses.""",,9,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.07.00.b,48,7,,2,Additional evidence,Human-AI Configuration ,,,"""Conversely, due to the complexity and increasing reliability of GAI technology, over time, humans may over-rely on GAI systems or may unjustifiably perceive GAI content to be of higher quality than that produced by other sources. This phenomenon is an example of automation bias, or excessive deference to automated systems. Automation bias can exacerbate other risks of GAI, such as risks of confabulation or risks of bias or homogenization. There may also be concerns about emotional entanglement between humans and GAI systems, which could lead to negative psychological impacts.""",,9,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.08.00,48,8,,,Risk Category,Information Integrity ,,"""Lowered barrier to entry to generate and support the exchange and consumption of content which may not distinguish fact from opinion or fiction or acknowledge uncertainties, or could be leveraged for large-scale dis- and mis-information campaigns.""",,4,,1 - Human,3 - Other,2 - Post-deployment,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale"
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.08.00.a,48,8,,1,Additional evidence,Information Integrity ,,,"""Information integrity describes the “spectrum of information and associated patterns of its creation, exchange, and consumption in society.” High-integrity information can be trusted; “distinguishes fact from fiction, opinion, and inference; acknowledges uncertainties; and is transparent about its level of vetting. This information can be linked to the original source(s) with appropriate evidence. High-integrity information is also accurate and reliable, can be verified and authenticated, has a clear chain of custody, and creates reasonable expectations about when its validity may expire.”""",,9,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.08.00.b,48,8,,2,Additional evidence,Information Integrity ,,,"""GAI systems can ease the unintentional production or dissemination of false, inaccurate, or misleading content (misinformation) at scale, particularly if the content stems from confabulations. GAI systems can also ease the deliberate production or dissemination of false or misleading information (disinformation) at scale, where an actor has the explicit intent to deceive or cause harm to others. Even very subtle changes to text or images can manipulate human and machine perception. Similarly, GAI systems could enable a higher degree of sophistication for malicious actors to produce disinformation that is targeted towards specific demographics. Current and emerging multimodal models make it possible to generate both text-based disinformation and highly realistic “deepfakes” – that is, synthetic audiovisual content and photorealistic images.12 Additional disinformation threats could be enabled by future GAI models trained on new data modalities.""",,10,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.08.00.c,48,8,,3,Additional evidence,Information Integrity ,,,"""Disinformation and misinformation – both of which may be facilitated by GAI – may erode public trust in true or valid evidence and information, with downstream effects. For example, a synthetic image of a Pentagon blast went viral and briefly caused a drop in the stock market. Generative AI models can also assist malicious actors in creating compelling imagery and propaganda to support disinformation campaigns, which may not be photorealistic, but could enable these campaigns to gain more reach and engagement on social media platforms. Additionally, generative AI models can assist malicious actors in creating fraudulent content intended to impersonate others.""",,10,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.09.00,48,9,,,Risk Category,Information Security ,,"""Lowered barriers for offensive cyber capabilities, including via automated discovery and exploitation of vulnerabilities to ease hacking, malware, phishing, offensive cyber operations, or other cyberattacks; increased attack surface for targeted cyberattacks, which may compromise a system’s availability or the confidentiality or integrity of training data, code, or 
model weights.""",,4,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm"
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.09.00.a,48,9,,1,Additional evidence,Information Security ,,,"""Information security for computer systems and data is a mature field with widely accepted and standardized practices for offensive and defensive cyber capabilities. GAI-based systems present two primary information security risks: GAI could potentially discover or enable new cybersecurity risks by lowering the barriers for or easing automated exercise of offensive capabilities; simultaneously, it expands the available attack surface, as GAI itself is vulnerable to attacks like prompt injection or data poisoning.""",,10,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.09.00.b,48,9,,2,Additional evidence,Information Security ,,,"""Offensive cyber capabilities advanced by GAI systems may augment cybersecurity attacks such as hacking, malware, and phishing. Reports have indicated that LLMs are already able to discover some vulnerabilities in systems (hardware, software, data) and write code to exploit them. Sophisticated threat actors might further these risks by developing GAI-powered security co-pilots for use in several parts of the attack chain, including informing attackers on how to proactively evade threat detection and escalate privileges after gaining system access.""",,10,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.09.00.c,48,9,,3,Additional evidence,Information Security ,,,"""For instance, prompt injection involves modifying what input is provided to a GAI system so that it behaves in unintended ways. In direct prompt injections, attackers might craft malicious prompts and input them directly to a GAI system, with a variety of downstream negative consequences to interconnected systems. Indirect prompt injection attacks occur when adversaries remotely (i.e., without a direct interface) exploit LLM-integrated applications by injecting prompts into data likely to be retrieved. Security researchers have already demonstrated how indirect prompt injections can exploit vulnerabilities by stealing proprietary data or running malicious code remotely on a machine. Merely querying a closed production model can elicit previously undisclosed information about that model. Another cybersecurity risk to GAI is data poisoning, in which an adversary compromises a training dataset used by a model to manipulate its outputs or operation. Malicious tampering with data or parts of the model could exacerbate risks associated with GAI system outputs.""",,11,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.10.00,48,10 ,,,Risk Category,Intellectual Property ,,"""Eased production or replication of alleged copyrighted, trademarked, or licensed content without authorization (possibly in situations which do not fall under fair use); eased exposure of trade secrets; or plagiarism or illegal replication.""",,4,,1 - Human,3 - Other,2 - Post-deployment,6. Socioeconomic and Environmental,6.3 > Economic and cultural devaluation of human effort
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.10.00.a,48,10 ,,1,Additional evidence,Intellectual Property ,,,"""Intellectual property risks from GAI systems may arise where the use of copyrighted works is not a fair use under the fair use doctrine. If a GAI system’s training data included copyrighted material, GAI outputs displaying instances of training data memorization (see Data Privacy above) could infringe on copyright.""",,11,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.10.00.b,48,10 ,,2,Additional evidence,Intellectual Property ,,,"""How GAI relates to copyright, including the status of generated content that is similar to but does not strictly copy w ork protected by copyright, is currently being debated in legal fora. Similar discussions are taking place regarding the use or emulation of personal identity, likeness , or voicewithout permission.""",,11,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.11.00,48,11,,,Risk Category,"Obscene, Degrading, and/or Abusive Content ",,"""Eased production of and access to obscene, 
degrading, and/or abusive imagery which can cause harm, including synthetic child sexual abuse material (CSAM), and nonconsensual intimate images (NCII) of adults.""",,4,,1 - Human,1 - Intentional,2 - Post-deployment,1. Discrimination & Toxicity,1.2 > Exposure to toxic content
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.11.00.a,48,11,,1,Additional evidence,"Obscene, Degrading, and/or Abusive Content ",,,"""GAI can ease the production of and access to illegal non-consensual intimate imagery (NCII) of adults, and/or child sexual abuse material (CSAM). GAI-generated obscene, abusive or degrading content can create privacy, psychological and emotional, and even physical harms, and in some cases may be illegal.""",,11,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.11.00.b,48,11,,2,Additional evidence,"Obscene, Degrading, and/or Abusive Content ",,,"""Generated explicit or obscene AI content may include highly realistic “deepfakes” of real individuals, including children. The spread of this kind of material can have downstream negative consequences: in the context of CSAM, even if the generated images do not resemble specific individuals, the prevalence of such images can divert time and resources from efforts to find real-world victims. Outside of CSAM, the creation and spread of NCII disproportionately impacts women and sexual minorities, and can have subsequent negative consequences including decline in overall mental health, substance abuse, and even suicidal thoughts.""",,11,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.11.00.c,48,11,,3,Additional evidence,"Obscene, Degrading, and/or Abusive Content ",,,"""Data used for training GAI models may unintentionally include CSAM and NCII. A recent report noted that several commonly used GAI training datasets were found to contain hundreds of known images of CSAM. Even when trained on “clean” data, increasingly capable GAI models can synthesize or produce synthetic NCII and CSAM. Websites, mobile apps, and custom-built models that generate synthetic NCII have moved from niche internet forums to mainstream, automated, and scaled online businesses.""",,11,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.12.00,48,12,,,Risk Category,Value Chain and Component Integration ,,"""Non-transparent or untraceable integration of 
upstream third-party components, including data that has been improperly obtained or not 
processed and cleaned due to increased automation from GAI; improper supplier vetting across the AI lifecycle; or other issues that diminish transparency or accountability for downstream 
users.""",,4,,1 - Human,2 - Unintentional,1 - Pre-deployment,"7. AI System Safety, Failures, & Limitations",7.4 > Lack of transparency or interpretability
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.12.00.a,48,12,,1,Additional evidence,Value Chain and Component Integration ,,,"""GAI value chains involve many third-party components such as procured datasets, pre-trained models, and software libraries. These components might be improperly obtained or not properly vetted, leading to diminished transparency or accountability for downstream users. While this is a risk for traditional AI systems and some other digital technologies, the risk is exacerbated for GAI due to the scale of the training data, which may be too large for humans to vet; the difficulty of training foundation models, which leads to extensive reuse of limited numbers of models; and the extent to which GAI may be integrated into other devices and services. As GAI systems often involve many distinct third-party components and data sources, it may be difficult to attribute issues in a system’s behavior to any one of these sources.""",,12,,,,,
Artificial Intelligence Risk Management Framework: Generative Artificial Intelligence Profile,NIST2024,48.12.00.b,48,12,,2,Additional evidence,Value Chain and Component Integration ,,,"""Errors in third-party GAI components can also have downstream impacts on accuracy and robustness. For example, test datasets commonly used to benchmark or validate models can contain label errors. Inaccuracies in these labels can impact the “stability” or robustness of these benchmarks, which many GAI practitioners consider during the model selection process.""",,12,,,,,
International Scientific Report on the Safety of Advanced AI,Bengio2024,49.00.00,49,,,,Paper,,,,,-,,,,,,
International Scientific Report on the Safety of Advanced AI,Bengio2024,49.01.00,49,1,,,Risk Category,Malicious Use Risks ,,"""As general- purpose AI covers a broad set of knowledge areas, it can be repurposed for malicious ends, potentially causing widespread harm. This section discusses some of the major risks of malicious use, but there are others and new risks may continue to emerge. While the risks discussed in this section range widely in terms of how well- evidenced they are, and in some cases, there is evidence suggesting that they may currently not be serious risks at all, we include them to provide a comprehensive overview of the malicious use risks associated with general- purpose AI systems.""",,41,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,4.0 > Malicious use
International Scientific Report on the Safety of Advanced AI,Bengio2024,49.01.01,49,1,1,,Risk Sub-Category,Malicious Use Risks ,Harm to individuals through fake content,"""General- purpose AI systems can be used to increase the scale and sophistication of scams and fraud, for example through general- purpose AI- enhanced ‘phishing’ attacks. General- purpose AI can be used to generate fake compromising content featuring individuals without their consent, posing threats to individual privacy and reputation.""",,41,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.3 > Fraud, scams, and targeted manipulation"
International Scientific Report on the Safety of Advanced AI,Bengio2024,49.01.01.a,49,1,1,1,Additional evidence,Malicious Use Risks ,Harm to individuals through fake content,,"""General- purpose AI can amplify the risk of frauds and scams, increasing both their volume and their sophistication. Their volume can be increased because general- purpose AI facilitates the generation of scam content at greater speeds and scale than previously possible. Their sophistication can be increased because general- purpose AI facilitates the creation of more convincing and personalised scam content at scale (340, 341). General- purpose AI language models can be used to design and deploy ‘phishing’ attacks in which attackers deceive people into sharing passwords or other sensitive information (342). This can include spear- phishing, a type of phishing campaign that is personalised to the target, and business email compromise, a type of cybercrime where the malicious user tries to trick someone into sending money or sharing confidential information. Research has found that between January to February 2023, there was a 135% increase in ‘novel social engineering attacks’ in a sample of email accounts (343*), which is thought to correspond to the widespread adoption of ChatGPT.""",,41,,,,,
International Scientific Report on the Safety of Advanced AI,Bengio2024,49.01.02,49,1,2,,Risk Sub-Category,Malicious Use Risks ,Disinformation and manipulation of public opinion,"""AI, particularly general- purpose AI, can be maliciously used for disinformation (351), which for the purpose of this report refers to false information that was generated or spread with the deliberate intent to mislead or deceive. General- purpose AI- generated text can be indistinguishable from genuine human- generated material (352, 353), and may already be disseminated at scale on social media (354). In addition, general- purpose AI systems can be used to not only generate text but also fully synthetic or misleadingly altered images, audio, and video content. General- purpose AI tools might be used to persuade and manipulate people, which could have serious implications for political processes. General- purpose AI systems can be used to generate highly persuasive content at scale. This could, for example, be used in a commercial setting for advertising, or during an election campaign to influence public opinion""",,42,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.1 > Disinformation, surveillance, and influence at scale"
International Scientific Report on the Safety of Advanced AI,Bengio2024,49.01.02,49,1,2,,Risk Sub-Category,Malicious Use Risks ,Cyber offence,"""General- purpose AI systems could uplift the cyber expertise of individuals, making it easier for malicious users to conduct effective cyber- attacks, as well as providing a tool that can be used in cyber defence. General- purpose AI systems can be used to automate and scale some types of cyber operations, such as social engineering attacks.""",,44,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm"
International Scientific Report on the Safety of Advanced AI,Bengio2024,49.01.02.a,49,1,2,1,Additional evidence,Malicious Use Risks ,Cyber offence,,"""General- purpose AI systems can exacerbate existing cybersecurity risks in several ways. Firstly, they may lower the barrier to entry of more sophisticated cyber attacks, so the number of people capable of such attacks might increase. Secondly, general- purpose AI systems could be used to scale offensive cyber operations, through increasing levels of automation and efficiency.""",,44,,,,,
International Scientific Report on the Safety of Advanced AI,Bengio2024,49.01.02.b,49,1,2,2,Additional evidence,Malicious Use Risks ,Cyber offence,,"""General- purpose AI systems reduce the cost, technical know- how, and expertise needed to conduct cyber- attacks. Offensive cyber operations include designing and spreading malicious software as well as discovering and exploiting vulnerabilities in critical systems. They can lead to significant security breaches, for example in critical national infrastructure (CNI), and pose a threat to public safety and security. Given the labour- intensive nature of these operations, advanced general- purpose AI that automates certain aspects of the process, reducing the number of experts needed and lowering the required level of expertise, could be useful for attackers.""",,44,,,,,
International Scientific Report on the Safety of Advanced AI,Bengio2024,49.01.03,49,1,3,,Risk Sub-Category,Malicious Use Risks ,Dual use science risks,"""General- purpose AI systems could accelerate advances in a range of scientific endeavours, from training new scientists to enabling faster research workflows. While these capabilities could have numerous beneficial applications, some experts have expressed concern that they could be used for malicious purposes, especially if further capabilities are developed soon before appropriate countermeasures are put in place. There are two avenues by which general- purpose AI systems could, speculatively, facilitate malicious use in the life sciences: firstly by providing increased access to information and expertise relevant to malicious use, and secondly by increasing the ceiling of capabilities, which may enable the development of more harmful versions of existing threats or, eventually, lead to novel threats (404, 405).""",,45,,1 - Human,1 - Intentional,2 - Post-deployment,4. Malicious Actors & Misuse,"4.2 > Cyberattacks, weapon development or use, and mass harm"
International Scientific Report on the Safety of Advanced AI,Bengio2024,49.02.00,49,2,,,Risk Category,Risks from Malfunctions ,,None provided. ,,-,,3 - Other,2 - Unintentional,3 - Other,"7. AI System Safety, Failures, & Limitations","7.0 > AI system safety, failures, & limitations"
International Scientific Report on the Safety of Advanced AI,Bengio2024,49.02.01,49,2,1,,Risk Sub-Category,Risks from Malfunctions ,Risks from product functionality issues,"""Product functionality issues occur when there is confusion or misinformation about what a general- purpose AI model or system is capable of. This can lead to unrealistic expectations and overreliance on general- purpose AI systems, potentially causing harm if a system fails to deliver on expected capabilities. These functionality misconceptions may arise from technical difficulties in assessing an AI model's true capabilities on its own,or predicting its performance when part of a larger system. Misleading claims in advertising and communications can also contribute to these misconceptions.""",,47,,3 - Other,2 - Unintentional,3 - Other,5. Human-Computer Interaction,5.1 > Overreliance and unsafe use
International Scientific Report on the Safety of Advanced AI,Bengio2024,49.02.01.b,49,2,1,2,Additional evidence,Risks from Malfunctions ,Risks from product functionality issues,,"""Risks may arise where general- purpose AI models and systems fail to comply with general tenets of product safety and product functionality. As with many products, risks from general- purpose AI - based products occur because of misunderstandings of functionality and inadequate guidance for appropriate and safe use. In that respect, general- purpose AI- based products may be no different (430).""",,47,,,,,
International Scientific Report on the Safety of Advanced AI,Bengio2024,49.02.01.c,49,2,1,3,Additional evidence,Risks from Malfunctions ,Risks from product functionality issues,,"""Impossible tasks arise from instances of an attempt to accomplish goals with a general- purpose AI system that goes beyond the general- purpose AI system’s capability. It can be hard to say definitively what constitutes an impossible task in a modern setting. Historically, large language models have not been able to consider events or developments that occurred after the end of their training. However, enabling AI products to retrieve information from databases has improved their ability to consider what happened after their training - although models still perform worse on tests that require novel information (431). Another potentially impossible task may be tasks requiring data that is inherently inaccessible -- such as information that does not exist in the format of computable media, or data not available for training due to legal or security reasons.""",,47,,,,,
